row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,5,17,22,26,26,30,126,35,25,43,9,48,12,5,4,0,4,4
1_2,5,11,15,20,24,28,103,33,23,35,13,35,6,4,5,4,4,10
1_3,4,9,16,19,23,29,100,33,25,32,14,35,5,7,3,4,6,5
1_4,4,10,15,19,24,29,101,33,25,34,14,34,6,5,4,5,5,7
1_5,5,10,14,19,24,29,101,34,24,34,14,33,5,4,5,5,5,8
1_6,2,5,7,18,23,26,81,28,24,28,18,25,3,2,11,5,3,5
1_7,2,3,8,15,22,26,76,28,24,25,19,23,1,5,7,7,4,4
1_8,2,5,9,16,22,26,80,28,24,27,17,25,3,4,7,6,4,6
1_9,2,4,8,16,23,28,81,30,26,27,19,24,2,4,8,7,5,8
1_10,2,6,9,18,23,29,87,31,27,29,17,27,4,3,9,5,6,8
2_1,3,11,19,22,25,31,111,34,28,36,14,41,8,8,3,3,6,5
2_2,5,11,17,23,27,30,113,35,25,38,16,40,6,6,6,4,3,8
2_3,6,9,14,18,23,28,98,34,22,32,14,32,3,5,4,5,5,6
2_4,5,10,16,20,24,28,103,33,23,34,14,36,5,6,4,4,4,7
2_5,5,9,15,19,24,29,101,34,24,33,15,34,4,6,4,5,5,8
2_6,2,4,11,19,20,26,82,28,24,24,16,30,2,7,8,1,6,3
2_7,2,4,9,18,19,26,78,28,24,23,15,27,2,5,9,1,7,1
2_8,3,6,10,19,20,27,85,30,24,26,14,29,3,4,9,1,7,4
2_9,2,6,11,17,22,28,86,30,26,28,16,28,4,5,6,5,6,5
2_10,2,6,10,17,21,28,84,30,26,27,15,27,4,4,7,4,7,5
3_1,6,14,20,23,23,29,115,35,23,37,9,43,8,6,3,0,6,6
3_2,6,10,15,20,23,28,102,34,22,33,13,35,4,5,5,3,5,11
3_3,4,7,13,17,22,28,91,32,24,29,15,30,3,6,4,5,6,8
3_4,4,9,15,20,25,29,102,33,25,34,16,35,5,6,5,5,4,8
3_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
3_6,1,6,10,15,20,23,75,24,22,26,14,25,5,4,5,5,3,7
3_7,1,5,10,14,19,26,75,27,25,24,14,24,4,5,4,5,7,7
3_8,3,8,14,18,23,28,94,31,25,31,15,32,5,6,4,5,5,7
3_9,2,6,9,13,19,28,77,30,26,25,13,22,4,3,4,6,9,8
3_10,3,7,10,16,21,29,86,32,26,28,14,26,4,3,6,5,8,9
4_1,8,15,19,23,24,30,119,38,22,39,9,42,7,4,4,1,6,10
4_2,7,10,13,18,22,24,94,31,17,32,12,31,3,3,5,4,2,6
4_3,4,7,13,18,22,28,92,32,24,29,15,31,3,6,5,4,6,6
4_4,5,10,16,20,24,28,103,33,23,34,14,36,5,6,4,4,4,7
4_5,5,9,15,19,24,29,101,34,24,33,15,34,4,6,4,5,5,8
4_6,4,8,14,21,23,28,98,32,24,31,15,35,4,6,7,2,5,0
4_7,2,6,13,20,23,29,93,31,27,29,17,33,4,7,7,3,6,2
4_8,2,5,12,19,23,28,89,30,26,28,18,31,3,7,7,4,5,3
4_9,2,5,9,14,21,28,79,30,26,26,16,23,3,4,5,7,7,6
4_10,3,6,11,17,20,27,84,30,24,26,14,28,3,5,6,3,7,5
5_1,5,9,16,25,28,32,115,37,27,37,19,41,4,7,9,3,4,4
5_2,4,5,10,15,23,27,84,31,23,28,18,25,1,5,5,8,4,9
5_3,4,6,12,16,21,29,88,33,25,27,15,28,2,6,4,5,8,7
5_4,5,10,16,20,25,29,105,34,24,35,15,36,5,6,4,5,4,8
5_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5,8
5_6,3,7,9,21,22,27,89,30,24,29,15,30,4,2,12,1,5,3
5_7,3,6,9,19,21,27,85,30,24,27,15,28,3,3,10,2,6,3
5_8,2,6,9,18,20,28,83,30,26,26,14,27,4,3,9,2,8,4
5_9,2,5,9,16,21,27,80,29,25,26,16,25,3,4,7,5,6,7
5_10,2,6,9,19,22,28,86,30,26,28,16,28,4,3,10,3,6,6
6_1,7,15,23,26,27,31,129,38,24,42,12,49,8,8,3,1,4,7
6_2,4,11,22,25,30,30,122,34,26,41,19,47,7,11,3,5,0,11
6_3,4,9,16,19,23,29,100,33,25,32,14,35,5,7,3,4,6,7
6_4,4,9,15,20,24,29,101,33,25,33,15,35,5,6,5,4,5,7
6_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
6_6,2,6,11,19,27,29,94,31,27,33,21,30,4,5,8,8,2,9
6_7,2,6,10,19,25,30,92,32,28,31,19,29,4,4,9,6,5,7
6_8,4,8,12,20,25,30,99,34,26,33,17,32,4,4,8,5,5,9
6_9,1,5,9,18,24,30,87,31,29,29,19,27,4,4,9,6,6,8
6_10,2,5,8,18,24,30,87,32,28,29,19,26,3,3,10,6,6,9
7_1,2,11,21,23,24,30,111,32,28,35,13,44,9,10,2,1,6,7
7_2,5,7,13,16,22,27,90,32,22,29,15,29,2,6,3,6,5,7
7_3,4,8,13,16,21,28,90,32,24,29,13,29,4,5,3,5,7,8
7_4,4,9,15,19,24,29,100,33,25,33,15,34,5,6,4,5,5,7
7_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5,8
7_6,1,3,10,15,21,28,78,29,27,24,18,25,2,7,5,6,7,6
7_7,1,2,10,16,19,26,74,27,25,21,17,26,1,8,6,3,7,7
7_8,1,4,11,17,20,27,80,28,26,24,16,28,3,7,6,3,7,7
