Date,15_6,20_3,3_2,6_8,7_8,10_6,16_6,20_1,1_8,3_7,3_8,8_9,13_7,15_8,20_6,20_10,1_6,1_7,1_10,5_1
20241103,1,1,0,0,1,2,0,2,3,3,0,1,1,1,1,0,0,1,1,1
20241105,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,2,1,1
20241107,0,1,1,1,2,1,0,1,2,1,0,0,0,0,1,1,0,2,0,0
20241110,0,2,0,2,1,0,1,1,1,0,0,0,0,2,1,1,1,0,0,0
20241112,3,1,2,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1
20241114,0,0,1,0,0,2,0,3,0,1,0,2,0,0,0,0,2,0,1,1
20241117,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0
20241119,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
20241121,1,0,1,1,1,0,0,0,2,1,0,2,0,0,1,0,0,2,1,2
20241124,1,0,0,1,1,0,1,0,0,1,2,0,1,0,1,1,0,0,0,1
20241126,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
20241128,1,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,0,2,1,0
20241201,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,1
20241203,2,1,0,1,0,0,1,1,0,0,1,0,2,1,1,2,1,1,1,0
20241205,0,0,0,0,0,1,0,3,1,1,1,1,1,1,1,1,1,1,0,2
20241208,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0
20241210,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,2,0,1,0
20241212,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
20241215,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,2,0
20241217,1,1,0,0,0,1,2,0,1,0,0,2,1,0,0,2,0,0,0,0
20241219,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
20241222,0,0,1,0,0,0,1,1,0,0,1,0,1,2,1,0,2,1,0,2
20241224,0,2,1,1,1,0,0,2,1,1,0,0,2,1,2,1,0,0,0,0
20241226,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,2,2,0
20241229,1,0,0,2,0,1,1,2,3,0,0,0,1,0,1,1,0,3,2,0
20241231,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
20250102,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
20250105,2,1,0,0,0,2,0,2,0,0,0,0,0,2,0,4,0,0,3,1
20250107,0,1,2,1,0,2,0,0,3,1,2,1,2,1,1,1,0,1,1,1
20250109,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
20250112,1,0,2,0,0,0,0,2,0,2,1,0,0,1,1,0,0,1,1,0
20250114,0,1,0,0,1,1,1,0,1,0,1,2,0,1,1,0,0,0,1,0
20250116,0,1,1,1,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,1
