Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240702,24075,4,6,2,1,0,5,12,3,84,31,25,27,17,26,2,3,10,4,6,2,6,1,13
20240704,24076,2,6,3,3,0,11,9,0,137,35,29,51,7,51,19,2,3,2,3,4,7,15,8
20240704,100_1,2,3,2,0,0,12,3,1,96,35,27,31,20,28,2,4,4,9,4,1,2,12,8
20240704,100_2,2,3,3,1,0,12,4,1,85,32,26,30,19,24,2,3,3,11,4,1,2,8,8
20240704,100_3,3,3,3,0,0,13,3,1,98,35,27,34,22,28,1,3,8,11,2,1,2,14,8
20240704,100_4,2,3,3,0,0,12,5,1,89,33,25,29,20,23,1,3,5,10,3,2,3,12,9
20240704,100_5,1,4,3,1,1,15,3,0,83,32,25,27,17,22,2,2,6,8,5,2,2,14,10
20240704,200_1,4,2,2,0,1,12,5,0,97,32,27,33,20,33,3,9,2,8,3,2,2,11,2
20240704,200_2,3,3,2,1,2,11,5,0,90,29,22,28,18,31,0,8,3,5,3,1,2,10,6
20240704,200_3,4,3,2,1,0,11,7,1,101,36,21,33,16,32,0,5,4,6,4,1,3,8,3
20240704,200_4,2,4,3,1,0,8,10,1,88,31,21,29,17,27,1,6,3,7,4,2,3,9,2
20240704,200_5,1,7,4,2,0,11,7,1,88,32,18,28,11,25,1,1,4,4,6,2,5,10,2
20240704,300_1,4,4,0,0,1,14,3,0,93,32,30,30,19,31,3,7,5,6,5,2,3,13,1
20240704,300_2,2,3,4,0,1,14,4,0,99,34,22,32,15,31,2,5,3,6,4,1,2,9,0
20240704,300_3,3,4,3,0,0,14,5,0,97,34,27,30,18,32,2,6,8,4,5,3,4,11,4
20240704,300_4,2,5,3,0,0,12,7,0,93,32,24,29,17,30,2,5,6,5,4,2,3,10,3
20240704,300_5,0,6,5,1,0,13,6,0,89,30,22,28,14,29,2,5,5,4,4,3,5,12,3
