Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20231126,23136,7,17,6,0,0,24,23,3,29,23,27,17,31,2,5,11,1,4,4,4,1
20231128,23137,0,16,13,5,0,20,29,1,30,24,35,11,36,9,5,2,4,4,4,14,4
20231128,400_1,10,13,6,0,2,28,18,1,32,25,30,18,34,2,10,1,6,4,1,4,8
20231128,400_2,7,15,8,1,1,26,20,1,32,25,31,19,34,2,9,3,6,3,2,4,8
20231128,400_3,7,12,8,3,1,25,21,1,31,22,32,17,35,2,7,5,4,1,2,6,6
20231128,400_4,9,11,7,2,4,27,16,1,32,25,35,18,39,4,9,5,3,2,2,3,7
20231128,400_5,10,8,5,4,5,26,15,1,33,24,34,14,41,4,9,3,1,4,2,5,8
20231128,600_1,5,14,6,0,2,26,18,2,34,21,35,16,29,3,3,3,9,1,2,2,5
20231128,600_2,4,15,9,1,2,27,17,2,34,23,33,20,24,1,3,4,13,1,1,4,9
20231128,600_3,4,12,15,3,1,24,22,1,29,22,28,19,24,0,4,6,8,2,3,10,4
20231128,600_4,7,12,8,0,3,27,16,2,30,23,30,19,21,1,3,3,12,2,1,3,6
20231128,600_5,14,5,2,0,9,26,11,2,29,23,26,14,23,2,3,4,6,5,1,0,8
20231128,1000_1,6,11,7,0,2,29,17,0,37,22,35,13,36,3,5,2,5,5,2,2,7
20231128,1000_2,5,11,5,0,2,30,15,1,37,23,36,13,34,3,3,4,5,5,2,3,7
20231128,1000_3,12,4,9,0,6,28,14,0,34,19,37,11,35,5,3,2,5,2,2,3,3
20231128,1000_4,13,7,6,0,6,30,12,0,33,19,37,11,35,5,2,4,4,1,1,5,5
20231128,1000_5,16,7,6,1,11,28,8,1,37,20,38,11,37,4,3,4,4,3,1,1,8
