Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230907,23104,0,14,13,12,0,32,17,1,41,21,49,11,48,9,4,2,5,1,3,6,10
20230910,23105,15,9,3,0,5,36,9,0,33,31,33,27,31,2,2,21,4,2,2,3,16
20230910,400_1,3,13,6,7,3,28,18,0,36,23,39,8,35,9,0,4,3,5,2,3,8
20230910,400_2,3,14,6,7,3,28,18,0,36,23,39,8,35,9,0,4,3,6,2,3,9
20230910,400_3,4,14,6,7,3,29,18,0,36,24,39,8,34,9,0,3,4,6,2,3,7
20230910,400_4,5,14,6,7,3,29,17,0,36,24,39,8,35,9,0,3,4,5,2,3,8
20230910,400_5,5,14,6,7,3,29,17,0,36,24,40,8,36,9,0,3,4,5,2,4,7
20230910,600_1,6,10,2,4,2,31,16,0,33,25,33,10,35,7,4,4,2,7,2,5,5
20230910,600_2,4,12,3,6,1,30,16,1,34,25,35,10,35,7,3,2,3,6,2,5,6
20230910,600_3,5,12,3,6,1,31,16,0,34,25,35,10,34,7,3,2,4,6,2,5,6
20230910,600_4,5,11,2,6,1,31,16,0,33,24,34,10,34,6,4,3,3,7,2,5,6
20230910,600_5,5,11,2,6,1,31,17,0,33,24,34,10,35,7,3,4,2,7,2,5,6
20230910,1000_1,6,11,7,7,2,32,15,0,35,23,40,11,37,8,2,4,4,3,2,4,9
20230910,1000_2,6,11,8,7,2,32,14,0,35,24,39,10,36,8,1,4,5,4,2,5,9
20230910,1000_3,6,11,7,6,2,32,14,0,35,23,39,11,35,8,1,3,5,4,2,4,9
20230910,1000_4,6,10,7,6,2,31,15,0,35,23,40,11,37,8,1,4,5,3,2,4,9
20230910,1000_5,6,10,7,6,2,31,15,0,35,23,40,11,37,8,2,4,5,3,2,4,9
