Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230604,23063,3,11,6,5,1,30,17,2,31,23,30,14,37,4,9,3,2,5,3,11,13
20230606,23064,16,4,2,0,7,33,7,3,19,17,23,9,23,6,4,1,4,2,4,5,9
20230606,400_1,3,11,6,4,1,28,18,1,33,24,34,15,37,4,7,3,4,4,2,9,8
20230606,400_2,3,11,7,4,1,29,18,1,32,24,33,14,35,4,6,3,4,4,2,8,9
20230606,400_3,3,11,7,4,1,27,19,1,34,24,34,15,36,4,7,3,4,4,2,10,8
20230606,400_4,3,10,7,4,1,26,20,2,34,25,35,16,38,4,7,3,5,4,2,11,8
20230606,400_5,3,11,7,4,2,26,19,2,33,25,35,15,37,5,7,2,5,4,2,9,9
20230606,600_1,3,12,6,3,0,32,16,0,35,26,30,13,33,4,5,5,2,8,3,10,10
20230606,600_2,3,12,6,3,0,32,16,0,35,26,30,13,32,3,5,5,3,9,2,10,10
20230606,600_3,3,12,5,4,0,32,16,0,36,26,31,13,34,4,5,4,2,8,3,11,10
20230606,600_4,3,12,6,4,0,32,16,1,35,26,32,14,35,4,6,5,3,8,2,11,9
20230606,600_5,3,12,6,4,0,32,16,1,35,26,31,14,33,3,5,5,3,8,2,10,10
20230606,1000_1,8,12,5,3,0,34,13,0,35,26,32,12,30,5,3,3,5,8,3,10,8
20230606,1000_2,6,13,4,3,1,32,14,0,34,27,32,13,30,5,4,3,5,8,2,10,7
20230606,1000_3,8,12,5,3,1,33,13,1,35,26,33,13,32,5,4,3,5,8,3,10,9
20230606,1000_4,7,12,5,3,1,31,16,1,36,26,34,13,32,5,4,3,6,6,3,11,8
20230606,1000_5,6,13,4,3,1,31,15,0,34,27,33,14,32,5,5,3,6,7,2,10,7
