3_6: 1, [6, 10, 16, 19, 22, 27] [3, 2, 2, 1, 0, 0, 0, 1, 2, 1, 2, 0, 0, 0, 2, 2, 2, 0, 2, 2]
18_9: 0, [11, 17, 19, 22, 27, 32] [4, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 0, 1, 1, 0, 0, 0, 3, 0]
3_7: 2, [9, 14, 17, 21, 23, 27] [3, 1, 1, 2, 1, 2, 0, 3, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]
8_6: 0, [7, 9, 11, 18, 26, 32] [3, 0, 2, 0, 1, 1, 2, 3, 0, 0, 1, 2, 1, 2, 2, 3, 2, 0, 2, 0]
14_1: 1, [5, 12, 16, 20, 21, 28] [3, 1, 0, 1, 2, 1, 1, 3, 1, 2, 1, 0, 2, 0, 0, 1, 0, 1, 2, 1]
15_8: 2, [5, 10, 14, 19, 25, 30] [3, 2, 3, 1, 0, 1, 1, 2, 0, 1, 2, 1, 0, 0, 1, 1, 2, 1, 1, 0]
16_2: 1, [3, 7, 13, 17, 23, 27] [3, 2, 2, 3, 0, 1, 0, 4, 1, 2, 1, 1, 1, 0, 0, 1, 1, 1, 1, 2]
18_1: 1, [3, 8, 15, 16, 19, 27] [3, 0, 3, 1, 0, 2, 2, 3, 1, 2, 1, 0, 3, 1, 1, 1, 1, 1, 0, 0]
2_10: 3, [7, 9, 16, 23, 26, 30] [3, 3, 0, 0, 0, 2, 1, 0, 1, 2, 1, 1, 1, 1, 1, 2, 1, 0, 1, 1]
5_6: 1, [12, 18, 19, 21, 23, 31] [3, 1, 2, 0, 1, 1, 2, 1, 1, 1, 2, 2, 0, 1, 2, 0, 1, 1, 1, 1]
6_10: 2, [8, 12, 18, 23, 26, 30] [3, 1, 1, 1, 1, 0, 1, 3, 2, 0, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1]
