Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230903,23102,3,17,9,1,5,27,16,2,29,27,30,12,23,8,1,3,8,7,4,5,4
20230905,23103,0,11,21,8,0,18,29,3,34,24,31,19,37,1,7,11,1,4,4,20,15
20230905,400_1,5,14,7,0,2,24,19,2,38,21,38,12,37,4,4,2,5,4,3,4,6
20230905,400_2,5,15,7,1,1,22,23,2,39,19,39,13,37,3,4,2,6,3,3,5,7
20230905,400_3,6,14,6,0,4,25,18,1,33,24,33,12,32,6,4,2,5,5,3,3,5
20230905,400_4,6,14,6,0,4,24,20,2,35,23,35,12,33,5,4,2,5,5,3,4,5
20230905,400_5,5,14,6,0,4,25,18,2,34,24,34,12,32,5,4,2,6,5,3,3,5
20230905,600_1,4,14,10,2,4,21,21,2,30,23,32,13,26,5,2,4,7,3,4,5,3
20230905,600_2,4,14,10,2,4,19,23,3,31,23,31,14,24,4,1,4,8,4,4,7,3
20230905,600_3,3,13,7,1,6,22,19,1,26,25,28,13,22,6,1,4,7,5,4,7,5
20230905,600_4,4,13,7,1,6,23,20,0,27,25,28,13,22,6,1,4,7,5,4,8,5
20230905,600_5,4,13,7,1,6,22,20,0,27,25,28,14,22,5,1,5,7,5,4,8,5
20230905,1000_1,2,12,14,6,2,26,18,2,31,24,36,12,31,8,2,3,6,3,4,7,9
20230905,1000_2,2,12,14,6,2,25,18,3,32,24,37,12,33,8,2,3,6,3,4,7,9
20230905,1000_3,3,12,13,6,3,26,17,2,31,25,35,12,31,8,2,3,6,4,3,8,9
20230905,1000_4,3,12,13,5,2,26,18,2,31,26,36,12,32,8,2,3,6,4,3,8,9
20230905,1000_5,3,12,13,5,3,26,18,2,31,26,36,13,32,8,2,4,6,4,3,8,9
