key,gap,pro1,pro2,pro3,range1,range2
11_8___1__,0,-1.6,0.7,2.9,6,7
15_9___1__,0,-1.2,1.2,3.5,6,7
2_9___1__,0,-0.9,1.3,3.4,5,7
8_8___1__,0,-0.6,1.4,3.4,7,7
10_8___1__,0,-0.8,0.9,2.5,7,7
11_9___1__,0,-2.0,0.7,3.4,4,7
15_8___1__,0,-1.2,1.4,3.9,7,10
17_7___1__,0,-0.6,1.1,2.8,7,7
17_8___1__,0,-1.1,0.9,2.7,7,7
19_8___1__,0,-2.0,0.6,3.2,7,8
3_8___1__,0,-1.2,1.1,3.3,5,7
5_8___1__,1,-1.5,0.5,2.6,7,9
8_7___1__,0,-0.7,1.3,3.4,5,7
8_9___1__,0,-0.5,1.6,3.6,6,7
14_8___1__,0,-0.5,1.9,4.1,7,9
15_10___1__,1,-0.8,1.5,3.8,6,7
16_8___1__,0,-0.7,1.0,2.9,7,8
16_9___1__,0,-0.6,1.1,2.8,4,7
3_1___1__,1,-1.2,1.2,3.7,4,7
3_6___1__,0,-0.4,1.5,3.3,6,7
18_7___1__,1,-0.1,2.1,4.2,7,7
2_1___1__,1,-0.1,2.1,4.0,5,7
12_7___1__,0,-0.5,1.7,3.8,5,7
18_6___1__,1,-0.4,1.7,4.0,7,8
1_7___1__,0,0.3,2.8,5.3,7,8
2_2___1__,1,-0.3,1.6,3.4,4,7
6_1___1__,1,0.7,3.0,5.1,3,7
7_2___1__,1,-0.8,1.2,3.1,4,7
7_3___1__,1,-1.5,1.6,4.5,3,7
7_7___1__,1,-0.3,2.0,4.3,7,7
8_1___1__,1,-1.0,1.4,3.7,5,7
9_7___1__,1,-0.5,1.8,4.2,5,7
10_1___1__,1,-0.9,1.8,4.5,2,7
11_2___1__,1,-0.1,1.7,3.6,6,7
11_3___1__,1,-0.0,2.3,4.8,4,7
11_10___1__,1,-1.8,0.8,3.4,5,7
20_1___1__,1,-0.4,2.0,4.4,4,7
1_2___1__,1,-1.3,0.9,3.0,3,7
1_6___1__,1,-0.3,2.5,5.6,6,7
2_3___1__,1,-0.5,2.0,4.6,4,7
