Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240225,24020,4,11,4,1,4,26,18,2,87,36,30,25,9,26,5,4,2,3,16,3,7,8,1
20240227,24021,1,13,11,4,0,31,19,0,90,28,20,29,17,33,2,10,1,6,1,4,12,11,8
20240227,100_1,1,15,10,2,0,29,18,1,109,34,26,36,18,37,5,5,7,5,3,2,9,9,10
20240227,100_2,1,16,10,2,0,25,22,0,120,39,23,38,13,42,5,7,4,3,6,2,9,8,6
20240227,100_3,1,17,10,2,0,24,23,1,127,40,24,37,18,44,2,10,3,3,4,3,11,10,8
20240227,100_4,4,14,9,2,0,28,20,1,133,43,23,41,16,50,3,10,3,2,5,2,10,10,6
20240227,100_5,4,14,9,2,0,27,20,1,126,40,25,37,19,46,1,10,6,2,5,3,10,9,9
20240227,200_1,1,13,9,2,3,30,12,3,98,31,27,28,13,36,4,8,5,0,8,2,8,16,11
20240227,200_2,2,10,7,2,2,29,15,3,98,32,24,29,12,35,3,8,4,0,7,2,5,12,6
20240227,200_3,5,10,6,0,1,24,21,3,110,35,24,32,15,42,2,9,5,0,6,2,5,12,7
20240227,200_4,12,4,4,0,4,28,15,2,106,36,23,30,14,39,1,9,4,0,7,2,7,15,8
20240227,200_5,5,10,7,2,1,23,23,2,115,35,24,34,16,44,2,9,6,0,4,3,11,13,11
20240227,300_1,5,12,7,1,2,25,19,2,117,38,23,39,14,40,4,4,6,2,3,2,3,15,13
20240227,300_2,4,11,9,2,0,29,19,1,125,39,21,41,17,44,2,5,8,2,1,2,4,9,12
20240227,300_3,4,12,9,2,0,21,26,2,118,36,26,37,23,44,1,11,8,3,1,2,8,9,11
20240227,300_4,7,10,8,1,0,26,21,1,120,38,25,38,20,44,2,9,8,3,1,3,5,11,12
20240227,300_5,4,13,9,3,0,22,25,1,114,35,28,36,24,41,2,9,10,4,1,3,12,10,10
