key,gap,pro1,pro2,pro3,range1,range2
16_6___1__,2,-0.9,0.7,2.4,2,2
20_8___1__,2,-0.6,1.5,3.6,2,5
4_1___1__,2,-0.9,1.4,3.6,2,5
9_10___1__,1,-0.3,1.5,3.4,2,9
10_6___1__,2,-0.5,1.1,2.8,2,3
10_9___1__,2,-1.5,0.5,2.4,2,4
12_7___1__,2,-0.6,1.3,3.2,2,2
16_7___1__,2,-0.6,1.0,2.8,1,2
20_6___1__,1,-0.5,1.3,3.3,2,5
3_9___1__,2,-0.5,1.3,3.1,2,5
7_7___1__,3,-1.2,1.1,3.4,2,4
11_1___1__,1,-1.4,0.9,3.0,2,4
11_6___1__,0,-1.3,0.9,2.8,2,8
12_6___1__,2,-0.3,1.5,3.3,2,2
15_6___1__,0,-1.3,1.1,3.4,2,2
17_7___1__,1,0.1,1.5,3.0,2,4
17_10___1__,1,0.6,2.5,4.2,2,7
19_6___1__,8,-1.3,0.5,2.3,2,4
20_9___1__,3,-0.9,1.2,3.2,2,7
3_6___1__,3,-0.3,1.6,3.5,1,2
13_1___1__,8,-0.4,1.8,3.7,2,5
2_3___1__,12,0.1,2.5,4.7,2,4
5_7___1__,8,-1.6,0.8,2.9,2,2
13_3___1__,8,-0.6,1.9,4.3,2,5
15_1___1__,8,-1.0,1.7,4.3,2,5
19_3___1__,12,1.1,3.2,5.2,2,4
1_10___1__,2,-0.3,2.0,4.4,2,5
3_3___1__,8,-0.7,2.2,4.9,2,3
5_9___1__,8,-1.0,1.0,3.0,2,6
6_3___1__,12,-1.3,1.5,4.5,2,2
6_8___1__,8,0.4,2.3,4.1,2,7
8_1___1__,2,-0.2,2.1,4.4,2,3
8_3___1__,10,-1.0,1.8,4.6,2,3
8_6___1__,4,-0.1,2.0,4.0,2,4
10_1___1__,10,-0.6,1.7,3.9,2,5
14_9___1__,8,-0.4,1.8,4.1,2,5
16_1___1__,2,-0.1,2.1,4.3,2,3
16_3___1__,10,0.4,2.6,4.9,2,3
17_2___1__,8,-0.7,1.3,3.2,2,5
17_6___1__,1,0.1,2.3,4.5,2,4
7_1___2__,0,-2.5,0.4,3.1,6,8
4_10___2__,0,-1.6,0.4,2.4,8,8
5_8___2__,0,0.1,1.9,3.8,8,9
12_1___2__,0,-2.0,1.5,5.0,8,9
12_6___2__,2,-1.4,0.7,2.9,6,8
13_1___2__,0,-1.9,1.2,4.0,8,8
14_6___2__,0,-1.4,0.7,2.7,8,12
3_1___2__,0,-1.3,2.0,5.5,8,9
3_6___2__,1,0.0,2.6,5.1,5,8
4_1___2__,0,-0.5,2.1,5.0,8,9
8_7___2__,0,-0.6,1.4,3.5,8,9
8_9___2__,0,-0.2,2.1,4.4,8,11
9_6___2__,0,-0.3,1.5,3.3,7,8
12_7___2__,0,0.0,2.3,4.3,8,8
14_1___2__,0,-0.7,2.5,5.5,6,8
14_8___2__,0,0.2,2.6,5.0,8,8
16_2___2__,0,-0.8,2.5,5.7,6,8
16_9___2__,0,0.0,2.2,4.5,8,8
16_10___2__,0,-0.3,1.5,3.4,7,8
17_8___2__,0,-0.6,1.3,3.2,8,10
14_3___2__,1,0.0,3.4,6.7,8,10
18_3___2__,8,0.2,3.7,7.3,8,8
20_6___2__,0,0.1,2.1,4.1,8,12
4_2___2__,8,-0.4,2.4,5.2,8,8
7_3___2__,0,-0.8,2.5,5.8,8,9
1_6___2__,0,-1.7,2.1,5.4,8,8
1_7___2__,0,-0.1,2.5,5.1,8,8
3_10___2__,0,-0.4,1.7,4.1,8,12
4_3___2__,1,-0.9,2.4,5.8,7,8
6_2___2__,6,-1.3,1.8,4.9,5,8
6_6___2__,1,-1.5,1.0,3.3,8,8
6_8___2__,0,-1.6,1.3,4.3,8,13
6_10___2__,0,-0.5,2.1,4.6,8,11
7_2___2__,6,-0.6,2.1,5.0,8,9
7_9___2__,0,0.1,2.5,4.9,8,11
8_3___2__,1,-1.2,2.2,6.0,8,8
9_3___2__,1,-0.8,1.8,4.6,7,8
9_7___2__,0,-0.8,1.7,4.2,8,10
14_9___2__,0,-0.8,1.8,4.6,8,12
17_10___2__,0,-0.0,2.3,4.6,8,13
12_6___3__,1,-0.8,1.2,3.2,9,10
1_10___3__,1,-0.5,1.3,2.9,9,14
8_8___3__,1,-0.7,1.2,2.8,9,14
8_10___3__,1,-0.8,1.1,3.1,9,13
13_6___3__,1,-0.9,1.2,3.1,9,13
13_7___3__,1,-0.7,1.1,2.8,9,13
13_8___3__,1,-0.6,1.4,3.3,9,15
14_6___3__,2,-1.3,0.1,1.5,9,17
14_8___3__,2,-1.9,-0.4,1.1,9,12
14_10___3__,1,-1.3,0.8,2.8,9,13
16_10___3__,1,0.1,2.0,3.7,9,13
3_2___3__,1,-1.0,1.3,3.7,9,10
3_8___3__,1,-0.9,0.7,2.5,9,15
4_2___3__,1,-1.9,0.3,2.5,9,11
4_6___3__,1,-1.2,0.9,2.9,9,14
4_7___3__,2,-0.7,1.0,2.8,9,12
5_2___3__,1,-1.5,0.6,2.8,9,9
6_10___3__,1,-1.0,0.8,2.6,9,17
7_2___3__,1,-1.7,0.7,3.4,9,12
