red1
0:(0, 226.6), (0, 142.4), (0, 58.2)
1:(226.6, 0), (142.4, 0), (58.2, 0)
2:(224.9, 1.7), (142.7, -0.3), (60.7, -2.5)
3:(209.4, 17.2), (135.6, 6.8), (62.7, -4.5)
4:(149.7, 76.9), (98.3, 44.1), (47.2, 11.0)
5:(103.5, 123.1), (68.7, 73.7), (34.7, 23.5)
6:(86.1, 140.5), (57.7, 84.7), (30.0, 28.2)
7:(20.9, 205.7), (11.6, 130.8), (2.5, 55.7)
8:(0, 226.6), (0, 142.4), (0, 58.2)

red2
3:(0, 105.4), (0, -0.8), (0, -106.2)
4:(105.4, 0), (-0.8, 0), (-106.2, 0)
5:(105.4, 0), (-0.8, 0), (-106.2, 0)
6:(103.0, 2.4), (0.3, -1.1), (-101.6, -4.6)
7:(102.1, 3.3), (1.8, -2.6), (-97.4, -8.8)
8:(95.5, 9.9), (4.6, -5.4), (-85.5, -20.7)
9:(61.5, 43.9), (-10.8, 10.0), (-82.2, -24.0)
10:(55.7, 49.7), (-7.6, 6.8), (-70.1, -36.1)
11:(42.3, 63.1), (-1.2, 0.4), (-43.9, -62.3)
12:(30.7, 74.7), (-0.1, -0.7), (-30.3, -75.9)
13:(15.1, 90.3), (-3.2, 2.4), (-21.4, -84.8)
14:(8.6, 96.8), (-0.5, -0.3), (-9.7, -96.5)
15:(2.8, 102.6), (-2.3, 1.5), (-7.4, -98.8)
16:(0, 105.4), (0, -0.8), (0, -106.2)

red3
4:(0, 147.0), (0, 64.2), (0, -18.6)
5:(147.0, 0), (64.2, 0), (-18.6, 0)
6:(147.0, 0), (64.2, 0), (-18.6, 0)
7:(147.0, 0), (64.2, 0), (-18.6, 0)
8:(147.0, 0), (64.2, 0), (-18.6, 0)
9:(147.0, 0), (64.2, 0), (-18.6, 0)
10:(147.0, 0), (64.2, 0), (-18.6, 0)
11:(147.0, 0), (64.2, 0), (-18.6, 0)
12:(138.1, 8.9), (61.3, 2.9), (-15.8, -2.8)
13:(135.4, 11.6), (60.4, 3.8), (-14.9, -3.7)
14:(128.1, 18.9), (57.5, 6.7), (-13.3, -5.3)
15:(115.3, 31.7), (53.1, 11.1), (-9.2, -9.4)
16:(111.0, 36.0), (51.0, 13.2), (-9.2, -9.4)
17:(92.4, 54.6), (40.6, 23.6), (-11.2, -7.4)
18:(68.2, 78.8), (28.3, 35.9), (-11.6, -7.0)
19:(45.8, 101.2), (18.3, 45.9), (-9.1, -9.5)
20:(32.6, 114.4), (15.4, 48.8), (-1.9, -16.7)
21:(23.9, 123.1), (12.3, 51.9), (0.6, -19.2)
22:(0, 147.0), (0, 64.2), (0, -18.6)

red4
5:(0, 159.1), (0, 72.6), (0, -13.2)
6:(159.1, 0), (72.6, 0), (-13.2, 0)
7:(159.1, 0), (72.6, 0), (-13.2, 0)
8:(159.1, 0), (72.6, 0), (-13.2, 0)
9:(159.1, 0), (72.6, 0), (-13.2, 0)
10:(159.1, 0), (72.6, 0), (-13.2, 0)
11:(159.1, 0), (72.6, 0), (-13.2, 0)
12:(159.1, 0), (72.6, 0), (-13.2, 0)
13:(159.1, 0), (72.6, 0), (-13.2, 0)
14:(156.9, 2.2), (73.3, -0.7), (-9.6, -3.6)
15:(156.9, 2.2), (73.3, -0.7), (-9.6, -3.6)
16:(156.9, 2.2), (73.3, -0.7), (-9.6, -3.6)
17:(154.8, 4.3), (73.3, -0.7), (-7.5, -5.7)
18:(145.4, 13.7), (71.0, 1.6), (-2.6, -10.6)
19:(138.3, 20.8), (70.2, 2.4), (3.4, -16.6)
20:(129.5, 29.6), (68.0, 4.6), (7.9, -21.1)
21:(119.5, 39.6), (64.4, 8.2), (10.6, -23.8)
22:(66.5, 92.6), (36.7, 35.9), (8.5, -21.7)
23:(46.3, 112.8), (27.3, 45.3), (8.9, -22.1)
24:(21.1, 138.0), (10.4, 62.2), (-0.2, -13.0)
25:(13.7, 145.4), (7.5, 65.1), (1.4, -14.6)
26:(0, 159.1), (0, 72.6), (0, -13.2)

red5
11:(0, 112.4), (0, 13.3), (0, -85.7)
12:(112.4, 0), (13.3, 0), (-85.7, 0)
13:(112.4, 0), (13.3, 0), (-85.7, 0)
14:(112.4, 0), (13.3, 0), (-85.7, 0)
15:(112.4, 0), (13.3, 0), (-85.7, 0)
16:(112.4, 0), (13.3, 0), (-85.7, 0)
17:(112.4, 0), (13.3, 0), (-85.7, 0)
18:(112.4, 0), (13.3, 0), (-85.7, 0)
19:(112.4, 0), (13.3, 0), (-85.7, 0)
20:(112.4, 0), (13.3, 0), (-85.7, 0)
21:(108.9, 3.5), (12.4, 0.9), (-83.9, -1.8)
22:(102.0, 10.4), (10.7, 2.6), (-80.6, -5.1)
23:(98.7, 13.7), (9.8, 3.5), (-79.0, -6.7)
24:(96.8, 15.6), (10.8, 2.5), (-75.0, -10.7)
25:(64.8, 47.6), (4.6, 8.7), (-55.5, -30.2)
26:(58.9, 53.5), (2.4, 10.9), (-53.9, -31.8)
27:(31.8, 80.6), (-2.9, 16.2), (-37.2, -48.5)
28:(22.7, 89.7), (-1.7, 15.0), (-25.7, -60.0)
