red1
0:(0, 226.8), (0, 159.8), (0, 128.0)
1:(226.8, 0), (159.8, 0), (128.0, 0)
2:(225.1, 1.7), (159.5, 0.3), (125.5, 2.5)
3:(209.4, 17.4), (145.6, 14.2), (110.9, 17.1)
4:(149.7, 77.1), (104.5, 55.3), (78.6, 49.4)
5:(103.5, 123.3), (68.7, 91.1), (47.7, 80.3)
6:(86.1, 140.7), (57.7, 102.1), (42.8, 85.2)
7:(20.9, 205.9), (11.6, 148.2), (10.5, 117.5)
8:(0, 226.8), (0, 159.8), (0, 128.0)

red2
3:(0, 105.4), (0, 54.8), (0, 126.6)
4:(105.4, 0), (54.8, 0), (126.6, 0)
5:(105.4, 0), (54.8, 0), (126.6, 0)
6:(103.0, 2.4), (53.7, 1.1), (122.0, 4.6)
7:(102.1, 3.3), (52.2, 2.6), (117.8, 8.8)
8:(95.5, 9.9), (49.4, 5.4), (105.9, 20.7)
9:(61.5, 43.9), (30.2, 24.6), (86.8, 39.8)
10:(55.7, 49.7), (27.0, 27.8), (74.7, 51.9)
11:(42.3, 63.1), (19.4, 35.4), (48.5, 78.1)
12:(30.7, 74.7), (16.3, 38.5), (34.9, 91.7)
13:(15.1, 90.3), (9.0, 45.8), (21.8, 104.8)
14:(8.6, 96.8), (5.1, 49.7), (10.1, 116.5)
15:(2.8, 102.6), (2.3, 52.5), (7.4, 119.2)
16:(0, 105.4), (0, 54.8), (0, 126.6)

red3
4:(0, 147.0), (0, 64.2), (0, 43.2)
5:(147.0, 0), (64.2, 0), (43.2, 0)
6:(147.0, 0), (64.2, 0), (43.2, 0)
7:(147.0, 0), (64.2, 0), (43.2, 0)
8:(147.0, 0), (64.2, 0), (43.2, 0)
9:(147.0, 0), (64.2, 0), (43.2, 0)
10:(147.0, 0), (64.2, 0), (43.2, 0)
11:(147.0, 0), (64.2, 0), (43.2, 0)
12:(138.1, 8.9), (61.3, 2.9), (40.2, 3.0)
13:(135.4, 11.6), (60.4, 3.8), (39.3, 3.9)
14:(128.1, 18.9), (57.5, 6.7), (37.7, 5.5)
15:(115.3, 31.7), (53.1, 11.1), (33.6, 9.6)
16:(111.0, 36.0), (51.0, 13.2), (33.6, 9.6)
17:(92.4, 54.6), (40.6, 23.6), (27.8, 15.4)
18:(68.2, 78.8), (28.3, 35.9), (22.0, 21.2)
19:(45.8, 101.2), (18.3, 45.9), (15.1, 28.1)
20:(32.6, 114.4), (15.4, 48.8), (7.9, 35.3)
21:(23.9, 123.1), (12.3, 51.9), (5.4, 37.8)
22:(0, 147.0), (0, 64.2), (0, 43.2)

red4
5:(0, 159.1), (0, 75.0), (0, 70.8)
6:(159.1, 0), (75.0, 0), (70.8, 0)
7:(159.1, 0), (75.0, 0), (70.8, 0)
8:(159.1, 0), (75.0, 0), (70.8, 0)
9:(159.1, 0), (75.0, 0), (70.8, 0)
10:(159.1, 0), (75.0, 0), (70.8, 0)
11:(159.1, 0), (75.0, 0), (70.8, 0)
12:(159.1, 0), (75.0, 0), (70.8, 0)
13:(159.1, 0), (75.0, 0), (70.8, 0)
14:(156.9, 2.2), (74.3, 0.7), (67.2, 3.6)
15:(156.9, 2.2), (74.3, 0.7), (67.2, 3.6)
16:(156.9, 2.2), (74.3, 0.7), (67.2, 3.6)
17:(154.8, 4.3), (74.3, 0.7), (65.1, 5.7)
18:(145.4, 13.7), (72.0, 3.0), (60.2, 10.6)
19:(138.3, 20.8), (71.2, 3.8), (54.2, 16.6)
20:(129.5, 29.6), (69.0, 6.0), (49.7, 21.1)
21:(119.5, 39.6), (65.4, 9.6), (45.6, 25.2)
22:(66.5, 92.6), (36.7, 38.3), (19.7, 51.1)
23:(46.3, 112.8), (27.3, 47.7), (15.1, 55.7)
24:(21.1, 138.0), (10.4, 64.6), (6.0, 64.8)
25:(13.7, 145.4), (7.5, 67.5), (4.2, 66.6)
26:(0, 159.1), (0, 75.0), (0, 70.8)

red5
11:(0, 112.4), (0, 35.7), (0, 86.5)
12:(112.4, 0), (35.7, 0), (86.5, 0)
13:(112.4, 0), (35.7, 0), (86.5, 0)
14:(112.4, 0), (35.7, 0), (86.5, 0)
15:(112.4, 0), (35.7, 0), (86.5, 0)
16:(112.4, 0), (35.7, 0), (86.5, 0)
17:(112.4, 0), (35.7, 0), (86.5, 0)
18:(112.4, 0), (35.7, 0), (86.5, 0)
19:(112.4, 0), (35.7, 0), (86.5, 0)
20:(112.4, 0), (35.7, 0), (86.5, 0)
21:(108.9, 3.5), (34.8, 0.9), (84.7, 1.8)
22:(102.0, 10.4), (33.1, 2.6), (81.4, 5.1)
23:(98.7, 13.7), (32.2, 3.5), (79.8, 6.7)
24:(96.8, 15.6), (31.2, 4.5), (75.8, 10.7)
25:(64.8, 47.6), (21.8, 13.9), (56.3, 30.2)
26:(58.9, 53.5), (19.6, 16.1), (54.1, 32.4)
27:(31.8, 80.6), (10.7, 25.0), (37.2, 49.3)
