Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240218,24017,3,14,15,5,0,29,20,1,117,36,28,42,8,39,13,2,1,5,7,2,16,4,4
20240220,24018,1,15,19,6,0,27,19,4,119,35,23,43,13,41,9,2,7,4,1,1,7,16,16
20240220,100_1,7,12,7,3,0,25,21,1,105,37,27,32,10,30,8,1,2,4,10,4,7,12,8
20240220,100_2,8,10,7,4,1,31,16,1,129,40,27,40,9,40,9,2,1,5,7,3,8,12,5
20240220,100_3,11,8,5,2,2,26,17,1,112,38,27,34,11,31,8,1,1,5,10,3,6,14,9
20240220,100_4,13,8,3,0,4,25,17,1,98,37,27,26,11,27,4,4,1,3,14,2,5,15,10
20240220,100_5,12,8,3,1,2,25,20,0,111,36,24,35,8,33,8,2,0,3,9,2,5,13,8
20240220,200_1,2,13,11,3,1,25,19,3,88,28,23,29,11,29,6,2,5,3,5,2,8,9,5
20240220,200_2,5,12,10,5,2,26,18,2,107,37,21,33,7,32,5,2,3,3,8,3,8,8,8
20240220,200_3,13,8,4,1,4,26,17,2,92,35,21,28,8,25,3,1,4,3,9,3,4,10,9
20240220,200_4,7,14,7,2,5,30,12,1,74,28,22,22,10,21,2,3,4,3,9,2,5,14,8
20240220,200_5,5,15,8,0,3,26,17,3,95,32,21,30,8,32,4,3,3,2,7,2,7,12,9
20240220,300_1,3,13,14,4,1,25,20,1,108,38,23,35,8,36,6,1,4,1,8,3,8,11,10
20240220,300_2,7,5,9,5,3,25,18,1,120,39,23,39,10,41,6,3,3,2,7,2,7,9,6
20240220,300_3,9,6,7,3,4,25,16,2,110,38,23,34,9,38,5,4,4,0,8,2,5,13,10
20240220,300_4,8,10,9,3,4,30,13,1,91,35,23,27,7,29,3,2,4,0,12,2,4,14,13
20240220,300_5,5,12,9,3,2,30,15,1,101,36,20,32,7,32,4,1,3,2,8,2,4,12,15
