7_7: 0, [1, 3, 12, 14, 23, 27] [3, 1, 0, 3, 1, 2, 0, 0, 1, 2, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
8_2: 0, [1, 6, 11, 15, 23, 28] [3, 0, 1, 1, 1, 1, 0, 2, 1, 2, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0]
9_3: 1, [5, 8, 13, 20, 26, 30] [3, 2, 2, 0, 1, 1, 0, 1, 1, 1, 0, 1, 3, 0, 1, 0, 1, 3, 0, 0]
10_8: 0, [4, 5, 12, 17, 23, 27] [3, 2, 1, 2, 0, 1, 0, 1, 1, 1, 3, 0, 2, 0, 2, 1, 1, 0, 0, 0]
5_6: 2, [6, 8, 14, 19, 24, 27] [3, 1, 1, 1, 3, 0, 2, 1, 2, 2, 0, 2, 0, 3, 1, 0, 2, 1, 0, 1]
8_10: 0, [1, 4, 12, 16, 21, 28] [3, 1, 1, 1, 1, 0, 1, 1, 2, 1, 2, 0, 2, 0, 1, 0, 2, 1, 0, 1]
15_7: 0, [3, 5, 11, 13, 16, 26] [3, 1, 2, 1, 0, 1, 3, 0, 0, 0, 2, 1, 1, 1, 0, 1, 2, 0, 1, 1]
17_5: 1, [4, 9, 14, 19, 24, 28] [3, 1, 2, 2, 1, 1, 1, 0, 2, 1, 3, 0, 1, 0, 1, 1, 0, 2, 2, 0]
2_5: 1, [4, 8, 14, 18, 23, 28] [3, 1, 0, 1, 1, 1, 0, 0, 3, 2, 2, 0, 1, 1, 1, 1, 2, 2, 2, 0]
6_5: 1, [4, 8, 13, 19, 23, 28] [3, 1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 0, 1, 0, 1, 2, 1, 0]
7_8: 1, [2, 3, 11, 14, 24, 27] [3, 1, 2, 0, 0, 0, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 0, 1, 1, 1]
12_1: 1, [4, 9, 12, 17, 22, 30] [3, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 2, 3, 0, 1, 0, 2, 0]
1_5: 1, [4, 9, 14, 19, 24, 28] [3, 1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 1, 1, 2, 2, 2, 1, 0]
2_2: 2, [4, 8, 13, 15, 24, 31] [3, 1, 0, 1, 1, 1, 3, 0, 2, 1, 1, 2, 2, 1, 2, 3, 1, 3, 1, 1]
