key,gap,pro1,pro2,pro3,range1,range2
15_9___1__,0,-0.1,2.0,4.3,2,3
3_1___1__,0,-1.3,0.8,3.1,3,3
1_1___1__,0,-0.4,2.0,4.4,3,3
2_6___1__,0,-1.0,1.2,3.5,1,3
10_8___1__,0,-0.3,1.4,3.0,3,4
12_9___1__,0,-1.2,1.4,3.9,2,3
13_9___1__,0,0.4,2.7,5.0,2,3
14_1___1__,0,-0.0,2.2,4.4,3,5
15_10___1__,0,-1.0,1.4,3.7,3,3
16_8___1__,0,-0.8,1.0,2.9,3,3
16_9___1__,0,-0.0,1.7,3.5,2,3
19_1___1__,0,-1.6,0.6,2.7,3,6
2_7___1__,0,0.9,2.7,4.7,2,3
4_8___1__,0,-0.6,2.0,4.4,3,3
6_6___1__,0,0.0,1.9,3.8,3,5
8_7___1__,0,0.7,2.7,4.8,3,3
8_8___1__,0,-0.1,1.8,3.9,3,3
9_1___1__,0,0.2,2.4,4.5,3,4
11_1___1__,0,-0.4,1.6,3.7,3,4
12_1___1__,0,-0.6,1.9,4.1,3,4
3_10___1__,3,-0.8,1.8,4.4,3,3
7_7___1__,0,-0.5,1.9,4.3,1,3
11_7___1__,0,0.8,2.8,4.8,3,6
18_7___1__,5,0.2,2.4,4.4,3,6
9_7___1__,0,-0.0,2.3,4.4,3,3
14_10___1__,0,0.1,2.7,5.1,1,3
19_7___1__,0,-1.1,1.3,3.6,3,3
1_6___1__,3,-1.5,1.2,3.9,2,3
1_8___1__,3,-0.4,2.0,4.5,2,3
2_10___1__,0,-0.7,1.5,3.5,1,3
3_3___1__,0,-0.0,2.8,5.6,3,5
3_9___1__,3,-0.2,1.9,4.0,2,3
5_3___1__,0,-0.5,2.8,6.1,3,5
6_2___1__,0,-0.3,1.8,4.0,3,4
7_2___1__,0,-0.2,1.8,3.6,3,4
7_3___1__,0,-0.9,2.0,5.1,3,5
7_6___1__,0,-0.2,1.8,3.8,3,3
11_3___1__,0,-0.1,2.6,5.2,3,4
12_3___1__,0,-1.4,1.6,4.5,3,4
13_10___1__,0,-0.0,2.2,4.4,1,3
14_7___2__,0,-1.8,0.5,2.8,8,9
6_8___2__,0,-1.7,1.0,3.6,2,9
17_10___2__,0,-1.1,1.2,3.2,5,9
2_8___2__,0,-1.0,0.7,2.5,8,9
2_9___2__,0,-0.4,1.7,3.7,3,9
3_8___2__,0,-0.5,1.6,3.7,5,9
5_7___2__,0,-0.7,1.7,3.9,6,9
6_9___2__,0,-0.9,1.6,4.0,1,9
8_9___2__,0,-1.6,0.5,2.5,5,9
14_2___2__,2,-3.2,0.5,4.1,6,9
14_6___2__,0,-0.8,0.9,2.8,6,9
15_3___2__,0,-0.9,1.9,5.1,8,9
18_9___2__,0,-1.1,1.2,3.2,8,9
3_7___2__,0,-0.2,2.3,4.9,7,9
6_6___2__,0,-0.4,1.8,3.8,6,9
6_7___2__,0,-0.1,1.8,3.6,2,9
