row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,3,9,14,17,25,28,96,31,25,34,16,31,6,5,3,8,3,8
1_2,3,7,12,16,26,29,93,32,26,33,19,28,4,5,4,10,3,9
1_3,4,10,15,20,26,29,104,33,25,36,16,35,6,5,5,6,3,7
1_4,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
1_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
1_6,2,9,16,16,24,29,96,31,27,33,15,32,7,7,0,8,5,7
1_7,3,9,15,14,20,27,88,30,24,29,11,29,6,6,-1,6,7,11
1_8,2,7,14,15,23,27,88,29,25,30,16,29,5,7,1,8,4,10
1_9,1,6,14,18,25,28,92,29,27,31,19,32,5,8,4,7,3,14
1_10,1,4,13,17,24,28,87,29,27,28,20,30,3,9,4,7,4,13
2_1,4,10,16,16,24,32,102,36,28,34,14,32,6,6,0,8,8,13
2_2,4,8,13,15,24,31,95,35,27,32,16,28,4,5,2,9,7,13
2_3,6,11,15,20,27,30,109,36,24,38,16,35,5,4,5,7,3,6
2_4,4,8,13,18,24,29,96,33,25,32,16,31,4,5,5,6,5,7
2_5,4,8,14,18,23,28,95,32,24,31,15,32,4,6,4,5,5,8
2_6,1,12,18,22,24,28,105,29,27,36,12,40,11,6,4,2,4,11
2_7,2,10,14,15,22,25,88,27,23,32,12,29,8,4,1,7,3,14
2_8,1,8,14,17,24,26,90,27,25,32,16,31,7,6,3,7,2,12
2_9,0,3,9,11,19,21,63,21,21,22,16,20,3,6,2,8,2,13
2_10,1,3,11,13,20,24,72,25,23,23,17,24,2,8,2,7,4,13
3_1,3,9,13,17,21,30,93,33,27,30,12,30,6,4,4,4,9,12
3_2,3,8,13,17,21,28,90,31,25,29,13,30,5,5,4,4,7,14
3_3,5,10,16,20,25,29,105,34,24,35,15,36,5,6,4,5,4,10
3_4,4,8,14,18,23,28,95,32,24,31,15,32,4,6,4,5,5,8
3_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
3_6,3,7,17,17,27,30,101,33,27,34,20,34,4,10,0,10,3,12
3_7,4,7,15,13,18,27,84,31,23,25,11,28,3,8,-2,5,9,9
3_8,2,5,14,13,22,28,84,30,26,27,17,27,3,9,-1,9,6,9
3_9,2,4,12,13,18,27,76,29,25,22,14,25,2,8,1,5,9,10
3_10,3,5,12,14,21,27,82,30,24,26,16,26,2,7,2,7,6,10
4_1,4,11,13,18,23,32,101,36,28,34,12,31,7,2,5,5,9,15
4_2,4,9,12,18,24,31,98,35,27,33,15,30,5,3,6,6,7,15
4_3,5,9,13,18,26,30,101,35,25,35,17,31,4,4,5,8,4,10
4_4,4,9,14,18,24,29,98,33,25,33,15,32,5,5,4,6,5,9
4_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
4_6,6,7,15,19,26,29,102,35,23,33,19,34,1,8,4,7,3,6
4_7,4,6,14,16,24,31,95,35,27,30,18,30,2,8,2,8,7,11
4_8,3,2,12,16,24,30,87,33,27,26,22,28,-1,10,4,8,6,10
4_9,3,3,11,15,23,29,84,32,26,26,20,26,0,8,4,8,6,11
4_10,3,2,10,15,23,29,82,32,26,25,21,25,-1,8,5,8,6,12
5_1,3,8,13,18,19,29,90,32,26,27,11,31,5,5,5,1,10,13
5_2,4,9,15,20,22,28,98,32,24,31,13,35,5,6,5,2,6,13
5_3,5,9,13,19,24,28,98,33,23,33,15,32,4,4,6,5,4,9
5_4,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,9
5_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
5_6,6,8,14,19,24,27,98,33,21,32,16,33,2,6,5,5,3,13
5_7,5,6,12,16,24,27,90,32,22,30,18,28,1,6,4,8,3,12
5_8,7,7,13,18,23,28,96,35,21,30,16,31,0,6,5,5,5,11
5_9,5,6,13,17,21,25,87,30,20,27,15,30,1,7,4,4,4,10
5_10,4,6,12,18,21,26,87,30,22,27,15,30,2,6,6,3,5,11
6_1,4,9,14,16,24,29,96,33,25,33,15,30,5,5,2,8,5,11
6_2,4,7,13,16,23,28,91,32,24,30,16,29,3,6,3,7,5,12
6_3,4,8,13,19,26,30,100,34,26,34,18,32,4,5,6,7,4,10
6_4,4,8,14,19,24,29,98,33,25,32,16,33,4,6,5,5,5,9
6_5,4,8,13,19,23,28,95,32,24,31,15,32,4,5,6,4,5,8
6_6,5,6,11,11,20,23,76,28,18,26,14,22,1,5,0,9,3,14
6_7,2,2,8,8,16,19,55,21,17,18,14,16,0,6,0,8,3,13
6_8,3,2,8,8,17,23,61,26,20,19,15,16,-1,6,0,9,6,9
6_9,2,1,8,9,15,22,57,24,20,16,14,17,-1,7,1,6,7,7
6_10,3,3,8,13,19,23,69,26,20,22,16,21,0,5,5,6,4,9
7_1,6,10,13,17,20,29,95,35,23,30,10,30,4,3,4,3,9,12
7_2,4,7,11,18,24,29,93,33,25,31,17,29,3,4,7,6,5,11
7_3,5,10,14,18,25,30,102,35,25,35,15,32,5,4,4,7,5,6
7_4,4,8,13,18,23,28,94,32,24,31,15,31,4,5,5,5,5,7
7_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
7_6,3,5,12,16,28,28,92,31,25,33,23,28,2,7,4,12,0,14
7_7,1,3,12,14,23,27,80,28,26,26,20,26,2,9,2,9,4,12
7_8,2,3,11,14,24,27,81,29,25,27,21,25,1,8,3,10,3,13
7_9,3,4,14,17,23,27,88,30,24,27,19,31,1,10,3,6,4,14
7_10,2,3,12,16,23,26,82,28,24,26,20,28,1,9,4,7,3,14
8_1,1,6,13,17,26,30,93,31,29,32,20,30,5,7,4,9,4,13
8_2,1,6,11,15,23,28,84,29,27,29,17,26,5,5,4,8,5,13
8_3,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,10
8_4,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,9
8_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
8_6,4,9,13,21,29,28,104,32,24,38,20,34,5,4,8,8,-1,11
8_7,3,5,9,13,20,26,76,29,23,25,15,22,2,4,4,7,6,14
8_8,3,5,13,16,24,27,88,30,24,29,19,29,2,8,3,8,3,11
