5: [4.1|6.2|8.3] [4, 8, 5, 6, 8, 6, 7, 8, 6, 6, 7, 8, 9, 5, 8, 7, 8, 7, 6, 4]
10: [4.3|6.3|8.2] [3, 7, 8, 8, 9, 6, 6, 7, 7, 6, 8, 9, 8, 5, 8, 8, 9, 8, 6, 6]
11: [4.6|6.4|8.2] [6, 8, 8, 9, 9, 7, 7, 6, 5, 8, 9, 5, 6, 5, 7, 5, 9, 6, 7, 9]
13: [4.6|6.6|8.5] [5, 8, 8, 8, 9, 7, 7, 7, 7, 7, 5, 7, 9, 6, 6, 4, 8, 7, 8, 7]
7: [4.7|6.7|8.7] [4, 10, 5, 8, 9, 6, 9, 7, 8, 7, 8, 8, 9, 6, 9, 6, 4, 9, 5, 8]
18: [4.9|6.8|8.7] [5, 9, 7, 6, 6, 8, 9, 6, 8, 6, 5, 7, 6, 6, 9, 8, 9, 6, 9, 7]
15: [5.2|6.8|8.6] [4, 8, 6, 8, 8, 6, 7, 7, 7, 6, 4, 7, 7, 7, 9, 7, 7, 10, 6, 7]
14: [4.4|6.9|9.2] [3, 8, 8, 7, 8, 8, 7, 9, 8, 7, 4, 7, 8, 4, 8, 7, 9, 10, 7, 6]
17: [4.8|6.9|8.9] [5, 6, 5, 8, 7, 10, 9, 5, 9, 6, 6, 8, 8, 5, 8, 7, 7, 9, 6, 8]
6: [4.9|6.9|8.9] [9, 9, 7, 7, 8, 6, 9, 6, 8, 8, 4, 7, 7, 5, 8, 5, 6, 9, 7, 9]
4: [5.0|6.9|8.6] [6, 7, 6, 8, 7, 7, 7, 8, 7, 7, 7, 8, 8, 8, 8, 6, 9, 10, 8, 6]
12: [5.2|6.9|8.7] [5, 8, 9, 8, 8, 9, 6, 7, 8, 5, 4, 9, 5, 4, 9, 7, 10, 8, 8, 7]
20: [5.2|6.9|8.9] [5, 8, 8, 8, 10, 8, 8, 6, 7, 6, 6, 7, 6, 8, 6, 7, 6, 9, 8, 7]
9: [5.2|7.0|8.8] [5, 8, 7, 6, 9, 7, 8, 5, 9, 7, 8, 9, 6, 5, 9, 8, 8, 9, 9, 5]
8: [5.2|7.1|8.8] [6, 8, 8, 8, 8, 9, 8, 7, 7, 8, 6, 8, 7, 6, 8, 6, 10, 7, 6, 9]
16: [5.1|7.2|9.2] [5, 9, 8, 7, 7, 7, 8, 9, 8, 4, 7, 8, 9, 8, 8, 8, 9, 7, 7, 8]
2: [5.1|7.3|9.3] [5, 10, 7, 8, 9, 8, 4, 9, 9, 8, 5, 9, 6, 7, 8, 3, 8, 10, 9, 8]
1: [5.2|7.3|9.4] [5, 9, 9, 9, 10, 7, 10, 7, 10, 6, 10, 10, 8, 5, 8, 5, 9, 9, 9, 8]
3: [5.6|7.5|9.5] [7, 10, 6, 9, 8, 7, 8, 8, 7, 5, 6, 6, 8, 5, 9, 7, 7, 10, 8, 9]
19: [6.1|7.8|9.5] [5, 8, 7, 9, 9, 6, 8, 9, 7, 4, 6, 9, 7, 7, 7, 7, 7, 8, 7, 9]
