row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,7,8,19,22,25,30,111,37,23,33,17,41,1,11,3,3,5,9
1_2,5,7,15,20,23,28,98,33,23,30,16,35,2,8,5,3,5,8
1_3,6,8,13,20,24,28,99,34,22,32,16,33,2,5,7,4,4,6
1_4,4,8,13,18,23,29,95,33,25,31,15,31,4,5,5,5,6,8
1_5,4,9,13,18,23,28,95,32,24,32,14,31,5,4,5,5,5,8
1_6,8,17,18,21,28,29,121,37,21,45,11,39,9,1,3,7,1,5
1_7,9,18,19,22,28,32,128,41,23,46,10,41,9,1,3,6,4,5
1_8,6,16,19,23,27,32,123,38,26,43,11,42,10,3,4,4,5,7
1_9,5,11,14,18,22,30,100,35,25,33,11,32,6,3,4,4,8,8
1_10,3,8,15,20,25,31,102,34,28,33,17,35,5,7,5,5,6,4
2_1,9,14,18,21,25,29,116,38,20,39,11,39,5,4,3,4,4,7
2_2,4,9,13,17,21,26,90,30,22,30,12,30,5,4,4,4,5,5
2_3,4,10,14,19,25,29,101,33,25,35,15,33,6,4,5,6,4,7
2_4,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5,8
2_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5,8
2_6,6,18,22,24,25,31,126,37,25,43,7,46,12,4,2,1,6,9
2_7,4,18,21,22,24,32,121,36,28,42,6,43,14,3,1,2,8,8
2_8,2,12,15,19,26,31,105,33,29,38,14,34,10,3,4,7,5,3
2_9,0,10,14,19,26,32,101,32,32,36,16,33,10,4,5,7,6,5
2_10,2,10,14,19,24,31,100,33,29,34,14,33,8,4,5,5,7,4
3_1,7,9,15,20,25,27,103,34,20,34,16,35,2,6,5,5,2,5
3_2,5,9,14,18,23,28,97,33,23,32,14,32,4,5,4,5,5,8
3_3,8,12,15,20,26,29,110,37,21,38,14,35,4,3,5,6,3,7
3_4,5,10,14,18,24,29,100,34,24,34,14,32,5,4,4,6,5,9
3_5,4,9,14,18,24,28,97,32,24,33,15,32,5,5,4,6,4,8
3_6,7,19,20,21,29,33,129,40,26,48,10,41,12,1,1,8,4,9
3_7,8,15,16,18,26,31,114,39,23,41,11,34,7,1,2,8,5,9
3_8,6,15,16,19,26,31,113,37,25,41,11,35,9,1,3,7,5,6
3_9,4,11,14,18,24,29,100,33,25,35,13,32,7,3,4,6,5,4
3_10,3,11,17,23,27,32,113,35,29,38,16,40,8,6,6,4,5,7
4_1,7,13,17,21,23,25,106,32,18,36,10,38,6,4,4,2,2,12
4_2,4,11,16,19,23,27,100,31,23,34,12,35,7,5,3,4,4,10
4_3,7,12,16,19,23,29,106,36,22,35,11,35,5,4,3,4,6,8
4_4,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5,7
4_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
4_6,6,15,17,20,23,34,115,40,28,38,8,37,9,2,3,3,11,3
4_7,6,11,13,16,20,33,99,39,27,31,9,29,5,2,3,4,13,3
4_8,5,12,14,20,22,32,105,37,27,34,10,34,7,2,6,2,10,1
4_9,3,11,12,18,24,33,101,36,30,35,13,30,8,1,6,6,9,7
4_10,5,11,15,22,25,31,109,36,26,36,14,37,6,4,7,3,6,7
5_1,4,10,19,20,25,30,108,34,26,35,15,39,6,9,1,5,5,10
5_2,4,8,12,16,21,26,87,30,22,29,13,28,4,4,4,5,5,11
5_3,6,11,14,20,24,29,104,35,23,35,13,34,5,3,6,4,5,8
5_4,4,8,13,19,24,29,97,33,25,32,16,32,4,5,6,5,5,8
5_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5,8
5_6,4,12,18,20,24,31,109,35,27,36,12,38,8,6,2,4,7,2
5_7,4,10,16,18,24,31,103,35,27,34,14,34,6,6,2,6,7,3
5_8,4,10,18,21,25,31,109,35,27,35,15,39,6,8,3,4,6,5
5_9,5,10,16,20,24,32,107,37,27,34,14,36,5,6,4,4,8,6
5_10,4,8,16,22,24,30,104,34,26,32,16,38,4,8,6,2,6,4
6_1,3,7,14,17,21,26,88,29,23,28,14,31,4,7,3,4,5,7
