Red1_Top1_Hit,Red1_Top1_UnHit,Red1_Top2_Hit,Red1_Top2_UnHit,Red1_Top3_Hit,Red1_Top3_UnHit,Red2_Top1_Hit,Red2_Top1_UnHit,Red2_Top2_Hit,Red2_Top2_UnHit,Red2_Top3_Hit,Red2_Top3_UnHit,Red3_Top1_Hit,Red3_Top1_UnHit,Red3_Top2_Hit,Red3_Top2_UnHit,Red3_Top3_Hit,Red3_Top3_UnHit,Red4_Top1_Hit,Red4_Top1_UnHit,Red4_Top2_Hit,Red4_Top2_UnHit,Red4_Top3_Hit,Red4_Top3_UnHit,Red5_Top1_Hit,Red5_Top1_UnHit,Red5_Top2_Hit,Red5_Top2_UnHit,Red5_Top3_Hit,Red5_Top3_UnHit,Red6_Top1_Hit,Red6_Top1_UnHit,Red6_Top2_Hit,Red6_Top2_UnHit,Red6_Top3_Hit,Red6_Top3_UnHit,RedSum_Top1_Hit,RedSum_Top1_UnHit,RedSum_Top2_Hit,RedSum_Top2_UnHit,RedSum_Top3_Hit,RedSum_Top3_UnHit,RedSum16_Top1_Hit,RedSum16_Top1_UnHit,RedSum16_Top2_Hit,RedSum16_Top2_UnHit,RedSum16_Top3_Hit,RedSum16_Top3_UnHit,RedGap16_Top1_Hit,RedGap16_Top1_UnHit,RedGap16_Top2_Hit,RedGap16_Top2_UnHit,RedGap16_Top3_Hit,RedGap16_Top3_UnHit,RedSum25_Top1_Hit,RedSum25_Top1_UnHit,RedSum25_Top2_Hit,RedSum25_Top2_UnHit,RedSum25_Top3_Hit,RedSum25_Top3_UnHit,RedGap25_Top1_Hit,RedGap25_Top1_UnHit,RedGap25_Top2_Hit,RedGap25_Top2_UnHit,RedGap25_Top3_Hit,RedGap25_Top3_UnHit,RedSum34_Top1_Hit,RedSum34_Top1_UnHit,RedSum34_Top2_Hit,RedSum34_Top2_UnHit,RedSum34_Top3_Hit,RedSum34_Top3_UnHit,RedGap12_Top1_Hit,RedGap12_Top1_UnHit,RedGap12_Top2_Hit,RedGap12_Top2_UnHit,RedGap12_Top3_Hit,RedGap12_Top3_UnHit,RedGap23_Top1_Hit,RedGap23_Top1_UnHit,RedGap23_Top2_Hit,RedGap23_Top2_UnHit,RedGap23_Top3_Hit,RedGap23_Top3_UnHit,RedGap34_Top1_Hit,RedGap34_Top1_UnHit,RedGap34_Top2_Hit,RedGap34_Top2_UnHit,RedGap34_Top3_Hit,RedGap34_Top3_UnHit,RedGap45_Top1_Hit,RedGap45_Top1_UnHit,RedGap45_Top2_Hit,RedGap45_Top2_UnHit,RedGap45_Top3_Hit,RedGap45_Top3_UnHit,RedGap56_Top1_Hit,RedGap56_Top1_UnHit,RedGap56_Top2_Hit,RedGap56_Top2_UnHit,RedGap56_Top3_Hit,RedGap56_Top3_UnHit,RedBlue_Top1_Hit,RedBlue_Top1_UnHit,RedBlue_Top2_Hit,RedBlue_Top2_UnHit,RedBlue_Top3_Hit,RedBlue_Top3_UnHit
68.1,0,33.9,0,119.6,0,46.0,4.4,54.0,2.0,154.1,8.6,6.6,61.5,2.2,33.3,9.9,103.8,62.6,0.9,22.8,1.3,100.9,3.3,98.6,166.3,58.8,110.1,42.1,67.4,4.8,90.2,1.1,19.0,3.8,80.3,6.6,98.6,5.7,31.5,15.0,72.4,0,87.9,0,33.5,0,114.1,23.7,62.1,4.0,19.2,20.4,78.9,35.6,84.5,11.3,23.9,17.5,44.8,184.3,67.0,112.5,44.9,93.7,27.8,76.3,0,25.7,0,108.2,0,16.3,24.4,22.8,23.6,61.2,71.2,63.4,0,39.6,0,137.4,0,20.0,63.7,6.1,13.9,25.3,68.4,0.2,172.6,2.4,111.9,5.0,91.1,99.1,0,37.2,0,58.1,0,1.3,57.9,0.7,36.7,2.5,116.7
-5.7|49.3|105.0,14.2|80.5|155.6,-6.8|30.2|64.3,6.1|51.4|97.8,-5.0|51.4|106.7,1.3|56.5|110.0,-22.4|35.5|91.3,12.8|71.3|126.3,-17.2|19.6|55.7,8.6|50.2|90.9,-18.0|41.9|102.4,22.8|87.7|156.8,-14.4|39.2|91.6,10.7|51.1|93.8,-1.2|26.9|55.3,1.6|30.1|60.1,-13.8|46.2|100.0,-13.2|51.5|117.1,-18.6|39.2|98.8,20.2|68.1|118.2,-6.2|27.9|61.4,12.7|43.7|78.3,-3.2|50.3|104.8,-7.8|55.0|114.3,-7.5|51.0|108.5,13.4|76.2|136.4,-11.4|26.1|60.6,12.3|46.9|79.6,-7.0|46.5|103.5,-12.7|48.5|107.7,-9.8|49.5|106.4,-24.8|27.6|79.9,-5.3|28.0|61.5,-17.1|15.9|50.6,20.1|73.1|131.3,-25.6|36.8|95.6,-4.1|56.7|117.6,3.5|55.4|106.9,-6.3|26.3|58.6,8.0|40.7|72.4,-18.7|41.6|103.8,-4.6|72.0|153.1,-8.0|52.5|110.3,-11.5|55.9|122.3,-7.3|31.6|68.8,-5.2|42.7|84.5,-3.8|57.0|115.1,10.6|69.3|129.2,-33.4|30.0|98.5,-12.5|53.6|117.7,-20.8|16.2|54.9,-4.3|38.0|77.6,-24.3|32.4|88.5,19.7|84.5|140.5,-18.1|32.8|86.0,-0.1|61.9|126.5,-15.0|19.6|55.4,-5.8|36.9|76.1,-12.4|52.2|112.5,-1.1|65.2|128.5,-22.8|38.6|99.0,-0.8|73.0|146.4,-9.8|26.8|65.5,5.3|57.6|106.0,-22.9|34.5|91.0,36.9|92.7|153.2,-13.1|46.4|106.9,-9.4|39.6|92.1,-5.2|30.1|66.3,-12.4|21.9|55.7,-9.0|50.8|114.6,-2.8|70.7|139.0,5.4|54.1|103.8,17.7|65.3|112.2,-0.4|30.6|60.9,3.6|32.9|64.4,-10.9|44.4|97.7,-16.6|35.7|87.8,-36.8|30.2|96.3,-44.3|29.1|99.3,-25.9|19.3|66.7,-16.6|31.1|72.5,-25.7|38.4|104.3,25.9|92.8|162.2,-35.0|26.4|81.1,-7.2|45.4|97.0,-11.2|19.0|51.1,7.1|35.6|62.3,-12.9|46.7|110.5,1.0|62.2|121.0,-22.9|29.0|78.9,15.0|58.0|104.3,-13.6|17.9|46.2,10.7|40.0|69.8,-1.6|48.4|97.3,9.4|65.0|120.4,-12.7|41.9|100.8,-1.9|54.0|109.2,-8.1|28.9|63.1,-6.1|34.5|71.7,-0.7|42.4|85.8,6.7|52.5|102.3,-30.9|30.7|94.8,6.1|67.5|128.9,-15.1|22.7|57.8,9.3|46.3|87.6,-20.7|31.9|87.4,11.2|74.5|140.3
