row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,5,14,18,22,26,30,115,35,25,40,12,40,9,4,4,4,4,6
1_2,5,10,14,20,24,30,103,35,25,34,14,34,5,4,6,4,6,7
1_3,4,10,16,23,28,31,112,35,27,38,18,39,6,6,7,5,3,10
1_4,4,8,14,20,24,28,98,32,24,32,16,34,4,6,6,4,4,8
1_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
1_6,4,12,18,23,29,32,118,36,28,41,17,41,8,6,5,6,3,10
1_7,4,11,14,22,22,30,103,34,26,33,11,36,7,3,8,0,8,9
1_8,1,10,15,23,24,32,105,33,31,34,14,38,9,5,8,1,8,12
1_9,2,10,17,22,24,32,107,34,30,34,14,39,8,7,5,2,8,11
1_10,5,11,18,23,25,30,112,35,25,36,14,41,6,7,5,2,5,6
2_1,5,12,15,17,23,32,104,37,27,35,11,32,7,3,2,6,9,13
2_2,2,8,12,19,23,30,94,32,28,31,15,31,6,4,7,4,7,7
2_3,4,12,16,22,27,31,112,35,27,39,15,38,8,4,6,5,4,11
2_4,4,8,12,19,23,28,94,32,24,31,15,31,4,4,7,4,5,7
2_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
2_6,3,8,10,17,22,29,89,32,26,30,14,27,5,2,7,5,7,10
2_7,4,12,16,20,21,29,102,33,25,33,9,36,8,4,4,1,8,10
2_8,1,11,19,22,24,30,107,31,29,35,13,41,10,8,3,2,6,13
2_9,1,13,20,22,25,30,111,31,29,38,12,42,12,7,2,3,5,12
2_10,5,15,20,21,24,31,116,36,26,39,9,41,10,5,1,3,7,9
3_1,6,12,14,20,27,31,110,37,25,39,15,34,6,2,6,7,4,4
3_2,4,8,14,23,27,30,106,34,26,35,19,37,4,6,9,4,3,3
3_3,5,12,17,22,27,30,113,35,25,39,15,39,7,5,5,5,3,11
3_4,4,9,14,20,25,29,101,33,25,34,16,34,5,5,6,5,4,8
3_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,9
3_6,4,7,11,16,25,31,94,35,27,32,18,27,3,4,5,9,6,9
3_7,5,11,14,18,22,28,98,33,23,33,11,32,6,3,4,4,6,10
3_8,2,9,13,18,24,31,97,33,29,33,15,31,7,4,5,6,7,9
3_9,5,10,15,21,25,31,107,36,26,35,15,36,5,5,6,4,6,6
3_10,8,14,19,24,25,30,120,38,22,39,11,43,6,5,5,1,5,8
4_1,2,11,17,22,25,31,108,33,29,36,14,39,9,6,5,3,6,4
4_2,5,10,14,23,27,31,110,36,26,37,17,37,5,4,9,4,4,3
4_3,3,10,17,23,28,31,112,34,28,38,18,40,7,7,6,5,3,12
4_4,4,9,14,19,25,30,101,34,26,34,16,33,5,5,5,6,5,8
4_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
4_6,3,12,15,18,23,28,99,31,25,35,11,33,9,3,3,5,5,13
4_7,4,6,8,18,21,29,86,33,25,27,15,26,2,2,10,3,8,8
4_8,2,6,12,21,22,30,93,32,28,28,16,33,4,6,9,1,8,8
4_9,3,7,13,21,23,30,97,33,27,30,16,34,4,6,8,2,7,8
