key,gap,pro1,pro2,pro3,range1,range2
4_7___1__,0,-1.4,0.6,2.7,5,8
12_7___1__,0,-0.3,1.7,3.9,5,8
4_8___1__,2,-2.5,-0.0,2.6,4,8
6_2___1__,0,-1.2,0.8,3.0,4,8
6_6___1__,0,-1.4,0.4,2.1,8,8
9_10___1__,2,-1.3,0.8,2.8,4,8
14_7___1__,2,-1.5,0.7,3.1,5,8
16_7___1__,0,-0.1,1.7,3.5,6,8
17_2___1__,0,-1.4,0.8,3.0,3,8
17_6___1__,0,-1.5,0.7,2.7,8,14
17_9___1__,0,-1.5,0.6,3.0,8,8
20_7___1__,2,-1.1,1.0,2.9,4,8
1_3___1__,2,-2.5,0.3,2.7,4,8
1_7___1__,0,-0.5,1.9,4.2,3,8
6_7___1__,0,-0.8,1.2,3.5,7,8
7_7___1__,0,-1.5,0.8,2.9,6,8
8_8___1__,2,-0.8,1.1,3.0,7,8
9_9___1__,2,-1.2,1.1,3.4,4,8
10_2___1__,0,-0.8,1.1,3.0,3,8
10_8___1__,2,-0.8,0.7,2.3,6,8
11_1___1__,3,-1.2,1.2,3.6,5,8
5_1___1__,2,-1.1,1.3,3.7,3,8
7_1___1__,3,-0.6,2.1,4.7,1,8
16_1___1__,2,-1.3,1.3,3.8,5,8
20_1___1__,2,-1.0,1.4,3.5,5,8
1_1___1__,2,-0.4,2.1,4.6,5,8
11_6___1__,3,-1.0,1.1,3.2,8,8
14_3___1__,2,-0.7,1.9,4.7,3,8
15_1___1__,2,-0.9,2.0,5.1,4,8
1_6___1__,2,-1.1,1.9,5.0,6,8
4_1___1__,2,-1.7,0.5,2.8,8,8
4_3___1__,4,-1.2,1.7,4.6,4,8
5_6___1__,2,-0.5,1.8,4.1,8,10
5_7___1__,2,-1.4,1.3,4.0,8,8
5_8___1__,2,-0.1,2.0,3.9,8,8
7_3___1__,2,-0.4,2.6,5.7,4,8
8_1___1__,2,-1.0,1.1,3.5,5,8
8_6___1__,2,-1.1,1.0,3.2,8,12
9_1___1__,2,-0.1,2.1,4.2,6,8
13_2___1__,2,-1.3,1.3,3.9,3,8
4_7___2__,0,-0.6,1.6,3.9,11,12
12_7___2__,0,-0.7,1.2,3.2,11,11
12_9___2__,0,-1.0,1.4,3.9,9,11
4_9___2__,0,-0.3,1.8,3.6,11,11
8_8___2__,0,-0.8,1.3,3.3,11,11
14_7___2__,0,-1.9,0.2,2.2,9,11
14_8___2__,0,-1.5,1.1,3.6,10,11
16_7___2__,0,0.3,2.1,4.0,11,12
16_10___2__,0,-0.3,1.5,3.3,11,12
20_9___2__,0,-0.8,1.9,4.4,6,11
2_7___2__,0,-0.0,1.7,3.5,10,11
2_10___2__,0,-0.5,1.6,3.6,9,11
4_2___2__,0,-1.0,1.7,4.5,5,11
4_8___2__,2,0.2,2.2,4.3,11,11
4_10___2__,0,-0.9,1.0,3.0,10,11
6_8___2__,0,-1.4,1.0,3.5,11,11
6_9___2__,0,-1.2,1.1,3.7,10,11
6_10___2__,0,-0.8,1.5,3.8,9,11
7_2___2__,0,-1.0,1.7,4.4,7,11
8_9___2__,0,-0.2,1.6,3.6,10,11
1_3___2__,4,-1.7,2.0,5.5,8,11
2_3___2__,4,-1.6,1.5,4.6,8,11
7_6___2__,0,-1.0,1.6,4.5,11,16
10_6___2__,0,-0.4,2.0,4.5,11,13
18_3___2__,4,-1.9,2.1,5.8,8,11
18_6___2__,0,-0.2,2.5,5.2,11,14
4_3___2__,4,-0.7,2.4,5.6,9,11
8_3___2__,4,-1.5,2.1,5.7,8,11
12_3___2__,4,-1.4,1.6,4.6,10,11
14_1___2__,2,-1.5,1.6,4.6,4,11
1_6___2__,0,-1.1,2.2,5.7,11,12
2_1___2__,2,-1.2,1.9,4.9,7,11
5_1___2__,2,-0.9,2.2,5.3,6,11
5_3___2__,1,-1.5,1.5,4.6,8,11
7_1___2__,5,-0.9,1.8,4.6,7,11
7_3___2__,4,-2.0,1.0,4.0,8,11
8_6___2__,0,0.0,2.3,5.0,11,13
9_8___2__,0,-0.3,2.4,5.0,11,11
11_1___2__,1,-2.2,1.2,4.6,10,11
11_6___2__,4,0.6,3.0,5.2,11,14
13_8___3__,1,-1.3,0.3,2.0,16,16
3_8___3__,0,-0.5,1.1,2.8,16,17
