row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,5,12,13,19,23,29,101,34,24,35,11,32,7,1,6,4,6,10
1_2,3,7,12,21,23,29,95,32,26,30,16,33,4,5,9,2,6,14
1_3,4,9,14,18,22,27,94,31,23,31,13,32,5,5,4,4,5,9
1_4,4,9,13,18,23,28,95,32,24,32,14,31,5,4,5,5,5,7
1_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
1_6,4,5,10,19,25,28,91,32,24,30,20,29,1,5,9,6,3,6
1_7,3,3,10,20,26,29,91,32,26,29,23,30,0,7,10,6,3,5
1_8,3,8,12,21,26,30,100,33,27,34,18,33,5,4,9,5,4,4
1_9,4,8,12,21,27,30,102,34,26,35,19,33,4,4,9,6,3,7
1_10,7,9,14,22,27,30,109,37,23,36,18,36,2,5,8,5,3,8
2_1,7,9,11,18,21,27,93,34,20,30,12,29,2,2,7,3,6,11
2_2,3,7,12,21,26,29,98,32,26,33,19,33,4,5,9,5,3,11
2_3,4,8,13,19,23,28,95,32,24,31,15,32,4,5,6,4,5,7
2_4,4,8,13,19,23,28,95,32,24,31,15,32,4,5,6,4,5,8
2_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
2_6,3,7,11,17,25,29,92,32,26,32,18,28,4,4,6,8,4,7
2_7,2,5,11,24,28,30,100,32,28,33,23,35,3,6,13,4,2,5
2_8,6,11,19,23,28,30,117,36,24,39,17,42,5,8,4,5,2,4
2_9,4,8,15,25,30,32,114,36,28,38,22,40,4,7,10,5,2,6
2_10,10,14,15,20,27,31,117,41,21,41,13,35,4,1,5,7,4,4
3_1,3,7,10,15,21,29,85,32,26,28,14,25,4,3,5,6,8,14
3_2,3,7,10,22,24,28,94,31,25,31,17,32,4,3,12,2,4,15
3_3,4,7,12,18,22,27,90,31,23,29,15,30,3,5,6,4,5,8
3_4,4,8,13,18,23,28,94,32,24,31,15,31,4,5,5,5,5,8
3_5,4,9,13,18,23,28,95,32,24,32,14,31,5,4,5,5,5,8
3_6,6,13,15,20,25,28,107,34,22,38,12,35,7,2,5,5,3,11
3_7,2,8,19,25,30,32,116,34,30,38,22,44,6,11,6,5,2,10
3_8,5,11,17,22,27,30,112,35,25,38,16,39,6,6,5,5,3,9
3_9,5,11,19,22,28,31,116,36,26,39,17,41,6,8,3,6,3,9
3_10,7,12,16,20,27,30,112,37,23,39,15,36,5,4,4,7,3,5
4_1,5,6,11,15,19,27,83,32,22,25,13,26,1,5,4,4,8,12
4_2,4,8,13,18,20,28,91,32,24,28,12,31,4,5,5,2,8,14
4_3,3,7,12,18,24,28,92,31,25,31,17,30,4,5,6,6,4,9
4_4,3,8,13,19,24,28,95,31,25,32,16,32,5,5,6,5,4,8
4_5,4,8,14,19,24,28,97,32,24,32,16,33,4,6,5,5,4,8
4_6,3,8,14,19,26,30,100,33,27,34,18,33,5,6,5,7,4,8
4_7,4,7,16,25,30,31,113,35,27,37,23,41,3,9,9,5,1,10
4_8,4,10,18,24,27,31,114,35,27,37,17,42,6,8,6,3,4,5
4_9,4,8,15,23,28,32,110,36,28,36,20,38,4,7,8,5,4,7
4_10,7,10,15,20,27,30,109,37,23,37,17,35,3,5,5,7,3,3
5_1,3,9,14,17,24,27,94,30,24,33,15,31,6,5,3,7,3,4
5_2,3,8,13,19,22,27,92,30,24,30,14,32,5,5,6,3,5,9
5_3,3,8,14,19,22,27,93,30,24,30,14,33,5,6,5,3,5,9
5_4,4,8,13,19,23,28,95,32,24,31,15,32,4,5,6,4,5,8
5_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
5_6,3,12,15,20,23,29,102,32,26,35,11,35,9,3,5,3,6,6
5_7,4,8,19,28,30,33,122,37,29,38,22,47,4,11,9,2,3,3
5_8,5,11,18,21,24,30,109,35,25,35,13,39,6,7,3,3,6,5
5_9,8,10,19,23,29,32,121,40,24,39,19,42,2,9,4,6,3,6
5_10,11,12,18,22,27,31,121,42,20,39,15,40,1,6,4,5,4,7
