key,gap,pro1,pro2,pro3,range1,range2
8_6___1__,0,-1.1,1.1,3.2,4,11
2_7___1__,0,-1.2,0.8,2.9,2,4
2_8___1__,0,-0.5,1.3,3.1,4,6
10_6___1__,0,-0.5,1.3,3.1,4,4
2_6___1__,0,-1.8,0.7,2.9,3,4
2_10___1__,0,-1.7,0.5,2.7,4,10
8_7___1__,3,-0.6,1.4,3.5,4,7
2_9___1__,0,-1.5,0.4,2.4,4,4
4_7___1__,0,-1.6,0.2,2.1,4,4
7_6___1__,1,-0.6,1.5,3.6,4,7
8_8___1__,1,-1.2,0.6,2.3,4,9
10_8___1__,0,-0.5,1.3,2.8,4,5
11_7___1__,1,-1.3,0.7,2.6,3,4
11_8___1__,0,-1.2,0.9,3.1,4,5
16_6___1__,0,-1.2,0.8,2.9,3,4
16_9___1__,0,-0.8,1.0,2.9,2,4
4_6___1__,0,-0.8,1.1,3.2,3,4
7_7___1__,4,-1.4,0.9,3.1,4,4
7_8___1__,1,-0.7,1.3,3.3,4,6
9_2___1__,1,-0.1,1.5,3.2,3,4
17_2___1__,2,-0.8,1.9,4.8,4,4
17_1___1__,8,-0.9,1.2,3.2,4,7
3_10___1__,1,-1.1,1.8,4.6,4,7
4_1___1__,0,-0.4,1.8,4.1,4,5
5_10___1__,5,-1.9,0.4,2.5,4,11
7_3___1__,5,-2.3,0.7,3.8,3,4
1_6___1__,0,-1.6,1.7,4.7,4,4
4_10___1__,1,-0.6,2.2,4.7,4,7
5_3___1__,5,-2.1,0.8,3.6,3,4
7_2___1__,2,-0.5,1.8,4.0,3,4
8_2___1__,2,-0.2,1.9,4.2,2,4
8_3___1__,0,-1.7,1.2,4.3,3,4
12_1___1__,5,-1.4,0.9,3.1,4,4
15_3___1__,5,-1.4,1.9,5.3,3,4
18_3___1__,5,-1.2,1.9,5.2,2,4
1_8___1__,0,-1.6,0.9,3.5,3,4
1_10___1__,0,-1.0,1.2,3.7,4,7
2_1___1__,6,-1.0,0.7,2.5,4,7
3_2___1__,2,-0.7,1.5,3.8,3,4
3_3___1__,2,-2.6,0.3,3.1,4,4
5_9___2__,0,-1.4,0.7,2.7,10,11
16_6___2__,0,-0.6,2.0,4.5,9,11
2_6___2__,3,-1.4,0.6,2.7,7,11
5_7___2__,2,-0.6,1.4,3.3,8,11
2_8___2__,3,-1.2,0.9,2.7,11,11
4_3___2__,0,-1.7,1.0,3.9,7,11
5_8___2__,0,-0.5,1.7,4.0,11,11
7_6___2__,0,-0.3,2.6,5.6,11,12
8_8___2__,0,-0.8,1.2,3.0,11,13
19_7___2__,2,-0.7,1.6,4.0,10,11
1_3___2__,0,-1.8,1.4,4.7,9,11
2_9___2__,0,-0.1,1.8,3.6,8,11
4_2___2__,0,0.6,3.2,5.8,8,11
8_7___2__,0,0.4,2.2,4.3,11,11
9_8___2__,3,-1.4,1.2,3.8,11,12
10_6___2__,4,-1.3,1.3,3.7,7,11
10_7___2__,4,-1.5,1.0,3.4,9,11
12_7___2__,5,-0.7,1.1,2.9,9,11
13_6___2__,0,-0.7,1.4,3.5,9,11
13_7___2__,1,-0.6,1.5,3.7,5,11
1_6___2__,5,-1.7,1.7,5.4,5,11
2_1___2__,3,-0.0,2.8,5.4,9,11
3_8___2__,3,-0.1,2.2,4.4,11,11
11_6___2__,2,1.3,3.7,6.2,9,11
18_3___2__,3,-1.0,2.5,5.8,7,11
1_1___2__,5,-1.0,1.6,4.4,11,12
1_8___2__,3,0.1,2.6,5.1,8,11
2_2___2__,0,-2.0,1.0,4.0,7,11
3_6___2__,5,-0.6,1.5,3.6,11,13
3_7___2__,2,-2.2,0.6,3.3,8,11
3_10___2__,3,-1.1,1.4,3.9,11,12
6_8___2__,3,-2.5,0.3,2.7,10,11
9_1___2__,2,-1.2,1.7,5.0,6,11
10_1___2__,3,-1.8,1.0,3.9,7,11
11_2___2__,0,-2.2,1.4,4.6,6,11
13_3___2__,3,0.2,3.2,6.2,8,11
15_3___2__,1,-1.0,1.8,4.2,8,11
1_7___2__,2,-1.1,1.4,4.0,3,11
1_9___2__,3,-0.9,1.4,4.2,8,11
3_2___2__,0,-1.1,1.4,3.7,7,11
8_8___3__,0,-0.7,1.1,3.0,15,15
19_1___3__,0,-0.8,1.7,3.9,12,15
8_6___3__,0,-0.6,1.3,3.3,14,15
18_8___3__,0,0.3,1.9,3.6,15,17
2_6___3__,3,0.6,2.3,3.9,11,15
4_2___3__,0,-0.6,1.5,3.6,13,15
4_6___3__,0,-0.2,1.7,3.6,14,15
5_1___3__,0,-0.5,1.9,4.3,14,15
8_3___3__,0,-0.8,1.4,3.7,13,15
8_7___3__,0,-0.6,1.6,3.9,15,16
10_2___3__,0,-2.2,0.2,2.5,13,15
13_6___3__,0,0.0,1.6,3.3,11,15
14_8___3__,0,-0.5,1.1,2.6,15,15
16_6___3__,0,-0.3,1.6,3.4,14,15
18_1___3__,3,-0.8,1.4,3.5,15,17
18_6___3__,0,0.4,2.4,4.5,15,16
18_7___3__,0,-1.2,1.0,3.1,15,19
20_2___3__,0,-0.5,2.2,4.8,13,15
2_7___3__,0,-1.1,1.1,3.4,11,15
2_8___3__,0,-0.7,1.0,2.8,15,19
1_6___3__,2,-0.5,2.9,6.0,10,15
1_8___3__,8,-0.9,1.3,3.7,12,15
3_10___3__,0,-0.7,1.3,3.2,15,16
4_9___3__,0,0.1,2.4,4.6,15,15
6_3___3__,11,-0.9,1.6,4.1,12,15
1_3___3__,0,-1.3,1.8,4.7,14,15
1_9___3__,0,-0.7,1.5,3.7,12,15
3_9___3__,0,-0.4,1.6,3.7,15,19
4_10___3__,0,-0.7,1.5,3.5,15,15
9_3___3__,0,0.2,2.5,4.9,13,15
9_6___3__,2,-0.3,1.7,4.0,15,15
11_10___3__,2,0.1,1.9,3.6,15,18
12_9___3__,0,-1.3,1.0,3.1,13,15
12_10___3__,2,-1.3,0.9,3.1,10,15
13_1___3__,3,1.5,4.0,6.6,15,17
15_7___3__,8,0.2,2.1,4.2,14,15
15_9___3__,0,-0.6,1.9,4.3,15,15
16_1___3__,2,-0.7,2.1,4.9,15,16
17_9___3__,0,0.0,2.0,3.9,15,16
19_8___3__,0,-0.9,1.5,3.5,15,19
11_7___4__,2,-1.1,1.2,3.3,19,24
12_1___4__,5,-2.1,0.6,3.2,16,24
13_7___4__,2,-1.2,1.1,3.3,22,24
16_8___4__,0,-0.8,1.1,3.1,22,24
2_1___4__,5,-0.3,2.3,4.7,18,24
3_1___4__,2,-1.1,1.4,3.8,15,24
6_9___4__,2,-0.5,1.7,3.9,23,24
8_9___4__,4,-1.4,0.7,2.7,19,24
8_10___4__,0,-0.5,1.8,4.0,21,24
11_1___4__,3,-1.6,0.7,3.0,13,24
13_8___4__,0,-0.4,1.7,4.0,21,24
13_10___4__,2,-0.8,1.8,4.5,20,24
14_2___4__,3,-0.2,1.8,3.9,24,24
15_6___4__,0,-0.7,1.3,3.2,19,24
6_10___4__,0,-1.4,0.9,3.1,22,24
7_1___4__,3,-1.2,1.2,3.6,15,24
8_1___4__,3,-1.0,1.5,4.0,14,24
8_8___4__,0,-1.1,1.0,2.9,18,24
10_7___4__,5,-1.1,1.1,3.4,23,24
10_10___4__,4,-1.4,0.6,2.9,22,24
1_6___4__,8,0.3,3.6,7.1,19,24
4_2___4__,5,0.1,2.3,4.6,18,24
3_7___4__,5,-0.2,1.8,3.8,24,25
5_3___4__,3,-0.7,1.8,4.5,19,24
7_7___4__,5,1.0,3.5,5.8,24,24
14_8___4__,4,-0.6,2.0,4.5,20,24
1_7___4__,5,-1.7,1.3,4.5,20,24
2_7___4__,3,-0.0,2.2,4.5,24,24
2_10___4__,2,-0.1,2.0,4.0,20,24
3_2___4__,5,-1.1,1.2,3.8,22,24
3_9___4__,5,-0.5,1.5,3.4,22,24
4_3___4__,5,-1.2,1.7,4.4,18,24
4_9___4__,5,-0.6,1.1,3.0,23,24
5_2___4__,3,-0.9,1.3,3.8,19,24
5_7___4__,5,0.2,2.1,4.1,24,28
6_3___4__,5,-0.7,2.0,4.9,17,24
6_6___4__,5,-0.4,2.5,5.6,19,24
7_6___4__,3,-1.5,1.0,3.4,19,24
7_8___4__,5,-1.1,1.5,4.0,21,24
11_3___4__,5,-0.3,2.5,5.3,18,24
9_2___5__,0,-1.1,1.9,4.9,25,25
20_7___5__,0,-1.0,1.4,3.8,25,29
3_6___5__,2,-0.6,1.4,3.3,25,25
14_6___5__,2,0.1,2.3,4.2,25,33
20_6___5__,0,-0.4,1.9,4.4,25,28
3_7___5__,1,-0.1,2.0,4.2,25,30
3_8___5__,0,-0.5,1.5,3.6,25,27
4_6___5__,2,-0.2,2.3,4.9,25,26
5_1___5__,2,-0.5,2.1,4.7,24,25
5_6___5__,2,-0.8,1.7,4.1,23,25
6_7___5__,0,-1.3,1.2,3.9,25,27
9_1___5__,0,-0.9,1.8,4.3,20,25
16_7___5__,0,-0.1,1.9,3.9,25,27
16_8___5__,0,-1.0,1.0,3.0,25,27
17_7___5__,0,-0.8,1.2,3.3,25,32
18_2___5__,0,-1.8,1.1,4.3,22,25
19_6___5__,2,0.2,2.3,4.3,25,26
3_1___5__,4,-1.5,1.1,4.0,21,25
3_2___5__,0,-1.9,1.1,3.9,24,25
3_9___5__,0,-0.1,2.2,4.4,25,28
1_6___5__,2,-0.2,3.1,6.5,25,25
1_10___5__,0,1.3,4.6,7.9,25,27
7_8___5__,0,0.7,3.1,5.3,25,28
13_3___5__,2,-0.7,2.3,5.4,21,25
14_3___5__,2,-1.1,1.8,4.9,23,25
20_3___5__,2,0.7,3.9,6.7,23,25
1_1___5__,2,-0.3,2.7,5.8,23,25
1_7___5__,1,-0.4,2.3,4.7,25,26
1_9___5__,0,-0.5,2.4,5.2,25,27
4_1___5__,4,-1.4,1.6,4.4,19,25
5_3___5__,2,-0.8,2.2,5.1,22,25
