15_6: 0, [5, 7, 14, 19, 27, 31] [3, 1, 2, 0, 1, 1, 1, 3, 0, 1, 2, 0, 0, 2, 0, 0, 1, 1, 0, 0]
4_9: 0, [4, 8, 15, 23, 28, 32] [3, 2, 0, 1, 2, 0, 1, 1, 0, 0, 1, 0, 2, 2, 0, 0, 1, 2, 1, 1]
11_9: 1, [8, 11, 15, 21, 29, 31] [3, 0, 1, 1, 1, 0, 1, 0, 2, 0, 1, 2, 1, 1, 0, 0, 0, 1, 2, 1]
2_7: 1, [2, 5, 11, 24, 28, 30] [4, 2, 1, 1, 1, 1, 2, 0, 2, 2, 0, 2, 2, 0, 0, 1, 2, 0, 1, 1]
8_7: 1, [7, 11, 16, 19, 30, 32] [3, 1, 0, 2, 0, 2, 1, 0, 1, 0, 0, 1, 3, 0, 1, 1, 0, 1, 1, 3]
19_1: 1, [4, 9, 12, 15, 21, 27] [3, 1, 2, 1, 2, 2, 0, 1, 1, 1, 1, 0, 2, 1, 2, 0, 2, 0, 2, 0]
8_9: 0, [7, 9, 13, 19, 28, 30] [3, 0, 1, 1, 1, 1, 2, 1, 2, 2, 1, 3, 1, 0, 2, 1, 1, 0, 0, 0]
19_6: 1, [5, 9, 15, 22, 26, 29] [3, 1, 3, 2, 2, 1, 0, 0, 2, 2, 1, 2, 3, 1, 1, 0, 1, 0, 1, 2]
6_7: 0, [7, 9, 14, 22, 27, 30] [3, 1, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 0, 0, 3, 2, 2, 0, 2]
18_10: 1, [7, 12, 17, 22, 27, 33] [3, 1, 1, 0, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 0, 3, 1, 1, 1, 1]
