Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240815,24094,4,4,0,0,0,9,10,1,110,33,21,38,12,39,7,4,5,3,2,1,1,9,9
20240818,24095,1,6,3,1,1,7,10,2,70,25,17,22,10,23,2,3,5,2,5,3,6,3,6
20240818,100_1,4,3,0,0,0,12,7,1,102,33,23,34,13,32,5,2,3,5,4,1,1,6,6
20240818,100_2,4,4,0,0,0,13,5,1,101,31,23,32,13,31,5,4,3,5,4,1,0,7,5
20240818,100_3,3,4,1,1,0,14,5,0,104,34,26,33,17,31,3,5,4,7,4,2,2,7,4
20240818,100_4,4,4,0,0,0,11,7,1,100,33,23,34,17,31,3,2,7,6,3,2,1,5,5
20240818,100_5,6,2,0,0,0,12,6,1,102,33,25,34,19,31,4,4,6,7,3,1,0,6,7
20240818,200_1,5,3,0,0,0,11,7,0,102,30,27,36,14,37,8,6,4,5,3,1,1,4,4
20240818,200_2,6,3,0,0,1,13,4,0,95,30,29,32,15,33,7,5,5,5,6,1,1,6,5
20240818,200_3,4,3,1,1,1,14,4,0,98,33,29,33,18,32,4,6,4,8,5,1,2,6,3
20240818,200_4,6,3,0,0,1,13,5,0,106,32,28,38,14,36,8,4,4,7,4,1,1,5,3
20240818,200_5,7,1,0,0,1,13,3,0,107,34,30,39,17,35,8,4,4,9,3,1,1,5,5
20240818,300_1,3,4,1,0,0,9,10,0,101,33,24,34,12,31,6,3,2,5,5,1,2,7,6
20240818,300_2,4,3,0,0,0,9,9,0,104,33,23,36,11,34,7,3,2,5,4,1,1,7,5
20240818,300_3,3,4,1,0,0,10,8,0,107,34,25,36,13,34,7,4,3,5,4,1,2,8,4
20240818,300_4,4,4,1,0,0,12,7,0,97,33,23,32,12,30,5,3,3,5,5,1,1,5,4
20240818,300_5,5,3,0,0,0,11,7,0,99,33,24,33,15,31,5,4,3,6,4,1,1,4,8
