14_1: 1, [4, 6, 10, 17, 26, 26] [3, 1, 2, 1, 0, 2, 0, 0, 1, 0, 1, 2, 1, 0, 0, 2, 0, 1, 1, 2]
15_10: 1, [3, 5, 11, 17, 26, 29] [3, 2, 0, 1, 1, 2, 0, 2, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 2, 2]
3_7: 0, [6, 9, 12, 18, 24, 25] [3, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 2, 1, 0, 1]
7_6: 0, [0, 6, 10, 24, 26, 29] [3, 1, 0, 0, 1, 1, 2, 2, 1, 4, 0, 1, 3, 1, 0, 1, 0, 0, 2, 0]
18_7: 2, [3, 8, 12, 22, 26, 32] [3, 0, 2, 2, 0, 1, 0, 1, 0, 0, 3, 2, 0, 2, 2, 1, 2, 4, 2, 0]
2_9: 2, [2, 8, 15, 20, 26, 28] [3, 2, 2, 1, 1, 0, 1, 2, 2, 3, 1, 0, 0, 0, 2, 2, 4, 2, 3, 1]
4_2: 2, [2, 3, 7, 17, 27, 30] [3, 1, 2, 2, 1, 3, 2, 0, 1, 2, 0, 1, 1, 1, 1, 2, 0, 0, 1, 2]
7_9: 1, [3, 9, 10, 17, 24, 28] [3, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 2, 2, 0, 1, 1, 2, 1]
8_2: 0, [3, 5, 9, 18, 24, 29] [3, 1, 1, 1, 0, 0, 2, 3, 3, 1, 0, 3, 1, 1, 1, 0, 1, 1, 0, 3]
14_6: 0, [2, 3, 9, 21, 26, 27] [3, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 0, 2, 0, 1, 1, 1, 0, 0]
16_2: 0, [3, 5, 10, 19, 29, 31] [4, 1, 2, 1, 1, 1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 0, 1]
18_1: 2, [4, 5, 7, 17, 28, 30] [3, 1, 2, 1, 0, 3, 1, 1, 1, 1, 1, 0, 0, 1, 1, 3, 2, 2, 0, 1]
20_1: 0, [6, 10, 13, 18, 27, 31] [3, 1, 0, 3, 0, 1, 2, 0, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 0, 0]
8_6: 2, [1, 5, 8, 21, 28, 28] [3, 0, 0, 1, 2, 1, 2, 2, 3, 2, 0, 2, 0, 1, 1, 2, 2, 2, 1, 1]
6_10: 1, [6, 12, 15, 20, 27, 31] [3, 2, 0, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 2]
