Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240616,24068,2,7,6,1,0,18,2,0,70,22,20,22,18,26,1,5,12,1,1,3,6,1,15
20240618,100_1,0,6,6,3,0,6,12,0,114,36,23,36,12,40,5,6,6,1,4,3,9,9,7
20240618,100_2,0,5,6,3,0,6,12,0,112,36,23,36,11,38,6,5,5,2,5,3,9,10,7
20240618,100_3,0,6,5,3,0,8,10,1,122,39,23,38,10,43,5,6,3,1,5,3,9,10,6
20240618,100_4,0,6,4,2,0,12,6,0,129,40,22,36,13,46,2,11,3,0,3,3,6,7,8
20240618,100_5,1,6,3,2,0,10,7,1,121,39,22,34,13,41,2,8,5,1,4,3,6,9,8
20240618,200_1,1,8,5,1,1,13,4,0,86,29,26,27,16,28,3,5,6,3,5,2,4,6,12
20240618,200_2,1,7,6,3,1,10,9,0,81,28,27,27,14,23,6,3,4,5,7,2,7,7,10
20240618,200_3,2,7,4,2,0,6,12,0,89,32,28,27,10,26,6,3,3,3,11,3,6,7,10
20240618,200_4,2,8,3,0,1,12,4,0,89,32,27,25,14,29,3,5,6,1,9,2,4,5,10
20240618,200_5,2,9,3,0,1,12,5,0,84,29,25,25,13,27,3,4,6,1,8,2,3,7,12
20240618,300_1,1,7,4,2,0,11,6,0,112,35,23,36,13,40,5,6,4,2,4,2,4,6,7
20240618,300_2,1,6,5,4,0,9,9,0,110,36,23,36,11,36,6,3,4,3,6,2,4,7,8
20240618,300_3,1,6,5,4,0,10,8,0,110,39,24,34,12,36,3,4,6,2,8,2,5,9,7
20240618,300_4,1,7,3,1,0,10,7,0,112,36,24,34,13,41,3,8,5,0,6,2,5,6,6
20240618,300_5,1,8,4,2,0,12,5,1,93,32,21,28,12,32,2,5,6,1,6,2,3,7,8
