row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,3,3,6,13,16,24,65,27,21,19,13,19,0,3,7,3,8,6
1_2,3,6,8,17,23,27,84,30,24,29,17,25,3,2,9,6,4,4
1_3,4,8,14,20,24,28,98,32,24,32,16,34,4,6,6,4,4,6
1_4,5,9,14,19,23,28,98,33,23,32,14,33,4,5,5,4,5,8
1_5,5,9,14,19,24,28,99,33,23,33,15,33,4,5,5,5,4,8
1_6,2,7,12,20,23,25,89,27,23,30,16,32,5,5,8,3,2,12
1_7,0,2,4,9,16,24,55,24,24,18,14,13,2,2,5,7,8,11
1_8,0,2,4,7,14,24,51,24,24,16,12,11,2,2,3,7,10,10
1_9,1,3,6,9,16,25,60,26,24,19,13,15,2,3,3,7,9,11
1_10,2,10,13,18,25,30,98,32,28,35,15,31,8,3,5,7,5,7
2_1,4,8,12,17,18,29,88,33,25,26,10,29,4,4,5,1,11,12
2_2,5,10,13,17,22,25,92,30,20,32,12,30,5,3,4,5,3,7
2_3,4,8,13,17,20,26,88,30,22,28,12,30,4,5,4,3,6,5
2_4,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,7
2_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5,8
2_6,5,8,12,15,21,26,87,31,21,29,13,27,3,4,3,6,5,12
2_7,3,6,7,11,17,26,70,29,23,23,11,18,3,1,4,6,9,13
2_8,1,2,3,7,13,25,51,26,24,15,11,10,1,1,4,6,12,11
2_9,2,5,6,11,17,28,69,30,26,22,12,17,3,1,5,6,11,12
2_10,5,10,13,18,24,29,99,34,24,34,14,31,5,3,5,6,5,9
3_1,3,4,9,12,21,27,76,30,24,25,17,21,1,5,3,9,6,11
3_2,5,11,14,19,23,28,100,33,23,34,12,33,6,3,5,4,5,4
3_3,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5,5
3_4,5,9,14,19,23,29,99,34,24,32,14,33,4,5,5,4,6,7
3_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,7
3_6,6,11,13,20,24,28,102,34,22,35,13,33,5,2,7,4,4,7
3_7,4,10,10,15,20,26,85,30,22,30,10,25,6,0,5,5,6,7
3_8,4,7,7,14,18,28,78,32,24,25,11,21,3,0,7,4,10,6
3_9,3,7,8,14,19,29,80,32,26,26,12,22,4,1,6,5,10,8
3_10,3,9,13,18,25,29,97,32,26,34,16,31,6,4,5,7,4,5
4_1,2,9,11,17,22,24,85,26,22,31,13,28,7,2,6,5,2,8
4_2,4,10,13,18,21,26,92,30,22,31,11,31,6,3,5,3,5,7
4_3,4,9,13,18,22,27,93,31,23,31,13,31,5,4,5,4,5,5
4_4,5,9,14,19,24,28,99,33,23,33,15,33,4,5,5,5,4,7
4_5,4,9,14,18,24,29,98,33,25,33,15,32,5,5,4,6,5,7
4_6,4,6,13,16,21,27,87,31,23,27,15,29,2,7,3,5,6,8
4_7,2,5,8,9,16,23,63,25,21,21,11,17,3,3,1,7,7,9
4_8,3,5,7,10,14,24,63,27,21,19,9,17,2,2,3,4,10,7
4_9,3,5,8,10,17,27,70,30,24,22,12,18,2,3,2,7,10,7
4_10,2,10,15,19,26,30,102,32,28,36,16,34,8,5,4,7,4,7
5_1,5,11,14,16,19,23,88,28,18,30,8,30,6,3,2,3,4,4
5_2,5,9,11,16,20,23,84,28,18,29,11,27,4,2,5,4,3,5
5_3,5,9,13,18,23,27,95,32,22,32,14,31,4,4,5,5,4,6
5_4,5,10,14,19,23,29,100,34,24,33,13,33,5,4,5,4,6,7
5_5,4,10,14,19,24,29,100,33,25,34,14,33,6,4,5,5,5,8
5_6,3,8,12,18,25,31,97,34,28,33,17,30,5,4,6,7,6,6
5_7,1,5,9,13,19,26,73,27,25,24,14,22,4,4,4,6,7,6
5_8,2,5,8,13,18,28,74,30,26,23,13,21,3,3,5,5,10,6
5_9,2,8,10,15,21,28,84,30,26,29,13,25,6,2,5,6,7,7
5_10,1,8,11,17,24,30,91,31,29,32,16,28,7,3,6,7,6,7
6_1,3,4,9,10,19,27,72,30,24,23,15,19,1,5,1,9,8,10
6_2,3,8,11,18,21,26,87,29,23,29,13,29,5,3,7,3,5,8
6_3,3,8,12,17,21,28,89,31,25,29,13,29,5,4,5,4,7,5
6_4,4,9,13,18,23,29,96,33,25,32,14,31,5,4,5,5,6,7
6_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
6_6,8,12,18,23,24,29,114,37,21,36,12,41,4,6,5,1,5,15
6_7,6,8,12,12,17,27,82,33,21,25,9,24,2,4,0,5,10,13
6_8,5,7,10,12,15,27,76,32,22,22,8,22,2,3,2,3,12,9
6_9,6,8,11,13,18,30,86,36,24,26,10,24,2,3,2,5,12,10
6_10,3,13,15,21,27,32,111,35,29,40,14,36,10,2,6,6,5,6
7_1,6,8,14,18,26,27,99,33,21,34,18,32,2,6,4,8,1,9
7_2,3,6,11,15,22,26,83,29,23,28,16,26,3,5,4,7,4,5
7_3,4,7,12,17,21,27,88,31,23,28,14,29,3,5,5,4,6,4
7_4,5,9,14,18,23,29,98,34,24,32,14,32,4,5,4,5,6,7
7_5,5,9,14,19,23,28,98,33,23,32,14,33,4,5,5,4,5,8
