3_4: 0, [5, 9, 14, 19, 23, 29] [3, 2, 2, 3, 1, 0, 0, 1, 0, 1, 1, 2, 1, 1, 2, 0, 0, 0, 0, 1]
5_10: 0, [1, 8, 11, 17, 24, 30] [3, 3, 2, 1, 0, 1, 2, 0, 1, 1, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0]
7_1: 2, [6, 8, 14, 18, 26, 27] [4, 2, 2, 2, 1, 1, 0, 1, 2, 0, 2, 0, 2, 0, 1, 3, 1, 0, 1, 0]
13_5: 0, [4, 9, 14, 19, 24, 29] [3, 1, 2, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 2, 1, 1, 0, 1, 1, 1]
17_3: 1, [3, 8, 12, 19, 23, 27] [3, 0, 2, 3, 2, 2, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 2]
18_8: 1, [4, 6, 5, 9, 11, 24] [3, 1, 2, 1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 3, 1, 2, 2, 1, 0, 0]
10_3: 2, [4, 9, 12, 16, 21, 25] [4, 1, 1, 0, 1, 0, 0, 3, 2, 0, 1, 2, 2, 2, 2, 0, 1, 1, 0, 2]
13_6: 1, [1, 4, 8, 12, 16, 27] [3, 3, 1, 1, 0, 1, 2, 0, 0, 0, 2, 1, 1, 2, 2, 2, 0, 1, 0, 1]
14_6: 3, [2, 5, 12, 18, 21, 28] [3, 1, 1, 1, 0, 0, 2, 1, 1, 0, 2, 1, 1, 1, 1, 2, 0, 2, 0, 0]
15_5: 0, [4, 10, 14, 19, 23, 29] [3, 1, 2, 1, 1, 2, 1, 0, 0, 1, 1, 0, 0, 2, 2, 2, 0, 1, 1, 1]
15_8: 0, [2, 4, 7, 10, 14, 30] [4, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 2, 0, 0, 3, 1, 2, 0, 1]
15_9: 3, [3, 4, 6, 12, 16, 28] [3, 1, 1, 1, 1, 2, 0, 0, 1, 2, 2, 2, 1, 2, 0, 1, 1, 0, 0, 2]
4_5: 1, [4, 9, 14, 18, 24, 29] [3, 1, 2, 0, 1, 2, 0, 2, 1, 1, 1, 0, 0, 2, 1, 2, 0, 1, 1, 1]
11_3: 0, [4, 8, 13, 17, 21, 27] [3, 1, 3, 2, 1, 2, 1, 0, 1, 1, 1, 0, 1, 2, 1, 1, 0, 3, 0, 1]
17_9: 3, [1, 4, 6, 12, 16, 31] [3, 2, 0, 0, 1, 1, 1, 0, 1, 0, 0, 2, 3, 2, 2, 1, 1, 1, 1, 0]
17_10: 0, [1, 8, 13, 17, 24, 29] [4, 1, 1, 1, 0, 1, 0, 1, 2, 1, 0, 2, 1, 2, 3, 1, 0, 2, 1, 0]
19_10: 1, [2, 9, 13, 19, 25, 29] [3, 1, 2, 1, 0, 2, 1, 1, 0, 0, 0, 3, 2, 1, 2, 2, 2, 1, 1, 0]
1_2: 1, [3, 6, 8, 17, 23, 27] [3, 0, 2, 0, 1, 1, 1, 1, 2, 1, 1, 2, 0, 1, 2, 2, 0, 2, 0, 1]
4_3: 1, [4, 9, 13, 18, 22, 27] [4, 0, 3, 1, 0, 1, 2, 1, 2, 2, 1, 0, 2, 2, 2, 0, 1, 1, 0, 2]
6_5: 1, [4, 9, 14, 19, 23, 28] [3, 1, 2, 1, 1, 3, 1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 0, 1]
8_5: 1, [4, 9, 14, 19, 23, 28] [3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 3, 2, 2, 0, 1, 1, 1]
12_8: 1, [3, 6, 8, 10, 16, 26] [3, 1, 1, 3, 0, 2, 1, 1, 1, 1, 0, 2, 2, 0, 1, 1, 0, 2, 1, 1]
17_5: 2, [4, 10, 14, 18, 23, 28] [3, 0, 0, 0, 1, 3, 1, 2, 2, 1, 1, 1, 0, 2, 1, 3, 0, 1, 0, 1]
3_2: 1, [5, 11, 14, 19, 23, 28] [3, 0, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 2, 1, 1]
3_5: 1, [4, 9, 14, 19, 23, 28] [3, 0, 0, 0, 0, 1, 1, 0, 1, 2, 1, 1, 1, 2, 2, 1, 0, 1, 1, 1]
4_10: 0, [2, 10, 15, 19, 26, 30] [3, 0, 0, 0, 1, 1, 1, 1, 1, 2, 1, 2, 3, 0, 2, 2, 1, 3, 1, 0]
7_3: 1, [4, 7, 12, 17, 21, 27] [3, 1, 0, 2, 1, 0, 1, 2, 1, 1, 1, 1, 1, 0, 1, 2, 1, 1, 1, 2]
9_5: 1, [4, 9, 14, 19, 24, 28] [3, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 3, 2, 2, 0, 1, 1, 1]
10_5: 0, [5, 9, 15, 19, 24, 29] [3, 1, 1, 0, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 0, 1, 0, 1]
19_6: 1, [3, 7, 17, 20, 24, 28] [3, 1, 0, 0, 1, 1, 1, 2, 2, 2, 2, 1, 0, 2, 2, 3, 1, 2, 1, 0]
9_4: 0, [5, 9, 14, 19, 24, 29] [3, 0, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 2, 1, 0]
1_3: 1, [4, 8, 14, 20, 24, 28] [3, 1, 0, 1, 1, 1, 1, 3, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1]
