Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240516,24055,2,6,2,1,0,13,5,2,64,31,27,20,12,13,2,2,1,9,13,2,7,3,13
20240519,24056,0,6,6,5,1,4,14,1,118,31,21,43,7,44,13,2,4,1,1,4,7,6,7
20240519,100_1,2,1,5,1,0,11,6,0,108,38,20,37,13,37,3,4,4,5,5,1,4,13,3
20240519,100_2,1,2,4,0,0,12,6,0,94,35,22,31,17,33,1,6,4,7,4,1,4,15,6
20240519,100_3,2,1,4,0,0,13,5,0,98,36,27,33,22,30,0,5,5,10,4,1,5,12,6
20240519,100_4,1,1,5,1,1,14,5,0,88,31,27,31,24,26,0,3,9,8,1,1,5,12,11
20240519,100_5,0,2,5,1,0,13,6,0,83,31,26,29,20,23,0,3,5,10,3,1,6,11,7
20240519,200_1,0,4,5,1,0,9,9,1,100,37,26,33,19,30,0,4,7,7,4,3,6,8,12
20240519,200_2,1,4,3,1,0,9,7,1,95,33,21,32,19,29,1,4,7,8,1,2,3,8,14
20240519,200_3,1,4,4,0,0,11,6,1,100,35,25,34,20,28,1,2,8,9,3,2,4,8,12
20240519,200_4,6,3,2,0,1,11,6,0,89,28,22,32,18,29,3,2,9,6,0,1,1,10,14
20240519,200_5,2,4,4,0,0,10,7,0,82,28,21,30,18,23,2,1,8,7,1,1,2,10,12
20240519,300_1,0,3,6,1,0,9,8,1,100,36,20,31,13,31,1,5,2,5,6,1,6,6,10
20240519,300_2,2,2,4,1,0,11,7,0,92,32,22,30,16,28,2,6,3,7,4,1,3,11,13
20240519,300_3,4,2,2,0,0,13,6,0,102,35,26,31,20,33,1,7,7,6,3,1,3,9,11
20240519,300_4,5,2,3,1,0,12,7,0,94,34,25,31,20,27,1,3,8,7,3,0,2,12,12
20240519,300_5,2,2,4,1,0,9,10,0,96,35,25,31,20,29,0,5,7,7,3,1,4,11,12
