Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20231203,23139,5,16,6,0,0,27,22,1,43,19,41,13,40,2,5,2,6,4,3,5,3
20231205,23140,3,12,13,5,0,35,14,1,34,28,34,26,25,1,7,3,16,1,3,14,9
20231205,400_1,3,17,9,1,0,27,21,1,40,20,39,11,36,3,3,2,5,5,4,5,7
20231205,400_2,2,16,11,1,2,23,23,1,39,17,38,10,36,2,3,3,4,4,2,4,9
20231205,400_3,2,15,12,2,2,21,23,2,36,17,34,10,31,2,1,4,3,5,3,7,12
20231205,400_4,2,14,11,3,1,20,26,2,34,18,30,10,29,1,2,4,4,5,3,10,13
20231205,400_5,3,15,11,2,2,21,24,1,36,18,32,11,29,1,1,5,4,5,3,7,9
20231205,600_1,6,16,5,0,0,26,22,0,43,19,43,13,41,2,3,3,5,3,3,5,4
20231205,600_2,6,13,4,0,1,30,17,1,42,21,39,10,40,3,5,1,3,7,2,3,3
20231205,600_3,5,12,4,0,0,30,16,2,38,21,35,12,34,3,2,4,4,5,2,4,6
20231205,600_4,4,10,7,1,2,27,17,2,34,23,33,13,31,4,2,5,5,5,3,7,11
20231205,600_5,8,10,2,0,1,26,17,3,37,21,34,14,32,2,3,5,5,5,2,2,8
20231205,1000_1,4,17,5,0,0,27,20,0,41,18,42,11,41,3,4,2,5,2,2,3,3
20231205,1000_2,5,15,4,0,0,28,19,0,42,18,40,12,41,2,5,2,4,3,2,3,4
20231205,1000_3,7,13,0,0,2,27,19,0,35,27,25,13,29,2,5,6,1,11,3,8,7
20231205,1000_4,7,12,4,0,2,29,17,0,34,24,28,11,31,3,5,4,2,9,3,8,9
20231205,1000_5,11,10,0,0,3,28,16,1,35,28,26,15,29,1,6,6,3,10,2,6,7
