18_5: 0, [5, 9, 14, 19, 24, 28] [3, 1, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 2]
6_5: 0, [5, 9, 15, 19, 24, 28] [3, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 2]
7_5: 0, [5, 10, 15, 19, 24, 29] [3, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 3, 0, 0, 1, 0, 1]
18_10: 0, [5, 12, 15, 21, 26, 32] [3, 1, 1, 1, 1, 2, 0, 0, 0, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 2]
4_5: 0, [4, 9, 14, 19, 24, 29] [3, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 3, 0, 1, 0, 0, 2]
8_5: 0, [4, 9, 14, 19, 24, 28] [3, 1, 2, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 2]
10_5: 0, [4, 9, 14, 19, 24, 28] [3, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 3, 0, 1, 1, 0, 1]
7_8: 0, [4, 10, 10, 19, 27, 31] [3, 0, 1, 2, 0, 0, 1, 0, 1, 2, 1, 0, 0, 2, 0, 2, 2, 1, 1, 1]
2_1: 0, [6, 10, 13, 21, 28, 30] [4, 1, 0, 4, 2, 0, 0, 1, 0, 2, 2, 1, 1, 1, 2, 1, 2, 1, 0, 1]
4_2: 1, [8, 13, 17, 21, 25, 29] [3, 2, 0, 1, 2, 0, 1, 1, 1, 1, 2, 0, 0, 1, 2, 0, 1, 1, 1, 1]
10_4: 0, [5, 10, 15, 19, 24, 28] [3, 1, 1, 0, 0, 1, 2, 0, 2, 0, 3, 1, 2, 1, 1, 1, 0, 1, 0, 1]
15_4: 0, [6, 11, 16, 20, 24, 29] [3, 1, 0, 1, 0, 1, 1, 1, 2, 0, 3, 0, 2, 1, 1, 0, 1, 0, 1, 2]
15_5: 0, [4, 10, 14, 19, 24, 29] [3, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1]
17_9: 0, [4, 7, 13, 19, 25, 28] [3, 1, 0, 0, 1, 0, 1, 1, 2, 1, 0, 1, 0, 2, 2, 1, 2, 1, 1, 0]
18_1: 0, [6, 12, 12, 19, 27, 30] [3, 1, 1, 1, 1, 1, 0, 0, 1, 1, 3, 2, 2, 0, 1, 1, 1, 0, 1, 1]
6_7: 0, [4, 10, 11, 19, 25, 31] [3, 2, 2, 0, 2, 0, 0, 0, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1]
19_2: 0, [4, 8, 15, 19, 23, 28] [3, 1, 1, 1, 2, 1, 1, 2, 3, 2, 2, 0, 0, 2, 1, 1, 1, 1, 1, 0]
13_2: 0, [4, 8, 13, 19, 24, 29] [4, 1, 0, 2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 0, 3, 2, 3, 2, 0, 1]
13_9: 1, [4, 13, 18, 24, 28, 31] [3, 0, 0, 2, 0, 1, 3, 1, 1, 2, 1, 0, 1, 1, 1, 1, 0, 2, 1, 3]
14_2: 1, [4, 7, 13, 18, 23, 28] [3, 2, 0, 2, 0, 1, 1, 3, 3, 3, 1, 0, 1, 1, 0, 1, 4, 1, 1, 1]
17_4: 0, [5, 10, 15, 20, 24, 29] [3, 0, 0, 0, 0, 1, 1, 0, 3, 1, 2, 0, 2, 1, 1, 1, 1, 1, 2, 2]
18_3: 0, [6, 9, 15, 20, 24, 29] [3, 1, 1, 2, 0, 1, 3, 1, 2, 1, 2, 1, 2, 1, 2, 3, 2, 0, 1, 1]
