Date,3_6,11_6,18_8,5_6,9_6,10_7,11_8,12_10,2_6,3_10,4_2,6_8,15_10,1_2,1_3,5_8,5_9,5_10,6_7,6_10
20240709,2,2,3,0,1,0,0,1,1,1,1,1,1,2,1,1,0,2,2,2
20240711,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
20240714,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
20240716,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,2,1,3
20240718,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0
20240721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240723,1,1,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,1,2
20240725,0,0,2,0,1,0,0,0,1,0,0,1,2,0,0,0,2,1,1,1
20240728,1,0,0,1,0,1,2,1,1,1,2,2,1,1,2,1,1,0,3,0
20240730,0,2,1,1,0,0,0,2,1,1,2,1,0,0,1,2,1,2,0,1
20240801,2,0,2,0,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1
20240804,1,0,0,1,0,1,0,0,2,0,1,2,0,3,1,0,1,0,1,0
20240806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
20240808,0,0,0,1,0,0,0,0,0,0,2,0,2,0,3,1,0,1,1,1
20240811,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
20240813,0,1,0,1,1,0,1,1,0,0,1,1,0,1,2,1,1,0,0,0
20240815,0,3,3,1,0,0,1,0,2,1,0,2,1,0,1,1,0,1,0,1
20240818,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,1
20240820,0,0,1,0,0,0,0,1,2,0,1,0,0,3,0,3,2,0,0,0
20240822,0,3,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,2,0
20240825,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
20240827,2,0,0,0,1,2,1,1,0,0,0,1,2,1,1,0,1,1,1,2
20240829,0,1,0,0,0,2,1,1,1,2,0,2,0,0,0,1,2,1,0,1
20240901,1,0,0,0,0,0,3,1,0,2,1,1,2,1,1,0,1,2,2,1
20240903,1,1,0,1,2,0,0,3,1,2,1,0,1,1,0,1,0,0,3,2
20240905,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
20240908,3,0,1,0,0,1,1,0,2,0,0,0,1,1,0,0,0,1,0,0
20240910,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
20240912,0,1,0,0,0,1,3,2,0,1,1,2,0,0,0,0,1,1,0,0
20240915,1,0,0,1,0,3,1,0,1,0,3,0,0,2,1,0,0,0,0,1
20240917,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
20240919,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,2
20240922,0,0,0,0,1,1,2,0,1,1,0,0,1,1,0,0,0,0,1,0
