4_4: 0, [5, 9, 13, 18, 23, 28] [3, 2, 2, 0, 3, 2, 2, 0, 0, 0, 1, 1, 0, 2, 2, 0, 1, 1, 2, 0]
17_1: 1, [3, 7, 6, 12, 16, 23] [3, 0, 1, 2, 0, 0, 1, 0, 1, 0, 2, 2, 1, 1, 0, 3, 0, 0, 2, 1]
20_6: 0, [3, 9, 8, 14, 24, 26] [3, 2, 0, 1, 1, 0, 2, 2, 1, 0, 1, 1, 1, 2, 0, 0, 0, 2, 0, 1]
9_4: 1, [6, 9, 12, 18, 23, 29] [3, 2, 1, 2, 2, 1, 1, 0, 1, 1, 0, 1, 0, 0, 3, 2, 1, 0, 1, 1]
5_2: 0, [3, 5, 6, 13, 17, 21] [3, 1, 2, 1, 1, 0, 2, 2, 2, 2, 0, 0, 1, 4, 1, 1, 0, 1, 2, 2]
13_2: 1, [4, 6, 9, 14, 17, 20] [4, 2, 0, 1, 1, 3, 2, 0, 0, 2, 1, 0, 1, 0, 1, 2, 1, 1, 2, 2]
15_1: 1, [3, 4, 6, 9, 15, 23] [3, 1, 1, 0, 2, 0, 0, 1, 1, 1, 1, 1, 0, 2, 0, 1, 1, 1, 1, 1]
15_9: 0, [8, 17, 17, 21, 27, 29] [3, 1, 1, 3, 2, 0, 2, 0, 2, 2, 2, 1, 1, 1, 2, 3, 0, 0, 3, 2]
6_6: 2, [7, 11, 15, 19, 25, 30] [3, 0, 0, 1, 1, 2, 1, 1, 3, 1, 1, 0, 2, 1, 1, 1, 3, 0, 1, 0]
19_3: 1, [4, 8, 10, 15, 20, 26] [4, 2, 0, 1, 1, 2, 2, 1, 1, 2, 0, 4, 2, 1, 1, 1, 0, 2, 1, 0]
