key,gap,pro1,pro2,pro3,range1,range2
4_7___1__,0,-1.1,0.9,2.9,4,6
4_8___1__,0,-2.4,-0.0,2.5,4,9
9_10___1__,0,-1.2,0.8,2.7,4,8
12_7___1__,0,-1.0,1.1,3.3,4,7
20_7___1__,0,-1.2,1.0,3.0,4,4
1_3___1__,0,-2.3,0.3,2.8,4,7
6_2___1__,0,-0.9,1.2,3.6,2,4
6_6___1__,0,-1.0,1.0,2.8,4,7
8_8___1__,0,-0.9,1.1,3.2,4,10
9_9___1__,0,-1.3,1.1,3.3,4,7
10_8___1__,0,-0.9,0.7,2.4,4,8
14_7___1__,0,-1.4,0.7,3.1,4,8
16_8___1__,0,-1.0,0.7,2.3,4,12
16_9___1__,0,-0.9,0.7,2.5,4,10
17_9___1__,0,-1.7,0.5,2.6,4,6
1_8___1__,0,-0.0,2.4,4.8,4,8
2_3___1__,0,-1.7,1.1,3.8,4,4
2_9___1__,0,-0.5,1.6,3.7,4,6
3_3___1__,0,-2.3,0.5,3.3,3,4
3_8___1__,0,-0.9,1.1,3.2,4,9
11_1___1__,1,-1.4,1.2,3.7,4,4
5_1___1__,0,-1.1,1.3,3.8,3,4
7_1___1__,1,-0.5,2.1,4.7,2,4
11_6___1__,1,-1.1,1.1,3.2,4,5
16_1___1__,0,-1.2,1.3,4.1,4,4
20_1___1__,0,-0.9,1.4,3.8,4,4
1_1___1__,0,-0.2,2.1,4.5,4,5
1_6___1__,0,-1.2,1.9,4.7,4,4
3_2___1__,0,-0.1,1.8,3.8,3,4
8_6___1__,0,-1.4,1.0,3.0,4,4
14_3___1__,0,-0.7,1.9,4.7,4,4
15_1___1__,0,-1.0,2.0,5.0,3,4
15_2___1__,0,-0.5,1.5,3.5,2,4
19_1___1__,1,-1.8,0.4,2.6,1,4
2_1___1__,0,-0.1,1.8,3.7,3,4
4_1___1__,0,-1.7,0.5,2.9,2,4
4_3___1__,2,-1.1,1.7,4.2,3,4
5_2___1__,0,-0.3,1.6,3.7,3,4
5_6___1__,0,-0.5,1.8,4.1,4,8
5_7___1__,0,-1.4,1.3,4.0,4,9
4_7___2__,0,-1.2,1.1,3.4,9,13
12_7___2__,0,-0.6,1.4,3.4,9,13
12_9___2__,0,-0.2,2.3,4.9,11,13
4_8___2__,0,0.1,2.2,4.3,13,13
4_9___2__,0,-0.3,1.8,3.8,12,13
8_8___2__,0,-0.5,1.4,3.5,13,14
14_7___2__,0,-0.7,1.5,3.7,12,13
14_8___2__,0,-2.4,-0.1,2.4,12,13
16_7___2__,0,-0.9,1.2,3.2,8,13
16_10___2__,0,-0.1,1.8,3.8,13,19
20_9___2__,0,-2.1,0.3,2.8,10,13
2_7___2__,0,-0.5,1.2,3.0,9,13
2_10___2__,0,-1.1,1.1,3.1,12,13
4_10___2__,0,-0.6,1.3,3.1,12,13
6_8___2__,0,-2.3,0.6,3.3,13,17
6_9___2__,0,-1.4,0.9,3.4,13,14
6_10___2__,0,-1.2,1.2,3.4,13,13
7_10___2__,0,-0.7,1.3,3.2,13,13
8_9___2__,0,-1.5,0.7,2.8,12,13
8_10___2__,0,-0.8,1.6,4.1,13,13
1_3___2__,2,-1.8,2.0,5.8,10,13
7_6___2__,4,-1.6,1.1,3.8,9,13
