bravo3.A5_6    133_[0, 2, 11, 0, 2, 0, 1, 0, 1, 9, 5, 2, 8, 0, 8]    (30)
bravo2.D3_1    132_[0, 0, 4, 11, 0, 1, 3, 6, 4, 0, 6, 5, 0, 0, 0]    (26)
bravo3.D3_8    126_[22, 6, 4, 5, 2, 0, 1, 0, 0, 8, 4, 0, 3, 0, 4]    (25)
bravo2.A4_2    126_[0, 3, 3, 2, 1, 0, 4, 0, 9, 3, 0, 3, 0, 2, 0]    (22)
bravo3.A3_6    124_[5, 1, 2, 11, 2, 1, 7, 1, 3, 1, 8, 2, 4, 3, 3]    (16)
bravo1.D2_15    124_[4, 20, 2, 0, 1, 0, 14, 7, 1, 5, 2, 5, 0, 0, 8]    (4)
bravo1.D3_11    124_[0, 6, 0, 1, 2, 0, 27, 1, 4, 8, 0, 4, 3, 0, 0]    (9)
bravo1.D4_1    124_[0, 5, 2, 3, 0, 2, 5, 6, 0, 2, 0, 3, 2, 1, 13]    (8)
bravo1.D2_13    123_[3, 2, 1, 6, 8, 2, 11, 10, 16, 1, 0, 5, 4, 1, 5]    (12)
bravo3.A4_2    123_[0, 7, 4, 0, 4, 0, 9, 3, 5, 6, 0, 4, 21, 20, 2]    (25)
bravo2.D2_2    122_[6, 2, 22, 2, 2, 7, 0, 7, 1, 3, 10, 4, 3, 0, 2]    (24)
bravo3.D3_5    122_[0, 1, 0, 2, 2, 4, 14, 0, 2, 7, 8, 3, 0, 1, 3]    (20)
bravo1.A3_6    121_[10, 4, 0, 0, 4, 6, 5, 3, 14, 0, 1, 0, 4, 8, 1]    (19)
bravo2.A3_6    121_[5, 1, 5, 8, 2, 0, 3, 0, 3, 0, 0, 1, 3, 2, 11]    (25)
bravo1.A3_16    121_[0, 4, 1, 2, 3, 9, 1, 9, 0, 3, 2, 3, 4, 3, 2]    (18)
bravo2.D1_1    120_[5, 1, 1, 5, 0, 0, 2, 4, 2, 5, 3, 5, 11, 9, 3]    (22)
bravo2.D2_3    120_[5, 0, 4, 1, 9, 5, 0, 5, 1, 2, 3, 0, 7, 1, 1]    (20)
bravo1.A4_8    120_[3, 1, 7, 0, 7, 9, 2, 0, 11, 7, 10, 5, 1, 1, 0]    (30)
bravo3.D2_6    120_[3, 1, 10, 2, 8, 0, 13, 4, 0, 2, 0, 4, 8, 9, 10]    (12)
bravo1.D2_8    120_[1, 10, 2, 23, 2, 2, 2, 2, 0, 0, 2, 6, 1, 5, 5]    (13)
bravo2.A1_4    120_[1, 4, 13, 1, 3, 3, 2, 1, 0, 14, 6, 1, 0, 1, 0]    (11)
bravo1.A3_14    120_[0, 7, 3, 8, 3, 2, 6, 4, 0, 0, 14, 2, 1, 4, 3]    (3)
bravo3.A2_8    119_[11, 4, 7, 3, 0, 8, 13, 0, 2, 4, 4, 6, 0, 2, 5]    (6)
