Date,5_6,9_6,18_8,3_6,10_7,11_6,6_8,11_8,15_7,15_10,1_2,3_10,5_10,12_8,15_2,15_8,18_3,5_9,6_7,7_2
20240718,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1
20240721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
20240723,1,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0
20240725,0,1,2,0,0,0,1,0,1,2,0,0,1,0,0,0,0,2,1,0
20240728,1,0,0,1,1,0,2,2,0,1,1,1,0,0,1,2,1,1,3,0
20240730,1,0,1,0,0,2,1,0,0,0,0,1,2,3,2,0,1,1,0,0
20240801,0,1,2,2,0,0,0,0,0,2,0,0,0,1,0,2,2,1,0,1
20240804,1,0,0,1,1,0,2,0,0,0,3,0,0,1,1,1,2,1,1,1
20240806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20240808,1,0,0,0,0,0,0,0,2,2,0,0,1,1,2,1,2,0,1,0
20240811,0,1,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0
20240813,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
20240815,1,0,3,0,0,3,2,1,1,1,0,1,1,2,3,1,0,0,0,0
20240818,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,2,1
20240820,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,2,0,1
20240822,0,1,1,0,0,3,1,1,0,0,1,1,0,0,2,0,1,1,2,2
20240825,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
20240827,0,1,0,2,2,0,1,1,1,2,1,0,1,0,1,1,0,1,1,1
20240829,0,0,0,0,2,1,2,1,1,0,0,2,1,1,0,1,0,2,0,0
20240901,0,0,0,1,0,0,1,3,1,2,1,2,2,1,1,0,0,1,2,2
20240903,1,2,0,1,0,1,0,0,1,1,1,2,0,2,0,0,1,0,3,1
20240905,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
20240908,0,0,1,3,1,0,0,1,2,1,1,0,1,0,0,0,1,0,0,1
20240910,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
20240912,0,0,0,0,1,1,2,3,0,0,0,1,1,1,0,1,0,1,0,0
20240915,1,0,0,1,3,0,0,1,2,0,2,0,0,1,0,2,1,0,0,3
20240917,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20240919,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,0,1,0,2,0
20240922,0,1,0,0,1,0,0,2,1,1,1,1,0,0,0,2,0,0,1,0
20240924,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
20240926,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
20240929,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
20241006,0,0,1,0,2,1,0,1,0,0,0,1,2,0,1,0,1,1,1,0
