bravo1.A3_13,bravo1.D4_1,bravo3.D1_3,bravo2.A1_4,bravo2.D2_9,bravo1.A3_16,bravo3.A2_4,bravo2.D3_1,bravo2.A6_2,bravo3.A5_1,bravo3.A6_2,bravo2.A2_4,bravo3.A2_5,bravo2.A1_1,bravo3.A1_1,bravo1.D3_11,bravo3.A1_4,bravo2.D2_10,bravo3.D3_8,bravo2.A5_2,bravo1.D3_15,bravo2.A4_6,bravo3.A4_9,bravo1.D2_9,bravo1.D4_3,bravo1.A2_3,bravo2.A4_2,bravo2.A5_6,bravo3.A5_6,bravo1.A3_6,bravo2.D2_3,bravo1.D4_5,bravo2.D3_6,bravo1.D2_2,bravo2.D1_5,bravo1.A3_14,bravo1.D3_16,bravo1.D3_8,bravo1.A2_15,bravo3.D4_5,bravo1.A4_2,bravo2.A2_5,bravo2.D4_6,bravo1.A1_1,bravo2.D1_4,bravo2.D4_2,bravo2.D6_4,bravo3.A4_1,bravo3.D2_6,bravo2.A3_2,bravo3.D3_5,bravo2.D1_1,bravo1.A6_2,bravo1.D3_13,bravo1.D5_6,bravo1.D4_18,bravo2.A5_1,bravo2.D4_10,bravo3.D2_8,bravo3.D6_5,bravo2.A1_9,bravo1.D2_11,bravo1.A3_8,bravo1.D3_14,bravo2.D1_8,bravo3.D1_1,bravo3.A1_5,bravo3.D1_4,bravo1.A2_2,bravo2.A3_8,bravo3.D5_8,bravo2.D5_4,bravo1.A1_4,bravo1.A1_6,bravo1.A5_4,bravo2.A2_9,bravo2.A3_10,bravo2.D1_6,bravo3.A4_6,bravo3.D3_10,bravo3.D4_6,bravo3.A5_5,bravo2.D4_7,bravo1.A4_5,bravo2.D4_1,bravo3.A6_4,bravo2.A4_1,bravo3.A3_8,bravo3.D3_2,bravo1.A4_9,bravo2.A3_5,bravo2.D3_7,bravo3.A3_7,bravo3.D4_2,bravo2.A1_8,bravo2.D1_3,bravo1.A5_1,bravo1.D1_3,bravo2.A6_6,bravo2.D1_7,bravo2.D4_4,bravo2.D6_5,bravo3.A1_6,bravo3.A3_6,bravo3.A5_3,bravo3.D4_4,bravo3.D2_7,bravo3.D2_1,bravo2.A5_8,bravo1.A5_6,bravo1.A2_9,bravo1.A2_12,bravo1.D6_1,bravo2.A3_13,bravo2.D5_5,bravo1.D4_17,bravo1.A2_10,bravo3.D4_7,bravo3.D6_4,bravo1.D3_2,bravo2.D5_7,bravo2.D2_2,bravo3.D4_3,bravo1.A5_2,bravo1.D1_6,bravo3.D5_7,bravo3.D3_4,bravo1.D2_3,bravo1.D4_9,bravo2.A3_6,bravo2.D2_6,bravo3.A2_9,bravo3.D3_13,bravo3.D5_10,bravo1.D1_1,bravo1.D3_23,bravo2.A6_4,bravo1.A1_2,bravo1.D2_6,bravo3.D2_11,bravo2.A1_5,bravo2.A3_9,bravo1.D2_8,bravo1.A6_1,bravo1.A4_8,bravo1.D4_14,bravo3.D1_2,bravo1.D5_3,bravo2.A2_8,bravo3.A3_9,bravo1.A3_19,bravo1.A1_5,bravo2.A5_4,bravo3.D3_7,bravo1.A4_3,bravo1.A3_5,bravo1.D3_20,bravo2.D2_14,bravo2.D5_2,bravo1.A4_4,bravo3.D1_6,bravo1.A3_26,bravo1.A5_12,bravo1.D1_2,bravo2.A3_4,bravo2.A6_1,bravo3.A6_1,bravo3.D4_8,bravo2.A2_1,bravo3.A5_4,bravo3.D3_1,bravo1.A5_3,bravo3.A1_3,bravo3.A3_12,bravo1.D4_16,bravo1.D3_6,bravo1.D3_12,bravo1.D5_5,bravo3.A3_13,bravo3.A4_4,bravo1.A4_16,bravo2.A1_6,bravo2.D5_11,bravo3.A2_8,bravo3.A2_12,bravo2.D4_3,bravo1.A4_23,bravo2.D1_9,bravo1.D5_2,bravo3.D4_1,bravo1.A2_14,bravo2.A2_10,bravo2.D6_7,bravo1.A1_3,bravo2.A2_12,bravo2.D4_5,bravo3.A5_2,bravo3.A4_2,bravo2.D3_15,bravo3.A2_1,bravo3.D6_3,bravo1.D5_12,bravo2.D3_4,bravo2.D3_8,bravo3.D5_3,bravo1.A3_17,bravo1.A4_11,bravo2.A6_3,bravo2.D3_3,bravo3.D6_1,bravo1.A2_8,bravo2.A5_3,bravo2.D2_7,bravo1.D4_19,bravo2.D3_11,bravo1.A3_3,bravo2.D6_6,bravo2.A2_7,bravo2.A2_6,bravo3.A3_3,bravo3.A2_3,bravo3.D6_6,bravo1.D3_3,bravo1.D2_13,bravo3.A3_1,bravo3.A3_2,bravo3.A3_15,bravo3.D2_3,bravo1.A2_4,bravo1.D5_9,bravo3.A6_3,bravo1.A3_24,bravo1.A4_24,bravo2.D3_13,bravo2.D5_3,bravo3.A6_6,bravo1.A3_21,bravo3.D2_2,bravo2.A4_9,bravo2.D3_16,bravo1.A2_13,bravo2.A6_5,bravo1.D3_10,bravo2.D2_8,bravo3.D5_5,bravo1.A3_12,bravo1.D3_1,bravo2.D5_1,bravo2.A1_2,bravo1.A4_6,bravo1.D2_12,bravo1.D2_5,bravo2.A4_5,bravo2.A4_14,bravo3.D2_10,bravo2.A4_10,bravo2.D3_5,bravo2.A5_5,bravo3.A3_5,bravo1.A3_4,bravo1.A3_18,bravo1.D4_10,bravo2.D2_4,bravo1.A2_6,bravo1.A3_23,bravo2.D3_12,bravo2.D6_1,bravo1.D2_15,bravo1.D4_4,bravo3.D1_5,bravo2.D2_1,bravo2.A4_7,bravo2.D3_10,bravo3.A1_2,bravo1.A3_11,bravo1.D5_1,bravo1.D5_4,bravo3.D2_9,bravo1.D4_6,bravo2.D5_8,bravo3.A4_10,bravo3.A4_15,bravo1.A3_10,bravo1.A4_12,bravo1.D1_11,bravo3.A3_4,bravo3.A4_7,bravo1.D2_16,bravo1.D5_10,bravo2.D1_12,bravo3.D6_2,bravo1.A4_1,bravo1.A4_7,bravo1.D2_1,bravo2.A4_4,bravo1.A1_11,bravo1.A4_10,bravo1.A4_19,bravo2.A1_7,bravo2.A2_13,bravo2.D2_11,bravo2.D2_12,bravo2.D4_8,bravo1.A3_7,bravo1.D3_21,bravo2.A3_3,bravo2.D3_2,bravo3.D5_9,bravo1.D5_8,bravo3.A4_14,bravo1.A2_1,bravo1.D1_10,bravo1.A4_14,bravo1.D3_24,bravo3.A2_7,bravo3.A4_3,bravo3.D3_6,bravo1.A2_5,bravo1.D3_9,bravo3.A3_10,bravo1.A3_2,bravo1.A5_7,bravo2.D4_12,bravo1.D4_7,bravo1.D1_4,bravo1.D3_25,bravo2.A1_3,bravo1.D6_2,bravo2.D4_13,bravo2.D4_15,bravo2.D5_10,bravo1.D4_13,bravo1.D3_5,bravo3.D2_4,bravo1.A3_15,bravo2.D3_14,bravo3.A5_7,bravo3.A5_8,bravo3.A2_10,bravo3.D5_4,bravo2.D2_13,bravo1.A2_18,bravo1.D2_18,bravo3.A1_8,bravo3.D5_1,bravo2.A2_3,bravo1.A5_8,bravo1.D4_20,bravo1.D2_21,bravo2.A2_11,bravo3.A4_12,bravo3.D1_8,bravo3.D3_12,bravo1.A4_22,bravo1.A4_13,bravo1.D2_17,bravo2.A1_10,bravo2.A4_8,bravo3.D1_7,bravo3.D5_2,bravo3.D2_12,bravo1.A5_10,bravo1.A2_11,bravo1.D3_19,bravo3.D3_3,bravo2.A4_3,bravo3.D3_14,bravo1.D2_4,bravo1.D5_7,bravo3.A4_8,bravo2.A5_7,bravo2.D6_8,bravo1.D3_17,bravo1.A1_7,bravo1.D2_10,bravo2.A3_7,bravo2.D4_14,bravo1.A1_10,bravo1.D1_7,bravo3.D3_15,bravo1.A3_20,bravo1.D3_7,bravo2.A3_11,bravo3.D6_7,bravo1.A2_21,bravo1.D3_18,bravo1.A2_16,bravo2.A3_12,bravo2.A3_1,bravo2.A5_13,bravo3.A2_2,bravo1.D6_3,bravo1.D4_2,bravo2.A3_15,bravo1.A2_7,bravo1.A2_19,bravo1.D3_4,bravo2.D6_2,bravo1.A2_20,bravo3.D4_14,bravo3.A2_6,bravo1.A4_20,bravo3.D2_5,bravo2.A4_11,bravo3.A6_5,bravo2.D2_5,bravo1.D2_7,bravo3.D4_11,bravo1.A3_1,bravo1.D4_22,bravo3.A1_7,bravo1.A3_25,bravo1.A5_13,bravo1.D1_8,bravo2.A4_12,bravo2.D3_9,bravo2.D5_9,bravo3.A4_5,bravo3.D4_10,bravo2.A4_15,bravo1.A4_26,bravo2.A1_13,bravo1.A5_5,bravo1.D5_11,bravo1.D4_25,bravo1.D6_4,bravo2.A2_2,bravo3.D1_9,bravo1.D2_19,bravo2.A6_7,bravo3.D3_11,bravo1.D4_12,bravo3.D4_9,bravo2.A6_9,bravo1.A3_22,bravo1.D4_23,bravo1.D4_21,bravo1.A4_18,bravo1.D3_27,bravo3.D5_6,bravo1.A3_27,bravo2.A2_15,bravo3.D4_13,bravo1.A4_15,bravo1.A5_16,bravo1.D2_14,bravo3.A5_11,bravo3.A4_11,bravo3.D3_9,bravo1.D1_5,bravo2.A4_16,bravo1.A4_25,bravo1.D3_22,bravo1.D4_26,bravo1.A3_9,bravo1.D4_15,bravo2.D1_10,bravo3.A4_13,bravo3.A2_11,bravo2.A5_9,bravo3.A3_11,bravo1.D3_26,bravo2.A1_11,bravo1.A5_11,bravo1.D2_20,bravo2.A3_16,bravo2.A1_12,bravo3.D5_11,bravo1.A6_3,bravo2.A2_14,bravo2.D1_13,bravo2.A3_14,bravo1.A4_17,bravo1.D1_9,bravo3.A1_9,bravo1.D1_12,bravo2.A3_17,bravo3.D4_12,bravo2.D5_6,bravo3.A3_16,bravo2.D6_3,bravo1.D5_14,bravo2.D6_9,bravo3.D5_12,bravo3.D3_16,bravo1.D4_24,bravo1.A5_15,bravo1.D4_11,bravo3.A3_14,bravo1.A1_9,bravo2.D5_12,bravo2.A5_10,bravo3.D4_16,bravo2.D5_14,bravo3.D4_15,bravo1.D4_27,bravo1.A6_4,bravo2.D3_17,bravo3.A6_8,bravo2.D2_16,bravo3.A5_9,bravo2.D4_11,bravo1.A4_21,bravo3.A5_10,bravo2.A4_13,bravo3.D2_13,bravo1.A5_9,bravo1.D5_16,bravo3.A6_7,bravo2.A2_16,bravo1.A1_8,bravo2.D1_2,bravo1.D4_8,bravo1.A2_17,bravo3.A3_17,bravo1.D1_13,bravo3.D2_14,bravo2.A5_11,bravo1.A1_12,bravo1.D2_22,bravo2.A2_17,bravo3.D6_8,bravo3.D3_17,bravo2.A6_8,bravo2.D6_10,bravo2.D1_11,bravo1.D5_15,bravo1.A5_14,bravo2.A3_18,bravo2.D1_14,bravo1.A5_18,bravo2.D4_9,bravo3.A4_16,bravo3.A6_9,bravo2.A4_17,bravo2.A5_12,bravo1.A5_17,bravo3.A2_14,bravo1.D5_13,bravo1.D3_28,bravo2.A6_10,bravo1.D5_17,bravo3.A5_13,bravo3.A2_13,bravo2.D1_15,bravo1.D6_5,bravo2.D4_16,bravo2.A1_14,bravo1.D1_14,bravo1.A1_14,bravo1.D5_19,bravo3.D4_17,bravo3.D1_10,bravo2.A1_15,bravo2.D2_17,bravo2.D2_15,bravo2.D6_12,bravo3.A1_10,bravo1.A6_7,bravo1.D5_18,bravo2.D5_13,bravo2.A3_19,bravo1.A3_28,bravo2.D6_11,bravo3.D5_13,bravo3.A5_12,bravo1.D1_15,bravo3.A4_17,bravo1.A1_13,bravo1.A6_6,bravo1.D5_20,bravo3.D3_18,bravo1.A2_22,bravo1.A6_8,bravo1.D6_6,bravo1.A5_19,bravo1.A6_5,bravo1.D6_8,bravo2.A5_15,bravo2.D4_17,bravo2.A2_18,bravo2.D1_16,bravo2.A5_14,bravo2.D3_18,bravo1.A4_27,bravo2.A4_18,bravo3.A3_18,bravo2.A6_12,bravo1.A4_28,bravo1.D6_7,bravo3.D6_9,bravo3.A2_15,bravo3.A4_18,bravo1.A5_20,bravo2.D5_15,bravo3.D3_19,bravo3.A3_20,bravo1.A1_15,bravo2.D5_16,bravo2.D2_18,bravo2.A3_20,bravo2.A5_17,bravo3.A3_19,bravo3.A2_16,bravo2.A4_19,bravo2.A6_13,bravo2.D4_18,bravo1.A5_21,bravo1.A6_9,bravo1.A6_10,bravo3.D4_19,bravo2.A1_16,bravo1.D5_21,bravo2.D5_17,bravo3.A4_19,bravo1.A6_11,bravo1.D6_9,bravo1.D6_11,bravo1.D6_10,bravo2.D3_19,bravo2.A6_11,bravo2.D1_17,bravo3.D2_15,bravo1.D6_12,bravo3.D5_15,bravo3.D6_10,bravo2.A1_17,bravo3.A1_11,bravo2.D5_18,bravo2.D2_19,bravo2.D4_19,bravo3.D1_11,bravo1.A2_23,bravo3.D5_14,bravo2.A2_19,bravo2.D6_14,bravo2.D3_20,bravo3.D4_18,bravo2.A5_16,bravo2.A5_18,bravo2.A6_14,bravo2.A4_20,bravo3.A5_15,bravo1.D2_23,bravo1.A1_16,bravo1.D4_28,bravo3.A1_12,bravo3.D1_12,bravo2.A3_21,bravo1.A1_17,bravo2.A2_20,bravo2.D2_20,bravo2.D1_18,bravo2.D6_13,bravo3.A6_11,bravo3.A5_14,bravo1.D1_16,bravo2.A2_22,bravo3.D6_11,bravo2.D2_21,bravo2.A1_19,bravo1.D5_22,bravo2.A2_21,bravo2.A5_19,bravo2.D6_15,bravo3.D3_20,bravo2.D4_20,bravo3.D4_20,bravo1.A6_14,bravo1.A6_12,bravo3.A6_10,bravo2.D3_21,bravo2.D6_16,bravo1.D6_14,bravo3.A3_21,bravo3.D5_16,bravo3.D2_16,bravo3.A4_21,bravo1.A5_22,bravo1.D2_24,bravo1.A6_15,bravo1.D1_17,bravo1.D6_13,bravo2.A6_16,bravo2.D1_19,bravo1.D6_15,bravo1.A2_24,bravo2.A5_20,bravo2.A1_22,bravo2.A1_23,bravo3.D3_21,bravo2.D1_20,bravo2.A1_20,bravo2.A1_21,bravo2.A6_15,bravo2.A6_17,bravo2.D6_17,bravo3.D5_17,bravo2.A4_21,bravo2.A5_21,bravo3.A4_20,bravo3.A5_18,bravo3.A5_16,bravo2.D4_21,bravo1.A6_16,bravo2.D4_22,bravo3.D4_21,bravo1.A6_13,bravo2.A3_22,bravo2.D6_18,bravo3.A5_17,bravo3.D2_17
0,1,33,3,2,0,7,4,0,0,0,5,4,3,3,2,0,7,2,1,0,0,0,11,7,2,2,1,1,14,9,7,6,3,2,0,0,28,12,7,6,4,4,3,3,3,3,3,3,2,2,1,0,0,0,0,0,0,0,0,21,20,12,10,7,7,6,5,3,3,3,2,1,0,0,0,0,0,0,0,0,14,13,10,10,10,6,6,5,4,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,13,11,10,8,8,8,7,6,4,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,19,18,10,9,9,9,6,6,5,4,3,3,1,0,0,0,20,19,12,9,8,7,7,7,7,6,6,5,5,5,4,4,4,4,3,3,3,2,2,2,1,1,1,1,1,1,0,0,0,0,0,21,19,19,10,10,8,8,8,7,7,7,6,4,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0,19,13,12,10,9,7,7,6,5,4,3,2,2,2,2,1,1,1,0,0,0,0,0,28,26,20,19,18,14,13,13,11,10,10,10,9,8,8,7,7,7,7,6,4,3,3,2,2,2,2,1,1,1,1,0,0,0,18,13,9,9,8,7,6,6,5,4,4,4,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,21,17,17,17,14,12,10,9,8,7,7,7,7,6,5,5,5,3,3,3,2,2,2,2,1,1,1,1,0,0,0,14,13,11,11,9,9,8,7,7,7,7,6,4,4,3,3,3,3,3,2,1,1,1,0,0,0,30,28,20,16,16,14,13,12,12,12,11,11,10,8,8,8,8,7,7,7,4,4,4,4,3,3,2,2,2,2,2,1,1,1,0,0,0,33,23,16,11,9,8,7,6,5,2,2,1,1,1,0,0,0,0,0,20,15,12,10,7,7,3,3,3,2,2,2,1,1,1,0,0,11,8,8,7,5,3,3,2,2,1,0,0,0,0,0,21,20,16,12,11,8,7,7,7,7,7,6,4,3,3,2,2,2,2,2,1,0,33,26,20,19,11,9,7,4,3,3,2,1,0,0,21,20,12,10,10,7,6,2,2,1,1,14,12,12,11,9,8,7,5,4,2,2,1,1,1,26,21,19,13,12,10,7,3,0,32,25,10,8,7,4,4,3,0,12,11,3,2,2,18,14,11,10,9,7,4,1,22,14,9,8,7,4,4,3,36,23,12,12,9,7,3,2,2,2,1,0,0,23,16,15,14,10,7,2,19,12,12,2,1,1,0,14,14,14,14,12,10,10,9,2,1,42,23,2,1,1,0,26,24,14,14,2,29,20,18,30,29,26,25,20,19,14,14,12,2,2,52,39,24,24,19,18,5,4,2,2,1,55,43,25,25,25,20,20,14,7,2,84,70,40,38,31,19,17,16,14,2,25,20,18,10,1,56,40,38,36,36,30,30,24,20,16,10,157,91,77,38,30,30,25,25,19,18,18,14,5,2,165,115,114,114,113,81,76,67,65,45,36,20,14,7,5,192,190,172,172,172,157,140,134,128,127,127,127,76,76,76,76,58,52,45,45,45,44,29,5,604,251
8,0,32,2,1,0,6,3,10,0,10,4,3,2,2,1,2,6,1,0,9,0,1,10,6,1,1,0,0,13,8,6,5,2,1,3,8,27,11,6,5,3,3,2,2,2,2,2,2,1,1,0,10,0,8,0,3,2,6,0,20,19,11,9,6,6,5,4,2,2,2,1,0,0,0,0,2,5,0,2,5,13,12,9,9,9,5,5,4,3,2,2,2,2,0,0,7,16,2,6,5,0,12,0,1,13,1,12,10,9,7,7,7,6,5,3,2,2,2,1,1,1,1,0,0,0,0,7,9,0,0,2,2,9,18,17,9,8,8,8,5,5,4,3,2,2,0,1,0,5,19,18,11,8,7,6,6,6,6,5,5,4,4,4,3,3,3,3,2,2,2,1,1,1,0,0,0,0,0,0,1,3,11,0,1,20,18,18,9,9,7,7,7,6,6,6,5,3,2,2,2,1,1,1,1,0,0,0,0,0,2,1,0,18,12,11,9,8,6,6,5,4,3,2,1,1,1,1,0,0,0,0,6,7,3,2,27,25,19,18,17,13,12,12,10,9,9,9,8,7,7,6,6,6,6,5,3,2,2,1,1,1,1,0,0,0,0,2,2,2,17,12,8,8,7,6,5,5,4,3,3,3,2,2,2,2,2,1,1,1,1,0,0,0,0,7,19,1,21,1,6,8,1,20,16,16,16,13,11,9,8,7,6,6,6,6,5,4,4,4,2,2,2,1,1,1,1,0,0,0,0,1,0,0,13,12,10,10,8,8,7,6,6,6,6,5,3,3,2,2,2,2,2,1,0,0,0,3,8,8,29,27,19,15,15,13,12,11,11,11,10,10,9,7,7,7,7,6,6,6,3,3,3,3,2,2,1,1,1,1,1,0,0,0,1,8,2,32,22,15,10,8,7,6,5,4,1,1,0,0,0,13,0,0,1,2,19,14,11,9,6,6,2,2,2,1,1,1,0,0,0,13,7,10,7,7,6,4,2,2,1,1,0,9,3,26,1,6,20,19,15,11,10,7,6,6,6,6,6,5,3,2,2,1,1,1,1,1,0,7,32,25,19,18,10,8,6,3,2,2,1,0,0,0,20,19,11,9,9,6,5,1,1,0,0,13,11,11,10,8,7,6,4,3,1,1,0,0,0,25,20,18,12,11,9,6,2,3,31,24,9,7,6,3,3,2,7,11,10,2,1,1,17,13,10,9,8,6,3,0,21,13,8,7,6,3,3,2,35,22,11,11,8,6,2,1,1,1,0,1,3,22,15,14,13,9,6,1,18,11,11,1,0,0,22,13,13,13,13,11,9,9,8,1,0,41,22,1,0,0,1,25,23,13,13,1,28,19,17,29,28,25,24,19,18,13,13,11,1,1,51,38,23,23,18,17,4,3,1,1,0,54,42,24,24,24,19,19,13,6,1,83,69,39,37,30,18,16,15,13,1,24,19,17,9,0,55,39,37,35,35,29,29,23,19,15,9,156,90,76,37,29,29,24,24,18,17,17,13,4,1,164,114,113,113,112,80,75,66,64,44,35,19,13,6,4,191,189,171,171,171,156,139,133,127,126,126,126,75,75,75,75,57,51,44,44,44,43,28,4,603,250
7,2,31,1,0,2,5,2,9,2,9,3,2,1,1,0,1,5,0,4,8,2,0,9,5,0,0,1,1,12,7,5,4,1,0,2,7,26,10,5,4,2,2,1,1,1,1,1,1,0,0,1,9,2,7,1,2,1,5,8,19,18,10,8,5,5,4,3,1,1,1,0,0,1,4,1,1,4,2,1,4,12,11,8,8,8,4,4,3,2,1,1,1,1,10,0,6,15,1,5,4,1,11,7,0,12,0,11,9,8,6,6,6,5,4,2,1,1,1,0,0,0,0,10,1,2,4,6,8,7,17,1,1,8,17,16,8,7,7,7,4,4,3,2,1,1,0,0,0,4,18,17,10,7,6,5,5,5,5,4,4,3,3,3,2,2,2,2,1,1,1,0,0,0,0,0,3,2,8,0,0,2,10,0,0,19,17,17,8,8,6,6,6,5,5,5,4,2,1,1,1,0,0,0,0,3,2,0,5,9,1,0,1,17,11,10,8,7,5,5,4,3,2,1,0,0,0,0,7,1,0,1,5,6,2,1,26,24,18,17,16,12,11,11,9,8,8,8,7,6,6,5,5,5,5,4,2,1,1,0,0,0,0,3,0,1,0,1,1,1,16,11,7,7,6,5,4,4,3,2,2,2,1,1,1,1,1,0,0,0,0,1,0,11,1,6,18,0,20,0,5,7,0,19,15,15,15,12,10,8,7,6,5,5,5,5,4,3,3,3,1,1,1,0,0,0,0,1,4,8,6,0,3,3,12,11,9,9,7,7,6,5,5,5,5,4,2,2,1,1,1,1,1,0,0,19,0,2,7,7,28,26,18,14,14,12,11,10,10,10,9,9,8,6,6,6,6,5,5,5,2,2,2,2,1,1,0,0,0,0,0,0,10,2,0,7,1,31,21,14,9,7,6,5,4,3,0,0,0,0,6,12,3,1,0,1,18,13,10,8,5,5,1,1,1,0,0,0,14,1,23,12,6,9,6,6,5,3,1,1,0,0,1,8,2,25,0,5,19,18,14,10,9,6,5,5,5,5,5,4,2,1,1,0,0,0,0,0,0,6,31,24,18,17,9,7,5,2,1,1,0,12,6,2,19,18,10,8,8,5,4,0,0,0,8,12,10,10,9,7,6,5,3,2,0,0,0,18,1,24,19,17,11,10,8,5,1,2,30,23,8,6,5,2,2,1,6,10,9,1,0,0,16,12,9,8,7,5,2,0,20,12,7,6,5,2,2,1,34,21,10,10,7,5,1,0,0,0,1,0,2,21,14,13,12,8,5,0,17,10,10,0,16,21,21,12,12,12,12,10,8,8,7,0,33,40,21,0,2,3,0,24,22,12,12,0,27,18,16,28,27,24,23,18,17,12,12,10,0,0,50,37,22,22,17,16,3,2,0,0,21,53,41,23,23,23,18,18,12,5,0,82,68,38,36,29,17,15,14,12,0,23,18,16,8,2,54,38,36,34,34,28,28,22,18,14,8,155,89,75,36,28,28,23,23,17,16,16,12,3,0,163,113,112,112,111,79,74,65,63,43,34,18,12,5,3,190,188,170,170,170,155,138,132,126,125,125,125,74,74,74,74,56,50,43,43,43,42,27,3,602,249
6,1,30,0,0,1,4,1,8,1,8,2,1,0,0,1,0,4,23,3,7,1,6,8,4,1,0,0,0,11,6,4,3,0,4,1,6,25,9,4,3,1,1,0,0,0,0,0,0,0,1,0,8,1,6,0,1,0,4,7,18,17,9,7,4,4,3,2,0,0,0,11,0,0,3,0,0,3,1,0,3,11,10,7,7,7,3,3,2,1,0,0,0,0,9,1,5,14,0,4,3,0,10,6,7,11,1,10,8,7,5,5,5,4,3,1,0,0,0,3,0,7,1,9,0,1,3,5,7,6,16,0,0,7,16,15,7,6,6,6,3,3,2,1,0,0,5,1,8,3,17,16,9,6,5,4,4,4,4,3,3,2,2,2,1,1,1,1,0,0,0,1,3,9,13,2,2,1,7,17,11,1,9,12,0,18,16,16,7,7,5,5,5,4,4,4,3,1,0,0,0,2,3,4,1,2,1,1,4,8,0,7,0,16,10,9,7,6,4,4,3,2,1,0,9,8,1,0,6,0,1,0,4,5,1,0,25,23,17,16,15,11,10,10,8,7,7,7,6,5,5,4,4,4,4,3,1,0,0,3,14,2,9,2,2,0,1,0,0,0,15,10,6,6,5,4,3,3,2,1,1,1,0,0,0,0,0,7,15,6,3,0,7,10,0,5,17,4,19,4,4,6,3,18,14,14,14,11,9,7,6,5,4,4,4,4,3,2,2,2,0,0,0,2,2,9,3,0,3,7,5,6,2,2,11,10,8,8,6,6,5,4,4,4,4,3,1,1,0,0,0,0,0,0,6,18,4,1,6,6,27,25,17,13,13,11,10,9,9,9,8,8,7,5,5,5,5,4,4,4,1,1,1,1,0,0,4,2,9,12,18,1,9,1,15,6,0,30,20,13,8,6,5,4,3,2,1,3,0,14,5,11,2,0,0,0,17,12,9,7,4,4,0,0,0,2,13,18,13,0,22,11,5,8,5,5,4,2,0,0,18,15,0,7,1,24,4,4,18,17,13,9,8,5,4,4,4,4,4,3,1,0,0,2,4,16,4,5,5,5,30,23,17,16,8,6,4,1,0,0,4,11,5,1,18,17,9,7,7,4,3,5,1,11,7,11,9,9,8,6,5,4,2,1,18,4,14,17,0,23,18,16,10,9,7,4,0,1,29,22,7,5,4,1,1,0,5,9,8,0,1,11,15,11,8,7,6,4,1,17,19,11,6,5,4,1,1,0,33,20,9,9,6,4,0,15,1,20,0,1,1,20,13,12,11,7,4,8,16,9,9,14,15,20,20,11,11,11,11,9,7,7,6,4,32,39,20,1,1,2,1,23,21,11,11,8,26,17,15,27,26,23,22,17,16,11,11,9,1,64,49,36,21,21,16,15,2,1,11,8,20,52,40,22,22,22,17,17,11,4,50,81,67,37,35,28,16,14,13,11,15,22,17,15,7,1,53,37,35,33,33,27,27,21,17,13,7,154,88,74,35,27,27,22,22,16,15,15,11,2,35,162,112,111,111,110,78,73,64,62,42,33,17,11,4,2,189,187,169,169,169,154,137,131,125,124,124,124,73,73,73,73,55,49,42,42,42,41,26,2,601,248
