bravo3.A5_6    134_[1, 1, 0, 2, 11, 0, 2, 0, 1, 0, 1, 9, 5, 2, 8]    (22)
bravo2.D3_1    132_[4, 0, 4, 11, 0, 1, 3, 6, 4, 0, 6, 5, 0, 0, 0]    (24)
bravo2.A4_2    127_[2, 0, 0, 3, 3, 2, 1, 0, 4, 0, 9, 3, 0, 3, 0]    (26)
bravo3.D3_8    127_[2, 23, 6, 4, 5, 2, 0, 1, 0, 0, 8, 4, 0, 3, 0]    (13)
bravo3.A3_6    126_[0, 0, 7, 1, 2, 11, 2, 1, 7, 1, 3, 1, 8, 2, 4]    (25)
bravo1.D3_11    125_[2, 1, 6, 0, 1, 2, 0, 27, 1, 4, 8, 0, 4, 3, 0]    (22)
bravo1.D4_1    125_[1, 2, 5, 2, 3, 0, 2, 5, 6, 0, 2, 0, 3, 2, 1]    (4)
bravo1.D2_15    125_[0, 2, 4, 20, 2, 0, 1, 0, 14, 7, 1, 5, 2, 5, 0]    (12)
bravo1.D2_13    124_[3, 3, 2, 1, 6, 8, 2, 11, 10, 16, 1, 0, 5, 4, 1]    (11)
bravo1.A3_16    124_[0, 0, 2, 4, 1, 2, 3, 9, 1, 9, 0, 3, 2, 3, 4]    (3)
bravo3.A4_2    123_[4, 7, 4, 0, 4, 0, 9, 3, 5, 6, 0, 4, 21, 20, 2]    (25)
bravo2.D2_2    123_[2, 7, 2, 22, 2, 2, 7, 0, 7, 1, 3, 10, 4, 3, 0]    (17)
bravo3.D3_5    123_[2, 1, 1, 0, 2, 2, 4, 14, 0, 2, 7, 8, 3, 0, 1]    (8)
bravo2.A3_6    123_[0, 0, 7, 1, 5, 8, 2, 0, 3, 0, 3, 0, 0, 1, 3]    (25)
bravo3.A2_8    122_[0, 0, 0, 12, 4, 7, 3, 0, 8, 13, 0, 2, 4, 4, 6]    (21)
bravo1.A3_6    121_[14, 4, 0, 0, 4, 6, 5, 3, 14, 0, 1, 0, 4, 8, 1]    (7)
bravo2.A1_4    121_[3, 1, 4, 13, 1, 3, 3, 2, 1, 0, 14, 6, 1, 0, 1]    (11)
bravo2.D1_1    121_[1, 1, 5, 1, 1, 5, 0, 0, 2, 4, 2, 5, 3, 5, 11]    (25)
bravo1.A3_14    121_[0, 3, 7, 3, 8, 3, 2, 6, 4, 0, 0, 14, 2, 1, 4]    (18)
bravo2.D2_3    120_[9, 0, 4, 1, 9, 5, 0, 5, 1, 2, 3, 0, 7, 1, 1]    (26)
bravo1.D2_8    120_[5, 10, 2, 23, 2, 2, 2, 2, 0, 0, 2, 6, 1, 5, 5]    (14)
bravo1.A4_8    120_[3, 3, 1, 7, 0, 7, 9, 2, 0, 11, 7, 10, 5, 1, 1]    (22)
bravo3.D2_6    120_[3, 3, 1, 10, 2, 8, 0, 13, 4, 0, 2, 0, 4, 8, 9]    (8)
bravo2.D5_4    120_[2, 11, 0, 3, 0, 2, 4, 4, 8, 0, 0, 3, 8, 3, 5]    (24)
