5: [4.5|6.7|8.7] [7, 6, 4, 6, 7, 5, 6, 6, 7, 10, 6, 8, 8, 7, 10, 8, 8, 6, 6, 7]
16: [4.6|6.9|9.1] [7, 7, 8, 9, 10, 6, 7, 6, 8, 10, 5, 8, 8, 5, 6, 6, 8, 7, 8, 5]
17: [4.6|7.0|9.2] [9, 6, 8, 8, 7, 4, 7, 7, 9, 6, 7, 7, 8, 8, 4, 7, 8, 8, 7, 9]
7: [5.1|7.2|9.3] [9, 5, 8, 8, 10, 8, 8, 8, 8, 7, 5, 5, 5, 6, 9, 6, 9, 5, 9, 7]
9: [5.1|7.2|9.2] [9, 9, 5, 7, 6, 6, 8, 6, 9, 8, 9, 6, 8, 8, 8, 6, 8, 7, 8, 8]
1: [5.2|7.2|9.1] [9, 9, 8, 7, 6, 5, 9, 7, 10, 7, 7, 8, 7, 4, 6, 8, 10, 9, 7, 8]
4: [5.3|7.3|9.2] [10, 8, 6, 4, 7, 5, 6, 7, 8, 7, 8, 7, 8, 8, 8, 9, 7, 8, 10, 6]
10: [5.3|7.4|9.5] [8, 6, 6, 9, 9, 4, 9, 5, 8, 9, 7, 6, 9, 7, 8, 8, 8, 5, 10, 8]
2: [5.6|7.5|9.5] [10, 9, 8, 8, 8, 6, 7, 5, 9, 6, 8, 3, 8, 7, 8, 4, 6, 10, 6, 9]
3: [5.7|7.5|9.4] [10, 8, 9, 9, 9, 8, 5, 6, 10, 7, 9, 9, 6, 8, 5, 6, 8, 7, 8, 8]
6: [5.5|7.6|9.7] [9, 7, 9, 3, 6, 5, 7, 7, 7, 8, 8, 9, 9, 7, 8, 6, 8, 6, 7, 6]
13: [5.6|7.6|9.6] [7, 8, 7, 9, 7, 3, 8, 8, 8, 9, 10, 5, 6, 9, 7, 6, 5, 7, 9, 7]
11: [5.7|7.7|9.6] [6, 7, 9, 7, 10, 6, 9, 4, 7, 8, 6, 5, 9, 9, 10, 8, 8, 6, 6, 7]
18: [5.8|7.7|9.5] [6, 9, 7, 5, 7, 8, 8, 6, 9, 7, 10, 8, 4, 7, 7, 7, 8, 9, 8, 9]
19: [5.9|7.7|9.6] [8, 7, 9, 7, 6, 8, 9, 8, 7, 9, 8, 8, 5, 9, 8, 8, 7, 6, 9, 7]
12: [6.1|8.0|9.6] [8, 8, 7, 9, 8, 5, 7, 8, 7, 8, 7, 7, 5, 9, 7, 8, 9, 9, 7, 8]
15: [6.2|8.0|9.6] [10, 6, 7, 6, 7, 6, 9, 6, 9, 7, 8, 6, 7, 9, 6, 7, 8, 9, 9, 5]
14: [5.7|8.1|10.3] [10, 7, 6, 9, 9, 3, 9, 7, 8, 9, 10, 6, 3, 9, 7, 5, 8, 8, 10, 9]
20: [6.0|8.1|10.0] [9, 8, 7, 9, 10, 5, 8, 7, 6, 8, 8, 8, 10, 10, 9, 8, 7, 4, 8, 9]
8: [6.1|8.2|10.2] [7, 6, 9, 7, 7, 7, 10, 7, 9, 8, 9, 10, 4, 8, 7, 7, 10, 5, 8, 5]
