row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,5,10,23,26,29,32,125,37,27,39,19,49,5,13,3,3,3,8
1_2,1,7,16,17,24,28,93,29,27,31,17,33,6,9,1,7,4,12
1_3,3,10,18,21,25,28,105,31,25,35,15,39,7,8,3,4,3,11
1_4,4,8,14,18,23,28,95,32,24,31,15,32,4,6,4,5,5,9
1_5,4,9,14,18,24,28,97,32,24,33,15,32,5,5,4,6,4,8
1_6,10,14,19,21,25,31,120,41,21,39,11,40,4,5,2,4,6,5
1_7,8,14,20,22,26,30,120,38,22,40,12,42,6,6,2,4,4,8
1_8,5,12,18,22,26,30,113,35,25,38,14,40,7,6,4,4,4,9
1_9,5,13,18,22,27,31,116,36,26,40,14,40,8,5,4,5,4,10
1_10,4,12,19,23,25,31,114,35,27,37,13,42,8,7,4,2,6,5
2_1,7,13,17,21,26,31,115,38,24,39,13,38,6,4,4,5,5,6
2_2,1,10,17,18,27,29,102,30,28,37,17,35,9,7,1,9,2,9
2_3,3,10,16,19,26,30,104,33,27,36,16,35,7,6,3,7,4,10
2_4,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,9
2_5,4,9,14,18,24,28,97,32,24,33,15,32,5,5,4,6,4,8
2_6,7,8,12,19,25,30,101,37,23,33,17,31,1,4,7,6,5,7
2_7,5,7,10,17,24,29,92,34,24,31,17,27,2,3,7,7,5,9
2_8,5,8,10,15,23,29,90,34,24,31,15,25,3,2,5,8,6,9
2_9,3,8,9,14,23,28,85,31,25,31,15,23,5,1,5,9,5,10
2_10,3,5,10,18,24,30,90,33,27,29,19,28,2,5,8,6,6,7
3_1,3,9,19,23,25,30,109,33,27,34,16,42,6,10,4,2,5,9
3_2,1,6,13,16,22,26,84,27,25,28,16,29,5,7,3,6,4,11
3_3,3,8,15,19,25,29,99,32,26,33,17,34,5,7,4,6,4,9
3_4,5,9,14,18,22,27,95,32,22,31,13,32,4,5,4,4,5,10
3_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
3_6,10,13,17,22,27,30,119,40,20,40,14,39,3,4,5,5,3,1
3_7,10,13,17,21,27,29,117,39,19,40,14,38,3,4,4,6,2,2
3_8,7,11,15,18,25,28,104,35,21,36,14,33,4,4,3,7,3,3
3_9,8,10,14,17,27,29,105,37,21,37,17,31,2,4,3,10,2,6
3_10,5,10,14,17,26,30,102,35,25,36,16,31,5,4,3,9,4,4
4_1,7,13,20,22,28,29,119,36,22,41,15,42,6,7,2,6,1,8
4_2,2,8,19,18,23,29,99,31,27,31,15,37,6,11,-1,5,6,9
4_3,3,9,19,20,24,28,103,31,25,33,15,39,6,10,1,4,4,9
4_4,4,9,14,18,23,27,95,31,23,32,14,32,5,5,4,5,4,9
4_5,5,9,14,19,24,28,99,33,23,33,15,33,4,5,5,5,4,8
4_6,8,11,17,23,29,32,120,40,24,40,18,40,3,6,6,6,3,3
4_7,6,9,15,21,28,32,111,38,26,37,19,36,3,6,6,7,4,4
4_8,4,8,13,18,26,32,101,36,28,34,18,31,4,5,5,8,6,4
4_9,4,7,14,18,26,31,100,35,27,33,19,32,3,7,4,8,5,6
4_10,4,8,14,19,26,31,102,35,27,34,18,33,4,6,5,7,5,6
5_1,6,14,22,24,24,27,117,33,21,38,10,46,8,8,2,0,3,12
5_2,2,7,12,16,25,30,92,32,28,32,18,28,5,5,4,9,5,9
5_3,3,10,17,19,25,30,104,33,27,35,15,36,7,7,2,6,5,12
5_4,4,9,14,18,24,28,97,32,24,33,15,32,5,5,4,6,4,10
5_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
5_6,13,16,22,26,28,34,139,47,21,44,12,48,3,6,4,2,6,5
5_7,12,13,18,24,27,34,128,46,22,40,14,42,1,5,6,3,7,6
5_8,6,9,14,19,25,31,104,37,25,34,16,33,3,5,5,6,6,6
5_9,6,8,13,19,27,32,105,38,26,35,19,32,2,5,6,8,5,8
5_10,5,7,16,19,26,30,103,35,25,33,19,35,2,9,3,7,4,7
6_1,4,11,22,24,27,31,119,35,27,38,16,46,7,11,2,3,4,14
6_2,0,6,13,15,23,28,85,28,28,29,17,28,6,7,2,8,5,9
6_3,2,8,18,19,24,30,101,32,28,32,16,37,6,10,1,5,6,10
6_4,4,8,14,17,22,28,93,32,24,30,14,31,4,6,3,5,6,9
6_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
6_6,8,14,20,25,29,31,127,39,23,43,15,45,6,6,5,4,2,6
6_7,5,8,14,21,27,29,104,34,24,35,19,35,3,6,7,6,2,5
6_8,4,7,12,18,25,28,94,32,24,32,18,30,3,5,6,7,3,4
6_9,3,7,12,18,25,29,94,32,26,32,18,30,4,5,6,7,4,5
6_10,3,8,14,19,28,31,103,34,28,36,20,33,5,6,5,9,3,6
7_1,5,17,24,25,29,31,131,36,26,46,12,49,12,7,1,4,2,10
7_2,2,6,15,17,24,24,88,26,22,30,18,32,4,9,2,7,0,9
7_3,4,9,19,20,25,27,104,31,23,34,16,39,5,10,1,5,2,10
7_4,4,8,15,17,23,28,95,32,24,31,15,32,4,7,2,6,5,10
7_5,4,8,14,18,23,28,95,32,24,31,15,32,4,6,4,5,5,9
7_6,9,12,20,24,31,32,128,41,23,43,19,44,3,8,4,7,1,4
7_7,11,14,19,25,31,32,132,43,21,45,17,44,3,5,6,6,1,5
7_8,11,12,17,23,29,32,124,43,21,41,17,40,1,5,6,6,3,6
7_9,6,8,15,21,27,30,107,36,24,35,19,36,2,7,6,6,3,8
7_10,8,11,17,21,29,31,117,39,23,40,18,38,3,6,4,8,2,5
8_1,8,11,19,23,27,29,117,37,21,38,16,42,3,8,4,4,2,9
8_2,4,12,19,21,25,30,111,34,26,37,13,40,8,7,2,4,5,9
8_3,4,10,20,23,25,29,111,33,25,35,15,43,6,10,3,2,4,11
8_4,5,8,13,18,22,28,94,33,23,30,14,31,3,5,5,4,6,10
8_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
8_6,5,11,13,19,26,30,104,35,25,37,15,32,6,2,6,7,4,8
8_7,4,9,12,18,25,30,98,34,26,34,16,30,5,3,6,7,5,6
8_8,2,8,13,19,25,29,96,31,27,33,17,32,6,5,6,6,4,3
8_9,2,9,14,19,25,30,99,32,28,34,16,33,7,5,5,6,5,4
8_10,3,7,13,19,24,30,96,33,27,31,17,32,4,6,6,5,6,5
9_1,4,12,18,22,27,32,115,36,28,39,15,40,8,6,4,5,5,8
9_2,1,8,17,18,25,30,99,31,29,33,17,35,7,9,1,7,5,9
9_3,2,8,18,21,26,31,106,33,29,34,18,39,6,10,3,5,5,10
9_4,5,9,13,17,22,28,94,33,23,31,13,30,4,4,4,5,6,10
9_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
9_6,7,16,17,22,28,32,122,39,25,44,12,39,9,1,5,6,4,6
9_7,5,13,16,22,28,30,114,35,25,41,15,38,8,3,6,6,2,8
9_8,4,10,13,18,26,29,100,33,25,36,16,31,6,3,5,8,3,7
9_9,3,10,15,20,27,30,105,33,27,37,17,35,7,5,5,7,3,8
9_10,3,10,17,22,26,29,107,32,26,36,16,39,7,7,5,4,3,7
10_1,8,13,19,21,26,31,118,39,23,39,13,40,5,6,2,5,5,12
10_2,1,7,15,18,25,29,95,30,28,32,18,33,6,8,3,7,4,8
10_3,3,10,18,21,25,29,106,32,26,35,15,39,7,8,3,4,4,11
10_4,5,8,13,16,21,26,89,31,21,29,13,29,3,5,3,5,5,10
10_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
10_6,5,8,17,20,25,31,106,36,26,33,17,37,3,9,3,5,6,7
10_7,4,5,15,17,23,30,94,34,26,28,18,32,1,10,2,6,7,7
10_8,3,5,13,15,22,29,87,32,26,27,17,28,2,8,2,7,7,7
10_9,3,4,13,14,24,30,88,33,27,28,20,27,1,9,1,10,6,8
10_10,3,4,14,16,25,29,91,32,26,29,21,30,1,10,2,9,4,7
11_1,4,10,19,22,26,29,110,33,25,36,16,41,6,9,3,4,3,11
11_2,3,6,14,17,25,28,93,31,25,31,19,31,3,8,3,8,3,8
11_3,5,10,18,21,25,29,108,34,24,35,15,39,5,8,3,4,4,11
11_4,4,9,13,17,22,27,92,31,23,31,13,30,5,4,4,5,5,10
11_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
11_6,6,13,14,19,26,30,108,36,24,39,13,33,7,1,5,7,4,5
