Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240204,24015,8,15,3,2,2,27,18,2,96,33,27,28,12,35,5,9,1,2,10,4,9,15,15
20240206,24016,12,11,3,0,3,39,7,1,128,40,26,44,20,44,5,8,4,8,1,2,8,4,8
20240206,100_1,4,15,10,2,1,30,18,0,117,35,16,42,7,41,8,2,1,3,2,4,8,7,8
20240206,100_2,4,13,8,2,1,32,17,0,116,37,17,41,9,41,7,2,3,2,2,3,7,5,10
20240206,100_3,1,15,7,1,0,27,19,0,121,37,22,40,10,43,8,4,3,1,4,4,5,6,10
20240206,100_4,2,15,7,3,1,31,15,0,140,44,19,47,9,49,5,6,2,0,5,3,7,8,7
20240206,100_5,5,14,4,0,1,29,17,0,123,41,23,38,12,42,4,7,2,2,7,3,6,6,10
20240206,200_1,1,16,9,5,0,26,21,2,111,34,22,34,11,38,6,5,2,2,5,3,7,2,10
20240206,200_2,4,16,6,1,1,29,16,2,115,35,21,36,10,41,5,5,2,1,5,3,6,6,9
20240206,200_3,9,11,3,0,3,29,13,2,115,35,19,38,7,39,7,3,0,3,4,2,0,9,7
20240206,200_4,12,10,2,0,1,28,17,2,115,36,21,38,6,40,9,3,0,2,5,2,1,11,5
20240206,200_5,14,8,0,0,1,29,16,3,113,36,22,37,8,39,7,3,0,3,6,1,-1,11,5
20240206,300_1,5,17,7,2,1,21,22,3,117,37,23,38,9,41,8,5,1,2,6,4,6,7,8
20240206,300_2,5,18,6,2,1,24,20,3,109,35,24,36,10,38,7,4,3,2,6,3,5,6,8
20240206,300_3,5,18,6,3,0,25,20,3,107,33,24,36,12,38,7,3,6,1,4,3,5,9,11
20240206,300_4,3,17,10,4,1,24,22,2,135,41,21,47,7,46,9,2,2,2,4,3,7,8,8
20240206,300_5,5,17,8,3,0,25,22,2,125,39,22,42,8,43,8,2,3,2,5,2,7,10,9
