row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,5,14,19,21,27,30,116,35,25,41,13,40,9,5,2,6,3,9
1_2,4,7,13,18,26,29,97,33,25,33,19,31,3,6,5,8,3,11
1_3,3,7,14,19,25,28,96,31,25,32,18,33,4,7,5,6,3,11
1_4,4,8,13,19,25,28,97,32,24,33,17,32,4,5,6,6,3,8
1_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
1_6,1,5,13,19,25,29,92,30,28,30,20,32,4,8,6,6,4,2
1_7,3,6,13,19,24,29,94,32,26,30,18,32,3,7,6,5,5,3
1_8,2,4,16,22,26,29,99,31,27,30,22,38,2,12,6,4,3,5
1_9,3,5,15,20,22,26,91,29,23,27,17,35,2,10,5,2,4,8
1_10,4,6,15,19,22,27,93,31,23,28,16,34,2,9,4,3,5,9
2_1,1,9,14,21,23,28,96,29,27,32,14,35,8,5,7,2,5,8
2_2,3,6,13,18,24,29,93,32,26,30,18,31,3,7,5,6,5,10
2_3,2,7,14,20,25,29,97,31,27,32,18,34,5,7,6,5,4,13
2_4,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
2_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
2_6,6,11,15,18,20,28,98,34,22,31,9,33,5,4,3,2,8,5
2_7,5,10,15,17,19,26,92,31,21,29,9,32,5,5,2,2,7,5
2_8,6,10,15,18,19,26,94,32,20,29,9,33,4,5,3,1,7,5
2_9,6,9,15,18,19,26,93,32,20,28,10,33,3,6,3,1,7,6
2_10,6,9,16,19,20,25,95,31,19,29,11,35,3,7,3,1,5,7
3_1,3,11,14,19,28,31,106,34,28,39,17,33,8,3,5,9,3,6
3_2,5,7,11,18,26,28,95,33,23,33,19,29,2,4,7,8,2,11
3_3,3,6,13,19,25,28,94,31,25,31,19,32,3,7,6,6,3,9
3_4,4,8,14,20,25,29,100,33,25,33,17,34,4,6,6,5,4,6
3_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,7
3_6,3,7,11,16,18,25,80,28,22,25,11,27,4,4,5,2,7,6
3_7,4,8,16,19,24,30,101,34,26,32,16,35,4,8,3,5,6,8
3_8,3,7,15,20,23,28,96,31,25,30,16,35,4,8,5,3,5,7
3_9,4,7,14,17,21,26,89,30,22,28,14,31,3,7,3,4,5,9
3_10,3,6,15,20,22,26,92,29,23,28,16,35,3,9,5,2,4,8
4_1,4,14,18,22,28,29,115,33,25,42,14,40,10,4,4,6,1,9
4_2,3,9,16,19,26,29,102,32,26,35,17,35,6,7,3,7,3,10
4_3,3,8,14,19,25,29,98,32,26,33,17,33,5,6,5,6,4,11
4_4,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,7
4_5,5,9,14,19,24,28,99,33,23,33,15,33,4,5,5,5,4,8
4_6,5,10,16,20,21,24,96,29,19,31,11,36,5,6,4,1,3,5
4_7,6,11,16,21,22,27,103,33,21,33,11,37,5,5,5,1,5,6
4_8,5,10,17,19,21,25,97,30,20,31,11,36,5,7,2,2,4,5
4_9,6,9,17,18,20,25,95,31,19,29,11,35,3,8,1,2,5,9
4_10,5,9,17,18,21,28,98,33,23,30,12,35,4,8,1,3,7,8
5_1,4,12,16,20,27,28,107,32,24,39,15,36,8,4,4,7,1,3
5_2,6,12,16,20,24,29,107,35,23,36,12,36,6,4,4,4,5,8
5_3,5,8,15,19,24,29,100,34,24,32,16,34,3,7,4,5,5,9
5_4,4,8,15,19,25,29,100,33,25,33,17,34,4,7,4,6,4,7
5_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
5_6,2,4,10,16,19,22,73,24,20,23,15,26,2,6,6,3,3,9
5_7,5,6,11,16,20,25,83,30,20,26,14,27,1,5,5,4,5,8
5_8,5,8,13,17,20,26,89,31,21,28,12,30,3,5,4,3,6,5
5_9,5,8,14,17,19,25,88,30,20,27,11,31,3,6,3,2,6,5
5_10,4,8,14,18,21,26,91,30,22,29,13,32,4,6,4,3,5,5
