Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20250102,25001,16,0,0,0,4,15,1,0,95,35,31,25,19,35,1,14,1,4,11,0,0,16,16
20250105,25002,2,7,4,2,0,13,6,1,97,35,17,34,10,28,3,1,2,7,4,2,2,11,6
20250105,100_1,5,4,3,0,2,15,1,0,83,27,25,24,14,26,4,5,4,4,8,2,5,11,11
20250105,100_2,0,8,6,1,1,11,6,1,95,27,20,30,12,33,6,5,1,3,3,2,4,13,11
20250105,100_3,0,8,6,1,0,12,5,0,93,28,21,31,12,33,6,4,2,4,4,2,5,11,9
20250105,100_4,1,6,4,1,0,14,4,0,85,28,22,30,16,30,4,5,5,4,3,2,4,9,8
20250105,100_5,1,5,4,1,0,15,3,0,80,27,21,28,17,29,3,4,7,4,1,2,4,7,7
20250105,200_1,7,4,2,0,3,14,2,0,81,30,27,27,14,25,5,1,7,4,7,1,1,11,16
20250105,200_2,2,5,4,2,1,13,4,0,91,28,22,32,12,33,7,3,6,3,2,2,2,14,13
20250105,200_3,1,6,5,2,0,13,5,0,93,30,23,33,15,31,6,3,5,6,1,2,2,14,13
20250105,200_4,1,6,4,2,1,14,4,0,85,29,23,31,14,26,6,1,7,6,2,2,2,10,11
20250105,200_5,1,6,5,1,1,14,4,0,78,28,23,28,15,24,4,0,10,5,3,2,4,8,8
20250105,300_1,10,2,2,0,2,15,1,0,95,32,28,29,12,33,5,8,0,4,9,0,1,15,15
20250105,300_2,2,5,4,0,0,11,7,0,100,29,25,36,11,34,10,3,1,6,3,2,4,13,12
20250105,300_3,1,7,4,0,1,12,6,0,94,27,23,36,12,30,9,2,2,7,0,2,3,12,9
20250105,300_4,1,7,4,0,1,11,7,0,98,30,24,36,14,31,7,3,3,7,1,2,3,10,8
20250105,300_5,1,5,4,0,1,11,6,0,85,26,22,31,15,28,6,2,6,5,1,3,4,7,9
