key,gap,pro1,pro2,pro3,range1,range2
8_6___1__,0,-1.4,0.6,2.7,6,7
2_7___1__,1,-1.3,0.6,2.4,4,7
2_8___1__,1,-1.7,0.1,2.0,2,7
10_8___1__,0,-0.4,1.1,2.8,5,7
16_9___1__,1,-0.7,1.3,3.3,1,7
2_10___1__,1,-1.2,1.0,3.0,2,7
4_6___1__,1,-1.2,0.8,2.8,3,7
4_7___1__,2,-1.3,0.6,2.4,5,7
16_10___1__,1,-1.0,0.9,2.8,2,7
2_6___1__,4,-1.5,0.9,3.3,3,7
7_6___1__,0,-1.6,0.6,2.9,4,7
8_7___1__,0,-1.3,0.7,2.9,7,7
8_8___1__,0,-1.2,0.8,2.6,4,7
9_1___1__,1,-0.8,1.2,3.4,7,9
10_6___1__,2,-0.7,1.1,2.8,6,7
10_7___1__,1,0.8,2.6,4.4,6,7
11_6___1__,2,-1.2,0.9,2.9,6,7
11_7___1__,2,-1.2,0.8,2.7,7,8
11_8___1__,2,0.2,2.2,4.6,6,7
14_7___1__,2,-1.9,0.8,3.5,5,7
17_2___1__,1,-1.3,1.6,4.4,4,7
17_1___1__,1,-0.4,2.1,4.2,7,8
1_8___1__,1,0.0,2.5,5.2,4,7
3_10___1__,1,-0.7,2.2,4.8,3,7
4_1___1__,3,-1.3,1.1,3.5,7,10
4_9___1__,2,-1.6,1.3,4.3,1,7
5_3___1__,1,-0.5,2.3,5.5,5,7
5_10___1__,1,-1.7,0.9,3.5,4,7
6_2___1__,3,-0.2,2.1,4.4,6,7
6_3___1__,3,-1.9,1.2,4.3,5,7
7_3___1__,1,-1.2,1.9,5.0,7,8
8_2___1__,3,-0.1,2.1,4.3,4,7
8_3___1__,1,-1.9,1.5,4.7,5,7
10_3___1__,3,-1.1,1.4,4.1,5,7
13_3___1__,3,-1.1,1.4,4.0,7,7
13_7___1__,4,-0.4,1.8,4.2,7,7
15_3___1__,1,-2.4,0.7,3.8,5,7
19_3___1__,3,-1.5,1.5,4.6,6,7
1_1___1__,3,-1.7,0.6,3.1,7,9
1_10___1__,1,0.3,2.6,5.0,4,7
16_6___2__,0,-1.6,1.1,3.7,8,8
2_6___2__,0,-0.4,1.7,4.0,8,13
5_9___2__,0,-2.0,0.1,2.3,5,8
1_3___2__,0,-1.7,1.8,5.1,8,9
2_9___2__,0,-0.5,1.5,3.4,7,8
4_2___2__,0,-0.9,1.4,3.8,8,14
4_3___2__,0,-0.7,1.9,4.4,8,11
8_8___2__,0,-0.9,1.2,3.0,6,8
14_1___2__,0,-2.6,0.2,3.0,8,12
17_3___2__,0,-1.8,0.9,3.4,8,10
2_8___2__,0,-0.2,1.7,3.7,8,11
2_10___2__,0,-0.9,1.1,3.4,6,8
5_1___2__,0,-1.4,1.9,5.0,8,12
5_7___2__,0,-0.3,1.7,3.6,8,9
5_8___2__,0,-0.8,1.4,3.6,5,8
8_2___2__,0,0.1,2.3,4.5,8,11
14_10___2__,0,-1.4,1.0,3.6,4,8
16_2___2__,0,-1.4,1.1,3.7,8,14
16_8___2__,0,-1.0,1.4,4.1,6,8
16_10___2__,0,-0.8,1.0,2.9,5,8
1_6___2__,1,-0.5,3.3,7.2,8,9
1_8___2__,1,-1.3,1.4,4.1,8,10
15_7___2__,1,-0.1,2.0,4.2,8,10
1_7___2__,1,-0.8,1.9,4.7,8,8
2_1___2__,1,-1.2,1.7,4.5,8,13
3_6___2__,0,0.2,2.3,4.5,7,8
9_7___2__,11,-1.1,1.3,3.7,8,10
13_3___2__,1,-0.4,2.8,5.5,8,13
15_6___2__,1,-0.5,2.1,4.7,8,11
18_3___2__,1,-1.4,1.8,5.3,8,10
18_6___2__,1,-1.4,1.4,4.0,8,10
1_9___2__,1,0.2,2.7,5.1,8,9
3_8___2__,0,-0.3,1.8,3.8,8,10
3_10___2__,0,-1.4,1.1,3.5,8,8
4_8___2__,0,-1.2,1.0,3.2,8,8
4_10___2__,0,-0.1,1.7,3.5,4,8
6_6___2__,1,-0.4,1.8,3.9,8,8
9_6___2__,1,-0.0,2.3,4.9,8,10
9_8___2__,9,-1.6,1.2,3.9,6,8
9_9___2__,0,-1.6,0.9,3.2,6,8
8_8___3__,1,-0.7,1.0,2.7,9,16
8_6___3__,0,-0.7,1.1,2.9,16,16
13_6___3__,1,-0.5,1.2,3.0,16,16
4_6___3__,0,-0.3,1.5,3.4,10,16
19_1___3__,1,-1.7,0.7,3.1,16,17
2_7___3__,2,-1.8,0.4,2.7,15,16
8_7___3__,1,-1.1,0.6,2.7,16,17
10_7___3__,0,-1.5,0.5,2.5,13,16
12_6___3__,0,-1.4,1.1,3.4,11,16
16_7___3__,1,-1.1,0.9,2.9,12,16
17_6___3__,1,-0.8,0.9,2.6,14,16
2_6___3__,2,-0.7,0.9,2.5,13,16
2_8___3__,1,-0.7,1.0,2.8,14,16
6_10___3__,1,-0.5,1.3,2.9,9,16
7_1___3__,1,0.2,2.1,3.9,16,18
8_9___3__,1,-1.2,0.8,2.8,6,16
10_9___3__,1,-0.6,1.1,2.9,10,16
12_1___3__,0,0.3,2.4,4.6,16,22
12_2___3__,0,-0.9,1.3,3.4,16,21
12_7___3__,0,-1.2,0.5,2.5,9,16
1_6___3__,2,-1.6,1.7,4.7,12,16
1_3___3__,2,-1.6,1.2,4.1,14,16
1_8___3__,1,0.5,3.0,5.5,10,16
3_9___3__,2,-0.4,1.7,3.6,9,16
4_9___3__,1,-1.0,1.4,3.7,8,16
4_10___3__,1,0.0,2.1,4.1,9,16
6_3___3__,1,-1.3,1.3,3.8,15,16
9_3___3__,1,-0.3,2.0,4.4,16,16
11_9___3__,2,-0.4,1.3,3.2,12,16
11_10___3__,1,0.1,2.2,4.0,10,16
15_7___3__,2,-0.9,1.3,3.5,15,16
15_9___3__,2,-1.2,1.1,3.3,11,16
1_1___3__,1,-0.3,2.1,4.5,16,19
3_10___3__,1,-0.0,1.9,3.7,10,16
4_3___3__,2,-1.0,1.7,4.4,16,16
5_3___3__,1,-1.0,1.5,4.0,15,16
6_2___3__,2,-0.6,1.5,3.7,16,19
11_3___3__,0,-0.3,1.9,4.0,16,16
12_10___3__,1,-0.8,1.4,3.5,9,16
13_1___3__,1,-0.5,1.9,4.6,16,22
11_7___4__,0,-1.5,0.7,2.8,18,22
6_9___4__,0,-0.7,1.5,3.6,15,18
7_2___4__,0,-0.8,1.1,3.1,18,23
8_1___4__,3,-1.0,1.3,3.6,18,19
13_7___4__,2,-0.9,1.3,3.6,18,20
16_7___4__,0,-0.7,1.9,4.5,17,18
16_8___4__,0,-1.6,0.3,2.3,18,18
1_2___4__,0,-0.1,2.1,4.6,18,23
4_6___4__,0,-0.6,1.7,3.8,18,19
4_7___4__,0,-1.5,0.9,2.9,18,21
6_10___4__,0,0.3,2.5,4.7,15,18
8_10___4__,0,-0.1,2.2,4.5,13,18
10_7___4__,0,-1.8,0.9,3.4,18,21
10_10___4__,0,-0.7,1.6,3.7,16,18
12_1___4__,0,-1.1,1.4,3.9,18,24
13_8___4__,2,-0.6,1.3,3.3,16,18
14_2___4__,1,-0.7,1.5,3.6,18,21
15_3___4__,0,-0.2,2.5,5.0,18,19
15_6___4__,0,-0.1,1.7,3.6,18,23
17_7___4__,0,-0.6,1.6,3.8,18,23
1_6___4__,4,0.6,4.1,7.7,16,18
4_2___4__,4,-0.8,1.5,3.8,18,24
14_9___4__,4,-0.5,2.0,4.5,11,18
1_10___4__,2,-1.6,1.3,4.3,13,18
2_6___4__,4,-0.1,2.3,4.7,17,18
2_10___4__,4,-0.3,1.8,3.8,15,18
5_1___4__,4,-0.3,2.1,4.2,18,22
5_7___4__,2,-0.3,1.6,3.7,18,19
7_7___4__,0,-1.0,1.3,3.6,18,20
11_9___4__,4,-0.2,1.8,4.1,18,18
13_9___4__,4,-0.5,1.8,3.9,14,18
14_8___4__,0,-0.5,2.0,4.3,9,18
14_10___4__,4,-1.0,1.7,4.4,13,18
17_1___4__,0,-0.0,2.0,4.0,18,22
19_9___4__,4,-0.7,1.2,3.2,18,19
1_1___4__,1,-1.8,0.9,3.6,18,23
2_7___4__,2,-0.8,1.4,3.7,18,18
2_8___4__,0,-0.4,1.8,4.1,18,18
2_9___4__,0,-0.8,1.1,3.1,16,18
4_1___4__,4,-0.7,1.6,4.2,18,25
3_7___5__,0,-0.8,1.1,3.3,25,25
20_7___5__,0,-1.1,1.6,4.2,24,25
3_6___5__,0,-0.5,1.3,3.3,22,25
6_7___5__,0,-0.5,2.1,4.7,20,25
8_7___5__,0,0.3,2.5,4.5,24,25
3_8___5__,0,-0.9,1.1,3.3,23,25
4_6___5__,0,-0.8,1.7,4.5,23,25
5_6___5__,0,-1.0,1.4,3.9,21,25
5_8___5__,0,-0.6,1.5,3.7,17,25
9_1___5__,0,-1.2,1.6,4.3,25,25
