2: [3.2|5.7|7.9] [6, 5, 8, 3, 7, 8, 9, 9, 9, 9, 3, 5, 8, 6, 8, 7, 9, 9, 6, 8]
15: [4.3|5.9|7.7] [7, 9, 4, 7, 7, 7, 5, 9, 7, 9, 5, 8, 8, 5, 8, 6, 7, 9, 4, 7]
9: [4.5|6.2|8.0] [7, 5, 7, 6, 7, 6, 8, 8, 6, 8, 7, 9, 8, 3, 7, 6, 6, 8, 10, 6]
10: [4.4|6.6|8.7] [6, 8, 8, 7, 7, 6, 7, 9, 9, 7, 3, 6, 7, 2, 9, 7, 5, 7, 9, 5]
12: [4.7|6.7|8.8] [7, 8, 9, 7, 8, 6, 8, 10, 5, 8, 9, 9, 4, 3, 8, 8, 7, 10, 7, 7]
6: [4.8|6.7|8.7] [7, 6, 8, 6, 7, 5, 8, 9, 5, 9, 4, 7, 8, 5, 9, 6, 6, 9, 6, 5]
4: [5.1|6.8|8.5] [8, 7, 7, 7, 8, 8, 7, 7, 8, 9, 7, 8, 8, 6, 9, 7, 5, 6, 6, 8]
17: [4.8|7.0|9.0] [5, 6, 6, 5, 10, 8, 7, 6, 7, 7, 9, 7, 9, 5, 7, 5, 7, 7, 4, 4]
18: [5.0|7.2|9.4] [8, 4, 5, 7, 7, 9, 7, 9, 9, 9, 4, 7, 4, 5, 9, 5, 9, 8, 10, 5]
20: [5.3|7.2|9.2] [9, 6, 5, 8, 6, 5, 9, 9, 8, 7, 7, 7, 9, 6, 6, 8, 7, 9, 7, 6]
3: [5.3|7.3|9.2] [8, 7, 9, 7, 7, 7, 7, 9, 5, 7, 5, 5, 7, 5, 7, 7, 8, 7, 7, 6]
8: [5.3|7.4|9.2] [6, 8, 8, 7, 8, 6, 10, 9, 6, 7, 7, 6, 8, 4, 6, 8, 7, 8, 6, 8]
13: [5.4|7.4|9.7] [7, 9, 6, 7, 7, 9, 7, 8, 7, 8, 8, 5, 9, 5, 10, 4, 7, 9, 6, 7]
7: [5.5|7.4|9.2] [7, 5, 8, 7, 6, 6, 6, 7, 8, 7, 7, 7, 6, 6, 9, 7, 7, 8, 5, 7]
11: [5.5|7.4|9.5] [3, 7, 9, 4, 9, 7, 7, 9, 6, 9, 8, 6, 10, 3, 7, 10, 6, 7, 8, 8]
1: [5.4|7.5|9.6] [5, 7, 10, 8, 7, 6, 7, 8, 6, 9, 7, 7, 6, 5, 10, 8, 6, 9, 7, 6]
19: [5.9|7.7|9.4] [9, 5, 8, 4, 9, 8, 6, 6, 8, 7, 8, 4, 9, 7, 7, 9, 7, 6, 6, 9]
14: [5.7|7.8|10.0] [7, 9, 7, 4, 7, 8, 7, 10, 6, 6, 8, 8, 4, 5, 10, 7, 8, 8, 7, 6]
5: [6.0|7.9|9.8] [8, 7, 5, 5, 6, 7, 10, 9, 8, 8, 7, 8, 10, 4, 10, 9, 7, 8, 5, 7]
16: [6.2|8.0|10.0] [7, 9, 8, 5, 6, 9, 8, 8, 5, 7, 8, 6, 7, 8, 8, 5, 8, 10, 8, 8]
