Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240328,24034,8,16,9,3,0,24,24,2,94,33,29,30,12,31,7,3,7,2,10,4,15,4,9
20240331,24035,12,8,2,1,6,30,13,1,97,37,27,29,15,31,2,7,3,5,10,4,8,6,8
20240331,100_1,7,14,7,3,1,26,18,2,80,31,26,28,12,23,5,0,5,6,8,3,12,3,9
20240331,100_2,4,15,9,4,0,24,21,1,86,33,25,30,13,24,4,1,5,6,7,3,11,1,9
20240331,100_3,3,15,9,4,0,25,23,1,74,28,22,27,10,20,5,0,3,8,4,3,11,4,5
20240331,100_4,2,15,10,4,0,24,23,1,75,29,22,28,11,19,4,1,1,10,4,3,12,7,7
20240331,100_5,4,14,8,2,0,27,20,1,88,33,24,34,17,23,3,2,1,13,3,3,10,6,6
20240331,200_1,7,13,8,3,1,30,18,1,81,31,28,26,11,24,6,2,4,3,10,3,14,3,14
20240331,200_2,8,12,6,2,2,27,19,2,91,34,29,30,12,26,6,2,5,4,10,3,14,2,15
20240331,200_3,6,16,7,1,3,32,13,1,90,33,29,30,17,26,5,3,5,7,6,3,11,1,11
20240331,200_4,3,15,9,3,2,26,17,2,82,31,25,29,16,22,4,2,2,9,5,3,8,9,14
20240331,200_5,4,14,10,2,2,30,16,1,101,36,25,35,19,29,3,2,8,8,3,3,7,7,10
20240331,300_1,7,14,10,1,1,24,20,3,82,31,27,27,12,24,5,1,5,5,9,3,12,7,9
20240331,300_2,5,15,9,2,0,23,22,3,91,28,24,31,11,32,7,3,5,3,4,3,10,5,9
20240331,300_3,5,16,10,3,1,27,16,3,82,26,24,29,12,26,7,2,3,5,4,3,10,5,7
20240331,300_4,3,16,11,5,2,24,19,3,86,28,23,30,12,26,6,2,2,6,5,4,12,9,8
20240331,300_5,5,15,10,2,1,24,20,3,100,34,25,36,16,30,5,3,4,9,3,3,10,7,7
