row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56
28_8,3,11,14,15,22,27,92,30,24,33,11,29,8,3,1,7,5
28_9,3,11,13,14,22,25,88,28,22,33,11,27,8,2,1,8,3
28_10,4,11,13,14,22,26,90,30,22,33,11,27,7,2,1,8,4
29_1,3,8,13,16,26,31,97,34,28,34,18,29,5,5,3,10,5
29_2,8,11,17,19,26,29,110,37,21,37,15,36,3,6,2,7,3
29_3,3,6,12,18,22,27,88,30,24,28,16,30,3,6,6,4,5
29_4,3,8,12,18,23,28,92,31,25,31,15,30,5,4,6,5,5
29_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4
29_6,2,8,12,14,19,28,83,30,26,27,11,26,6,4,2,5,9
29_7,1,9,11,12,20,28,81,29,27,29,11,23,8,2,1,8,8
29_8,2,10,13,14,23,27,89,29,25,33,13,27,8,3,1,9,4
29_9,2,11,14,14,21,28,90,30,26,32,10,28,9,3,0,7,7
29_10,5,11,15,16,23,29,99,34,24,34,12,31,6,4,1,7,6
30_1,4,10,14,19,25,29,101,33,25,35,15,33,6,4,5,6,4
30_2,8,14,19,24,28,31,124,39,23,42,14,43,6,5,5,4,3
30_3,3,7,14,18,22,27,91,30,24,29,15,32,4,7,4,4,5
30_4,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4
30_5,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4
30_6,5,10,17,17,20,28,97,33,23,30,10,34,5,7,0,3,8
30_7,6,11,18,17,21,28,101,34,22,32,10,35,5,7,-1,4,7
30_8,5,12,16,17,20,28,98,33,23,32,8,33,7,4,1,3,8
30_9,5,11,16,16,22,29,99,34,24,33,11,32,6,5,0,6,7
30_10,6,12,17,17,23,30,105,36,24,35,11,34,6,5,0,6,7
31_1,3,9,12,16,24,27,91,30,24,33,15,28,6,3,4,8,3
31_2,6,8,15,22,28,30,109,36,24,36,20,37,2,7,7,6,2
31_3,3,5,12,18,22,25,85,28,22,27,17,30,2,7,6,4,3
31_4,4,8,12,19,24,27,94,31,23,32,16,31,4,4,7,5,3
31_5,4,8,13,19,24,29,97,33,25,32,16,32,4,5,6,5,5
31_6,5,9,13,17,23,29,96,34,24,32,14,30,4,4,4,6,6
31_7,3,7,12,16,19,26,83,29,23,26,12,28,4,5,4,3,7
31_8,2,9,15,17,21,29,93,31,27,30,12,32,7,6,2,4,8
31_9,2,8,13,16,22,29,90,31,27,30,14,29,6,5,3,6,7
31_10,4,10,15,18,22,28,97,32,24,32,12,33,6,5,3,4,6
32_1,3,6,14,19,27,28,97,31,25,33,21,33,3,8,5,8,1
32_2,7,8,17,20,25,29,106,36,22,33,17,37,1,9,3,5,4
32_3,4,7,12,17,20,25,85,29,21,27,13,29,3,5,5,3,5
32_4,4,8,12,19,24,28,95,32,24,32,16,31,4,4,7,5,4
32_5,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4
32_6,3,10,16,17,26,29,101,32,26,36,16,33,7,6,1,9,3
32_7,3,10,18,19,24,29,103,32,26,34,14,37,7,8,1,5,5
32_8,3,11,16,19,23,29,101,32,26,34,12,35,8,5,3,4,6
32_9,3,12,16,18,22,25,96,28,22,34,10,34,9,4,2,4,3
32_10,7,15,19,21,23,27,112,34,20,38,8,40,8,4,2,2,4
33_1,3,8,13,18,24,30,96,33,27,32,16,31,5,5,5,6,6
33_2,8,12,18,24,27,30,119,38,22,39,15,42,4,6,6,3,3
33_3,2,7,13,17,22,27,88,29,25,29,15,30,5,6,4,5,5
33_4,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4
33_5,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4
33_6,3,6,9,13,21,26,78,29,23,27,15,22,3,3,4,8,5
33_7,3,7,11,16,20,26,83,29,23,27,13,27,4,4,5,4,6
33_8,4,9,16,19,21,28,97,32,24,30,12,35,5,7,3,2,7
33_9,5,10,15,19,23,28,100,33,23,33,13,34,5,5,4,4,5
33_10,6,12,17,21,26,29,111,35,23,38,14,38,6,5,4,5,3
34_1,2,5,12,18,23,26,86,28,24,28,18,30,3,7,6,5,3
34_2,7,9,19,22,26,28,111,35,21,35,17,41,2,10,3,4,2
34_3,2,6,12,17,21,26,84,28,24,27,15,29,4,6,5,4,5
34_4,3,7,12,19,23,28,92,31,25,30,16,31,4,5,7,4,5
34_5,4,8,13,19,24,29,97,33,25,32,16,32,4,5,6,5,5
34_6,4,8,12,15,24,30,93,34,26,32,16,27,4,4,3,9,6
34_7,3,7,9,12,19,29,79,32,26,26,12,21,4,2,3,7,10
34_8,4,12,17,21,25,31,110,35,27,37,13,38,8,5,4,4,6
34_9,4,10,14,18,21,29,96,33,25,31,11,32,6,4,4,3,8
34_10,5,11,15,20,22,29,102,34,24,33,11,35,6,4,5,2,7
35_1,3,8,12,14,23,30,90,33,27,31,15,26,5,4,2,9,7
35_2,7,10,19,22,27,30,115,37,23,37,17,41,3,9,3,5,3
35_3,4,8,14,19,22,27,94,31,23,30,14,33,4,6,5,3,5
35_4,4,8,13,18,23,28,94,32,24,31,15,31,4,5,5,5,5
35_5,4,8,13,18,24,28,95,32,24,32,16,31,4,5,5,6,4
35_6,2,6,9,11,17,29,74,31,27,23,11,20,4,3,2,6,12
35_7,2,5,10,12,18,26,73,28,24,23,13,22,3,5,2,6,8
35_8,3,12,14,14,22,29,94,32,26,34,10,28,9,2,0,8,7
35_9,3,11,13,14,23,27,91,30,24,34,12,27,8,2,1,9,4
35_10,4,11,13,15,23,29,95,33,25,34,12,28,7,2,2,8,6
36_1,3,11,17,21,26,29,107,32,26,37,15,38,8,6,4,5,3
36_2,7,11,20,21,27,29,115,36,22,38,16,41,4,9,1,6,2
36_3,5,8,15,19,23,27,97,32,22,31,15,34,3,7,4,4,4
36_4,3,6,11,17,22,27,86,30,24,28,16,28,3,5,6,5,5
