row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56
36_5,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4
36_6,2,9,13,18,23,28,93,30,26,32,14,31,7,4,5,5,5
36_7,1,7,11,13,16,24,72,25,23,23,9,24,6,4,2,3,8
36_8,1,11,17,18,22,28,97,29,27,33,11,35,10,6,1,4,6
36_9,2,11,16,20,25,29,103,31,27,36,14,36,9,5,4,5,4
36_10,3,11,15,19,25,30,103,33,27,36,14,34,8,4,4,6,5
37_1,2,6,14,18,25,28,93,30,26,31,19,32,4,8,4,7,3
37_2,11,14,19,21,28,30,123,41,19,42,14,40,3,5,2,7,2
37_3,4,8,14,18,23,27,94,31,23,31,15,32,4,6,4,5,4
37_4,4,8,12,17,23,27,91,31,23,31,15,29,4,4,5,6,4
37_5,4,8,13,19,24,29,97,33,25,32,16,32,4,5,6,5,5
37_6,3,10,14,15,22,26,90,29,23,32,12,29,7,4,1,7,4
37_7,3,11,14,15,20,24,87,27,21,31,9,29,8,3,1,5,4
37_8,2,8,12,13,19,25,79,27,23,27,11,25,6,4,1,6,6
37_9,2,8,13,14,20,25,82,27,23,28,12,27,6,5,1,6,5
37_10,3,8,12,15,21,26,85,29,23,29,13,27,5,4,3,6,5
38_1,1,5,12,21,25,28,92,29,27,30,20,33,4,7,9,4,3
38_2,4,9,16,18,24,28,99,32,24,33,15,34,5,7,2,6,4
38_3,3,7,12,17,21,25,85,28,22,28,14,29,4,5,5,4,4
38_4,3,8,12,18,23,28,92,31,25,31,15,30,5,4,6,5,5
38_5,3,8,13,18,24,28,94,31,25,32,16,31,5,5,5,6,4
38_6,2,7,9,12,21,28,79,30,26,28,14,21,5,2,3,9,7
38_7,2,8,11,12,21,28,82,30,26,29,13,23,6,3,1,9,7
38_8,3,11,14,20,22,27,97,30,24,33,11,34,8,3,6,2,5
38_9,1,9,12,17,23,26,88,27,25,32,14,29,8,3,5,6,3
38_10,3,12,15,19,25,29,103,32,26,37,13,34,9,3,4,6,4
39_1,4,12,17,20,23,28,104,32,24,35,11,37,8,5,3,3,5
39_2,8,11,18,22,27,31,117,39,23,38,16,40,3,7,4,5,4
39_3,4,7,13,17,21,27,89,31,23,28,14,30,3,6,4,4,6
39_4,4,8,12,18,23,28,93,32,24,31,15,30,4,4,6,5,5
39_5,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4
39_6,1,9,13,14,22,25,84,26,24,31,13,27,8,4,1,8,3
39_7,0,11,14,16,23,26,90,26,26,34,12,30,11,3,2,7,3
39_8,1,11,13,17,24,29,95,30,28,35,13,30,10,2,4,7,5
39_9,1,10,11,15,20,28,85,29,27,30,10,26,9,1,4,5,8
39_10,2,9,11,15,20,28,85,30,26,29,11,26,7,2,4,5,8
40_1,3,5,16,20,23,27,94,30,24,28,18,36,2,11,4,3,4
40_2,6,8,18,23,26,28,109,34,22,34,18,41,2,10,5,3,2
40_3,2,8,13,18,22,28,91,30,26,30,14,31,6,5,5,4,6
40_4,4,9,14,20,25,29,101,33,25,34,16,34,5,5,6,5,4
40_5,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4
40_6,5,11,14,16,25,28,99,33,23,36,14,30,6,3,2,9,3
40_7,4,9,13,16,22,29,93,33,25,31,13,29,5,4,3,6,7
40_8,2,11,17,21,25,26,102,28,24,36,14,38,9,6,4,4,1
40_9,1,12,16,20,25,28,102,29,27,37,13,36,11,4,4,5,3
40_10,4,12,16,19,26,28,105,32,24,38,14,35,8,4,3,7,2
41_1,5,12,20,22,25,28,112,33,23,37,13,42,7,8,2,3,3
41_2,6,12,18,20,27,29,112,35,23,39,15,38,6,6,2,7,2
41_3,4,7,15,19,22,26,93,30,22,29,15,34,3,8,4,3,4
41_4,4,8,12,18,23,27,92,31,23,31,15,30,4,4,6,5,4
41_5,4,9,13,19,24,28,97,32,24,33,15,32,5,4,6,5,4
41_6,2,6,12,14,23,25,82,27,23,29,17,26,4,6,2,9,2
41_7,3,9,15,15,20,27,89,30,24,29,11,30,6,6,0,5,7
41_8,5,13,18,18,23,28,105,33,23,36,10,36,8,5,0,5,5
41_9,4,10,14,17,23,27,95,31,23,33,13,31,6,4,3,6,4
41_10,5,9,13,16,24,28,95,33,23,33,15,29,4,4,3,8,4
42_1,4,8,14,22,26,30,104,34,26,34,18,36,4,6,8,4,4
42_2,7,11,16,21,26,30,111,37,23,37,15,37,4,5,5,5,4
42_3,3,7,13,16,22,27,88,30,24,29,15,29,4,6,3,6,5
42_4,3,8,12,17,23,28,91,31,25,31,15,29,5,4,5,6,5
42_5,4,8,13,18,24,28,95,32,24,32,16,31,4,5,5,6,4
42_6,2,14,18,21,24,27,106,29,25,38,10,39,12,4,3,3,3
42_7,3,9,11,15,17,23,78,26,20,26,8,26,6,2,4,2,6
42_8,2,8,12,19,23,25,89,27,23,31,15,31,6,4,7,4,2
42_9,3,9,12,17,22,25,88,28,22,31,13,29,6,3,5,5,3
42_10,5,11,13,16,21,26,92,31,21,32,10,29,6,2,3,5,5
43_1,2,8,17,21,25,28,101,30,26,33,17,38,6,9,4,4,3
43_2,9,12,18,22,26,29,116,38,20,38,14,40,3,6,4,4,3
43_3,3,7,13,19,23,26,91,29,23,30,16,32,4,6,6,4,3
43_4,4,8,11,17,23,27,90,31,23,31,15,28,4,3,6,6,4
43_5,4,8,13,18,24,29,96,33,25,32,16,31,4,5,5,6,5
43_6,6,11,11,13,23,28,92,34,22,34,12,24,5,0,2,10,5
43_7,2,9,12,15,23,27,88,29,25,32,14,27,7,3,3,8,4
43_8,3,11,13,17,24,28,96,31,25,35,13,30,8,2,4,7,4
43_9,5,10,11,15,21,28,90,33,23,31,11,26,5,1,4,6,7
43_10,6,12,16,20,24,28,106,34,22,36,12,36,6,4,4,4,4
44_1,2,9,16,19,24,28,98,30,26,33,15,35,7,7,3,5,4
44_2,6,9,17,18,27,29,106,35,23,36,18,35,3,8,1,9,2
44_3,3,7,13,17,22,26,88,29,23,29,15,30,4,6,4,5,4
44_4,4,8,12,17,23,27,91,31,23,31,15,29,4,4,5,6,4
44_5,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4
44_6,1,9,10,14,22,28,84,29,27,31,13,24,8,1,4,8,6
44_7,1,9,10,14,22,27,83,28,26,31,13,24,8,1,4,8,5
44_8,1,11,13,18,25,29,97,30,28,36,14,31,10,2,5,7,4
44_9,2,9,13,17,24,28,93,30,26,33,15,30,7,4,4,7,4
44_10,2,13,18,20,27,31,111,33,29,40,14,38,11,5,2,7,4
45_1,5,15,18,21,26,30,115,35,25,41,11,39,10,3,3,5,4
45_2,9,13,20,23,27,30,122,39,21,40,14,43,4,7,3,4,3
45_3,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4
45_4,4,8,13,19,23,28,95,32,24,31,15,32,4,5,6,4,5
45_5,4,8,14,19,24,28,97,32,24,32,16,33,4,6,5,5,4
45_6,6,10,14,16,23,28,97,34,22,33,13,30,4,4,2,7,5
45_7,5,11,13,15,22,28,94,33,23,33,11,28,6,2,2,7,6
45_8,6,13,14,18,23,29,103,35,23,36,10,32,7,1,4,5,6
45_9,4,10,13,16,21,27,91,31,23,31,11,29,6,3,3,5,6
45_10,4,10,13,15,21,26,89,30,22,31,11,28,6,3,2,6,5
46_1,3,9,14,18,24,26,94,29,23,33,15,32,6,5,4,6,2
46_2,7,10,17,20,26,28,108,35,21,36,16,37,3,7,3,6,2
46_3,3,6,12,18,22,26,87,29,23,28,16,30,3,6,6,4,4
46_4,3,8,12,18,23,27,91,30,24,31,15,30,5,4,6,5,4
46_5,3,7,13,19,24,29,95,32,26,31,17,32,4,6,6,5,5
46_6,5,11,14,19,28,30,107,35,25,39,17,33,6,3,5,9,2
46_7,2,6,9,15,23,25,80,27,23,29,17,24,4,3,6,8,2
46_8,4,9,14,18,25,27,97,31,23,34,16,32,5,5,4,7,2
46_9,3,9,13,18,25,27,95,30,24,34,16,31,6,4,5,7,2
46_10,6,12,17,20,26,30,111,36,24,38,14,37,6,5,3,6,4
47_1,4,9,13,16,23,29,94,33,25,32,14,29,5,4,3,7,6
47_2,3,5,15,18,25,29,95,32,26,30,20,33,2,10,3,7,4
47_3,2,8,13,18,22,27,90,29,25,30,14,31,6,5,5,4,5
47_4,3,8,13,18,23,28,93,31,25,31,15,31,5,5,5,5,5
47_5,4,8,13,19,24,29,97,33,25,32,16,32,4,5,6,5,5
47_6,3,9,13,12,23,28,88,31,25,32,14,25,6,4,-1,11,5
47_7,1,11,12,13,20,26,83,27,25,31,9,25,10,1,1,7,6
47_8,2,9,12,13,23,27,86,29,25,32,14,25,7,3,1,10,4
47_9,1,8,12,15,24,27,87,28,26,32,16,27,7,4,3,9,3
47_10,3,11,14,17,25,28,98,31,25,36,14,31,8,3,3,8,3
48_1,3,8,15,19,24,28,97,31,25,32,16,34,5,7,4,5,4
48_2,7,12,20,23,28,29,119,36,22,40,16,43,5,8,3,5,1
48_3,4,6,13,18,21,26,88,30,22,27,15,31,2,7,5,3,5
48_4,3,7,12,19,24,28,93,31,25,31,17,31,4,5,7,5,4
48_5,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4
48_6,4,12,15,17,26,29,103,33,25,38,14,32,8,3,2,9,3
48_7,2,10,16,18,25,28,99,30,26,35,15,34,8,6,2,7,3
48_8,2,11,17,21,27,31,109,33,29,38,16,38,9,6,4,6,4
48_9,2,12,16,20,27,30,107,32,28,39,15,36,10,4,4,7,3
48_10,5,15,18,21,27,29,115,34,24,42,12,39,10,3,3,6,2
49_1,5,9,14,16,22,25,91,30,20,31,13,30,4,5,2,6,3
49_2,8,14,20,22,27,31,122,39,23,41,13,42,6,6,2,5,4
49_3,4,6,13,19,23,27,92,31,23,29,17,32,2,7,6,4,4
49_4,4,9,13,18,23,28,95,32,24,32,14,31,5,4,5,5,5
49_5,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4
49_6,5,10,11,15,23,27,91,32,22,33,13,26,5,1,4,8,4
49_7,4,10,11,16,20,27,88,31,23,30,10,27,6,1,5,4,7
49_8,2,11,17,19,24,27,100,29,25,35,13,36,9,6,2,5,3
49_9,3,10,14,18,24,28,97,31,25,34,14,32,7,4,4,6,4
49_10,5,13,15,19,24,29,105,34,24,37,11,34,8,2,4,5,5
50_1,2,8,14,18,25,29,96,31,27,33,17,32,6,6,4,7,4
50_2,9,13,20,21,28,30,121,39,21,41,15,41,4,7,1,7,2
50_3,3,7,13,18,22,26,89,29,23,29,15,31,4,6,5,4,4
50_4,4,9,13,18,23,28,95,32,24,32,14,31,5,4,5,5,5
50_5,4,8,13,19,24,29,97,33,25,32,16,32,4,5,6,5,5
50_6,2,9,12,12,25,27,87,29,25,34,16,24,7,3,0,13,2
50_7,2,8,12,14,25,25,86,27,23,33,17,26,6,4,2,11,0
50_8,1,12,18,19,27,28,105,29,27,39,15,37,11,6,1,8,1
50_9,2,12,16,17,25,26,98,28,24,37,13,33,10,4,1,8,1
50_10,3,12,16,17,23,26,97,29,23,35,11,33,9,4,1,6,3
