Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240328,24034,3,6,3,0,0,9,11,0,94,33,29,30,12,31,7,3,7,2,10,3,7,4,10
20240331,24035,5,3,2,0,2,11,7,0,97,37,27,29,15,31,2,7,3,5,10,2,5,6,8
20240331,100_1,2,6,1,0,0,12,6,0,82,29,23,30,12,22,5,0,0,11,5,1,2,6,11
20240331,100_2,1,5,2,0,0,10,8,1,83,31,27,31,15,21,5,1,-1,13,6,1,4,8,13
20240331,100_3,2,5,1,0,0,11,7,0,77,28,26,30,16,21,5,1,0,14,4,1,3,7,8
20240331,100_4,1,4,3,1,0,8,9,0,75,28,25,28,15,18,3,2,-1,13,5,1,4,10,12
20240331,100_5,1,4,2,0,0,10,8,0,86,31,25,32,19,23,4,3,0,13,3,1,2,10,10
20240331,200_1,3,5,3,0,0,13,5,0,102,33,26,34,18,33,5,3,7,6,3,1,2,2,4
20240331,200_2,2,6,4,0,0,11,7,0,97,29,26,32,18,33,6,6,6,5,2,1,3,3,6
20240331,200_3,2,5,3,0,1,11,6,0,96,29,26,33,18,31,5,5,6,6,2,1,2,4,3
20240331,200_4,0,5,5,2,1,10,7,0,87,26,25,29,18,29,5,6,6,5,2,1,4,5,8
20240331,200_5,2,5,3,0,0,12,6,0,100,32,26,34,20,31,4,4,8,7,2,1,2,7,5
20240331,300_1,2,5,3,0,0,9,9,0,85,32,27,29,11,25,6,1,4,5,9,2,6,2,7
20240331,300_2,1,5,5,2,1,6,11,0,82,27,23,29,10,25,7,0,4,5,5,2,6,4,7
20240331,300_3,0,5,3,3,1,7,9,0,68,25,24,25,13,18,5,1,2,9,5,2,5,3,4
20240331,300_4,0,5,6,4,1,5,11,1,77,27,21,28,11,22,5,1,1,8,4,2,6,9,8
20240331,300_5,1,4,5,1,1,7,10,0,81,28,24,28,14,26,5,3,2,7,5,1,5,7,6
