Red1_Top1_Hit,Red1_Top1_UnHit,Red1_Top2_Hit,Red1_Top2_UnHit,Red1_Top3_Hit,Red1_Top3_UnHit,Red2_Top1_Hit,Red2_Top1_UnHit,Red2_Top2_Hit,Red2_Top2_UnHit,Red2_Top3_Hit,Red2_Top3_UnHit,Red3_Top1_Hit,Red3_Top1_UnHit,Red3_Top2_Hit,Red3_Top2_UnHit,Red3_Top3_Hit,Red3_Top3_UnHit,Red4_Top1_Hit,Red4_Top1_UnHit,Red4_Top2_Hit,Red4_Top2_UnHit,Red4_Top3_Hit,Red4_Top3_UnHit,Red5_Top1_Hit,Red5_Top1_UnHit,Red5_Top2_Hit,Red5_Top2_UnHit,Red5_Top3_Hit,Red5_Top3_UnHit,Red6_Top1_Hit,Red6_Top1_UnHit,Red6_Top2_Hit,Red6_Top2_UnHit,Red6_Top3_Hit,Red6_Top3_UnHit,RedSum_Top1_Hit,RedSum_Top1_UnHit,RedSum_Top2_Hit,RedSum_Top2_UnHit,RedSum_Top3_Hit,RedSum_Top3_UnHit,RedSum16_Top1_Hit,RedSum16_Top1_UnHit,RedSum16_Top2_Hit,RedSum16_Top2_UnHit,RedSum16_Top3_Hit,RedSum16_Top3_UnHit,RedGap16_Top1_Hit,RedGap16_Top1_UnHit,RedGap16_Top2_Hit,RedGap16_Top2_UnHit,RedGap16_Top3_Hit,RedGap16_Top3_UnHit,RedSum25_Top1_Hit,RedSum25_Top1_UnHit,RedSum25_Top2_Hit,RedSum25_Top2_UnHit,RedSum25_Top3_Hit,RedSum25_Top3_UnHit,RedGap25_Top1_Hit,RedGap25_Top1_UnHit,RedGap25_Top2_Hit,RedGap25_Top2_UnHit,RedGap25_Top3_Hit,RedGap25_Top3_UnHit,RedSum34_Top1_Hit,RedSum34_Top1_UnHit,RedSum34_Top2_Hit,RedSum34_Top2_UnHit,RedSum34_Top3_Hit,RedSum34_Top3_UnHit,RedGap12_Top1_Hit,RedGap12_Top1_UnHit,RedGap12_Top2_Hit,RedGap12_Top2_UnHit,RedGap12_Top3_Hit,RedGap12_Top3_UnHit,RedGap23_Top1_Hit,RedGap23_Top1_UnHit,RedGap23_Top2_Hit,RedGap23_Top2_UnHit,RedGap23_Top3_Hit,RedGap23_Top3_UnHit,RedGap34_Top1_Hit,RedGap34_Top1_UnHit,RedGap34_Top2_Hit,RedGap34_Top2_UnHit,RedGap34_Top3_Hit,RedGap34_Top3_UnHit,RedGap45_Top1_Hit,RedGap45_Top1_UnHit,RedGap45_Top2_Hit,RedGap45_Top2_UnHit,RedGap45_Top3_Hit,RedGap45_Top3_UnHit,RedGap56_Top1_Hit,RedGap56_Top1_UnHit,RedGap56_Top2_Hit,RedGap56_Top2_UnHit,RedGap56_Top3_Hit,RedGap56_Top3_UnHit,RedBlue_Top1_Hit,RedBlue_Top1_UnHit,RedBlue_Top2_Hit,RedBlue_Top2_UnHit,RedBlue_Top3_Hit,RedBlue_Top3_UnHit
38.8,108.9,32.3,85.8,27.5,95.9,56.4,49.7,44.9,35.9,70.4,59.0,28.0,30.8,31.3,21.3,58.7,47.6,50.3,32.2,26.6,22.3,59.1,30.0,35.8,9.1,45.9,23.5,107.3,55.5,0,34.2,0,59.0,0,151.6,64.4,49.7,47.7,23.3,74.5,25.5,1.3,66.8,3.3,79.1,7.9,142.9,152.6,24.0,81.8,15.6,63.8,10.0,12.9,26.8,26.7,35.4,65.4,97.1,17.7,17.8,48.3,33.9,110.6,76.8,76.2,0,60.8,0,123.0,0,1.6,76.3,0.3,37.7,2.3,105.8,11.3,30.0,12.9,49.0,34.5,128.1,26.7,15.5,28.4,17.8,82.0,52.0,21.5,9.2,41.9,16.8,102.8,42.7,16.3,0,65.0,0,141.0,0,262.4,11.0,186.4,7.7,119.6,4.9
-16.2|40.6|98.4,-21.7|39.0|96.5,-13.2|25.4|62.2,-13.0|22.7|59.6,10.0|60.5|113.2,-9.4|46.1|101.8,-18.2|37.7|94.9,5.8|62.9|122.5,-14.3|22.9|57.3,4.4|45.7|86.7,-31.7|30.6|95.0,18.4|88.5|166.4,-21.9|33.5|90.3,-16.6|27.7|71.6,-1.5|27.2|59.6,-9.9|21.7|53.4,-1.3|65.3|126.9,-12.8|58.8|120.7,-22.1|36.4|90.5,13.7|60.3|108.5,-14.6|18.3|49.5,15.1|45.2|75.3,-37.8|17.0|74.6,25.3|86.3|142.7,-7.7|48.7|103.2,2.4|60.9|120.1,-6.3|31.4|68.6,-5.3|34.1|70.9,-2.0|57.3|112.2,-1.0|65.8|133.7,-15.0|38.4|93.3,-11.0|43.0|97.1,-8.1|26.1|56.7,-1.4|33.2|68.9,-14.4|46.0|107.7,3.9|69.7|132.3,-6.2|47.3|101.8,-1.5|50.6|99.6,-11.2|19.6|52.3,-5.1|30.3|61.7,-35.7|31.8|101.8,-1.2|77.6|157.8,13.7|72.9|136.6,4.6|72.9|142.1,5.7|44.4|79.7,-0.9|44.2|90.9,-28.5|34.7|97.1,11.4|78.2|141.8,-38.8|19.7|78.3,1.9|74.0|138.9,-20.2|14.2|52.0,10.8|53.0|90.7,-24.2|28.3|77.4,20.9|81.0|140.6,-14.4|39.8|102.0,-10.5|53.4|119.3,-16.2|21.9|56.9,-3.0|41.5|85.5,-2.9|54.9|121.4,9.7|82.5|156.2,-9.9|49.4|108.6,-6.5|66.0|137.2,-6.3|35.0|77.8,1.7|49.7|96.1,-13.6|48.9|106.1,25.7|87.3|154.1,-30.1|36.4|97.3,-1.9|47.0|99.7,-14.5|17.9|52.0,7.7|45.7|82.9,-28.2|36.0|107.3,21.8|105.0|185.0,-19.7|31.9|84.9,-0.2|47.0|99.2,-3.3|28.1|60.4,-3.3|25.9|57.9,1.4|56.2|110.7,1.1|61.0|117.5,-40.3|23.9|91.3,-16.6|48.4|120.9,-26.2|19.1|61.9,-11.5|34.6|82.9,-18.4|43.6|106.4,19.1|90.8|157.0,-22.2|38.7|104.5,-41.0|22.4|85.4,-28.1|12.4|45.8,-28.9|7.6|46.2,-4.5|55.1|114.2,-20.3|37.6|102.0,-21.2|31.7|84.5,10.2|53.8|97.2,-10.6|18.0|47.4,12.7|42.1|71.7,-13.7|35.5|89.5,21.2|77.8|138.9,-25.8|28.3|84.9,6.5|61.4|117.5,-15.1|19.5|57.7,9.6|44.0|78.9,-18.4|18.5|53.7,16.8|68.0|119.7,-23.4|38.5|93.8,12.8|73.9|134.1,-9.6|18.2|49.5,15.2|50.9|88.1,-29.6|22.7|72.4,15.6|79.5|146.4
