key,gap,pro1,pro2,pro3,range1,range2
2_1___1__,1,-0.3,1.5,3.4,0,5
12_7___1__,0,-1.1,0.9,2.9,5,8
4_2___1__,1,-1.4,0.5,2.4,2,5
11_1___1__,1,-1.1,1.1,3.4,1,5
12_6___1__,0,-1.1,0.7,2.5,4,5
2_2___1__,1,-0.2,1.7,3.4,3,5
2_6___1__,2,-0.8,1.1,3.2,1,5
3_1___1__,1,-1.3,1.2,3.7,0,5
4_1___1__,3,-1.9,0.5,2.7,3,5
8_2___1__,1,-0.9,1.1,3.3,2,5
9_2___1__,3,-0.2,1.6,3.5,3,5
9_8___1__,1,0.2,2.3,4.3,4,5
9_10___1__,3,-0.9,1.2,3.3,5,5
10_8___1__,2,-0.5,1.3,3.0,3,5
10_9___1__,1,-0.5,1.6,3.8,5,5
11_2___1__,1,-0.0,1.8,3.6,1,5
12_1___1__,1,-0.5,1.8,4.1,1,5
12_8___1__,1,-0.3,1.5,3.4,5,6
12_10___1__,1,-0.7,1.4,3.2,5,8
13_9___1__,1,-1.0,1.3,3.6,4,5
1_6___1__,3,-0.1,2.6,5.5,4,5
5_7___1__,3,-0.8,2.1,4.8,5,5
15_7___1__,3,-0.7,1.6,3.9,3,5
15_8___1__,1,-0.7,1.9,4.4,4,5
16_3___1__,3,-0.6,2.1,4.8,3,5
18_7___1__,2,-0.6,1.5,3.5,4,5
19_7___1__,2,-1.1,1.3,3.4,5,9
1_8___1__,3,-0.9,1.6,4.0,5,5
3_3___1__,3,-0.0,3.1,6.2,2,5
4_10___1__,3,0.6,3.1,5.5,2,5
5_3___1__,3,-0.6,2.4,5.4,2,5
5_6___1__,3,-1.0,1.3,3.7,5,5
5_9___1__,3,-0.4,1.9,4.3,5,5
7_3___1__,3,-1.6,1.7,4.9,3,5
10_3___1__,3,-0.1,2.8,5.8,2,5
11_6___1__,3,-0.1,1.9,3.8,2,5
11_7___1__,3,0.1,1.9,3.7,5,5
12_3___1__,3,-1.3,1.6,4.4,2,5
14_7___1__,2,-0.9,1.4,3.6,4,5
14_8___1__,2,0.2,2.4,4.7,4,5
4_1___2__,2,-2.0,0.8,3.3,7,18
8_9___2__,1,-2.3,-0.2,1.9,11,18
3_2___2__,1,-1.1,1.3,3.7,4,18
9_8___2__,2,-1.0,1.5,4.1,10,18
12_1___2__,2,-2.9,0.5,4.0,6,18
12_6___2__,2,-1.3,0.7,2.7,8,18
14_7___2__,3,-2.6,-0.4,1.7,8,18
15_8___2__,2,-0.8,1.1,3.0,10,18
16_8___2__,2,-1.4,0.8,3.1,12,18
2_7___2__,4,-0.5,1.4,3.3,9,18
2_8___2__,4,-0.2,1.6,3.3,7,18
5_8___2__,5,-0.9,1.2,3.1,9,18
8_7___2__,2,-0.5,1.3,3.1,9,18
12_7___2__,4,-1.4,0.8,2.7,11,18
14_6___2__,2,-0.2,1.7,3.7,8,18
16_10___2__,2,-0.8,0.9,2.7,7,18
