key,gap,pro1,pro2,pro3,range1,range2
4_7___1__,1,-0.3,1.6,3.6,1,4
15_8___1__,1,-2.2,0.3,2.7,1,6
17_9___1__,1,-0.7,1.5,3.7,1,10
19_2___1__,1,-1.1,0.4,2.1,1,8
20_7___1__,0,-1.0,1.1,3.2,1,4
1_3___1__,1,-1.8,1.2,3.8,1,7
4_6___1__,2,-0.9,1.3,3.5,1,4
4_8___1__,1,-2.8,-0.2,2.0,1,7
8_8___1__,1,-0.4,1.6,3.5,1,6
9_10___1__,1,-1.0,0.9,2.8,1,10
10_3___1__,1,-1.5,1.2,4.0,1,8
10_8___1__,1,-0.9,0.8,2.6,1,7
11_8___1__,1,-1.7,0.6,2.9,1,10
12_7___1__,1,-0.8,1.2,3.2,1,2
14_7___1__,1,-1.1,1.3,3.7,1,6
17_2___1__,0,-1.1,1.1,3.3,1,5
19_8___1__,3,-1.9,0.7,3.0,1,6
20_6___1__,0,-0.8,1.0,2.9,1,2
1_8___1__,1,-0.7,1.9,4.4,1,6
2_3___1__,1,-0.4,2.2,4.8,1,9
5_1___1__,3,-0.3,2.2,4.6,1,4
11_1___1__,1,-0.5,1.9,4.2,1,2
20_1___1__,3,-0.7,1.7,4.0,1,2
1_1___1__,1,-1.6,0.7,3.2,1,2
3_2___1__,1,0.3,2.4,4.5,1,6
7_1___1__,1,-1.3,1.3,4.1,1,1
8_6___1__,1,-0.3,2.0,4.3,1,5
15_1___1__,1,0.2,3.1,6.3,1,5
16_1___1__,1,-0.8,1.9,4.4,1,3
1_6___1__,1,-1.2,1.9,4.9,1,2
2_1___1__,1,-0.6,1.4,3.3,1,3
5_6___1__,2,-0.7,1.6,3.9,1,11
8_1___1__,1,0.4,2.8,5.0,1,2
9_1___1__,1,-1.2,0.9,3.1,0,1
11_2___1__,1,-1.1,0.8,2.7,1,10
11_6___1__,2,-0.5,1.6,3.8,1,6
13_2___1__,1,-1.6,1.0,3.8,1,6
14_1___1__,1,-1.1,1.1,3.3,0,1
14_3___1__,6,-0.7,1.9,4.5,1,8
15_2___1__,1,-0.9,1.3,3.2,1,11
4_7___2__,1,-1.4,1.0,3.3,6,9
12_9___2__,1,-2.4,0.4,3.2,6,12
17_9___2__,1,-0.2,1.4,3.1,6,13
4_8___2__,1,-1.5,0.8,2.9,6,10
4_9___2__,1,-1.1,0.9,3.0,6,13
12_7___2__,1,-0.7,1.5,3.4,6,9
14_7___2__,0,-1.1,1.2,3.5,6,11
16_7___2__,0,-0.7,1.3,3.2,6,7
19_9___2__,1,-2.0,0.7,3.3,6,17
20_6___2__,0,-0.5,1.4,3.5,5,6
2_7___2__,1,-0.3,1.5,3.2,6,10
2_10___2__,1,-0.9,1.2,3.4,6,17
3_6___2__,1,-0.7,1.6,3.9,6,10
7_10___2__,1,-0.9,1.0,3.0,6,14
8_8___2__,1,-0.7,1.1,3.1,6,12
8_9___2__,1,-0.9,1.2,3.4,6,14
11_10___2__,1,-1.0,1.2,3.6,6,14
14_8___2__,1,-1.1,1.1,3.6,6,12
14_9___2__,2,-1.4,1.1,3.8,6,13
16_10___2__,1,-0.5,1.3,3.1,6,11
1_3___2__,3,-2.3,1.3,4.8,6,12
18_3___2__,0,-0.2,3.4,7.2,6,13
2_2___2__,0,-1.0,2.1,5.1,6,9
2_3___2__,0,-1.6,1.6,4.6,6,13
4_3___2__,3,-0.0,3.2,6.6,6,9
5_1___2__,0,-0.7,2.8,5.8,6,9
5_3___2__,3,-1.6,1.6,4.3,6,12
7_6___2__,1,-1.6,1.1,4.0,4,6
7_7___2__,3,-1.0,1.4,3.9,6,9
8_3___2__,3,-2.1,1.8,5.0,6,15
9_8___2__,3,-1.9,0.7,3.2,6,13
10_6___2__,3,-0.8,1.5,3.9,6,7
11_1___2__,0,-0.4,2.7,5.7,3,6
12_3___2__,0,-1.6,1.7,5.1,6,14
12_6___2__,1,-1.0,1.3,3.6,6,8
13_3___2__,3,0.1,3.1,6.2,6,14
14_1___2__,3,-1.5,1.9,5.1,3,6
14_2___2__,3,-2.2,1.6,5.6,6,11
15_6___2__,3,-0.1,2.4,4.6,6,9
17_3___2__,0,-1.6,1.7,5.0,6,12
13_8___3__,1,-0.4,1.3,3.0,8,12
14_9___3__,1,-0.7,1.3,3.5,8,14
17_7___3__,1,-0.4,1.4,3.1,8,17
3_8___3__,2,-0.5,1.2,2.9,8,17
5_9___3__,1,-1.5,0.4,2.4,8,17
7_8___3__,1,-0.7,1.0,2.7,8,15
8_7___3__,2,-1.2,1.1,3.3,8,14
8_9___3__,2,-1.1,0.9,2.8,8,19
10_7___3__,1,-0.6,1.6,3.7,8,16
11_8___3__,1,-1.4,0.9,3.0,8,18
12_8___3__,1,-0.8,1.2,3.2,8,13
13_7___3__,1,-1.1,0.8,2.8,8,12
14_8___3__,1,-0.5,1.1,2.9,8,15
15_8___3__,1,-1.0,1.2,3.3,8,14
16_9___3__,1,-0.1,1.6,3.4,8,17
17_8___3__,1,-1.2,1.2,3.5,8,15
19_8___3__,1,-1.5,0.5,2.6,8,17
4_8___3__,2,1.1,3.0,4.9,8,13
5_8___3__,1,-0.7,1.8,4.3,8,15
6_9___3__,2,-0.5,1.6,3.5,8,19
1_6___3__,2,-0.5,2.6,5.6,8,11
14_1___3__,1,-1.2,1.4,3.7,8,9
16_1___3__,0,-0.4,2.4,5.1,8,11
1_1___3__,1,-1.3,1.4,3.9,8,10
8_2___3__,0,-1.3,1.6,4.3,8,16
9_1___3__,0,-0.5,1.7,3.7,8,9
9_3___3__,2,-0.2,2.1,4.4,8,20
9_6___3__,2,-0.8,1.2,3.4,8,14
12_1___3__,0,-0.2,2.1,4.2,8,14
12_3___3__,2,-1.3,1.4,3.9,8,18
13_3___3__,2,-1.3,0.9,3.5,8,19
20_2___3__,0,-0.8,1.7,4.2,8,17
1_2___3__,1,0.2,2.3,4.4,8,14
1_3___3__,1,-0.5,2.2,5.0,8,18
1_7___3__,2,-1.0,1.7,4.7,8,14
1_10___3__,2,-0.7,1.1,3.0,8,15
2_1___3__,0,-0.1,2.0,4.0,8,12
2_3___3__,1,-1.0,1.4,3.5,8,18
2_10___3__,1,-0.3,1.6,3.4,8,21
4_1___3__,0,-0.8,1.5,3.8,8,13
1_2___4__,0,-0.5,1.9,4.4,13,17
2_7___4__,2,-1.6,0.6,2.7,13,20
2_8___4__,2,0.1,2.4,4.5,13,24
3_9___4__,1,-0.5,1.6,3.8,13,22
11_9___4__,2,-1.7,0.6,3.1,13,20
12_6___4__,2,-1.3,1.1,3.6,13,17
12_8___4__,2,0.1,2.3,4.3,13,17
13_8___4__,2,-1.1,0.9,3.0,13,15
2_9___4__,2,-1.1,1.0,2.9,13,23
3_8___4__,2,-1.0,0.8,2.8,13,20
4_7___4__,2,-0.6,1.6,3.5,13,16
4_8___4__,2,0.2,2.0,3.9,13,17
4_9___4__,2,-0.6,1.2,3.1,13,22
11_2___4__,0,0.3,2.8,5.3,13,22
11_8___4__,2,-0.9,1.0,3.1,13,18
13_6___4__,2,-1.3,1.4,3.9,13,17
13_7___4__,2,-0.5,1.7,4.1,13,16
13_9___4__,2,-0.5,1.3,3.3,13,20
15_9___4__,2,-0.5,1.4,3.5,13,20
16_6___4__,2,-0.8,1.7,4.2,13,15
1_6___4__,1,-0.9,2.6,6.1,13,15
1_7___4__,2,-0.0,2.8,5.8,13,17
9_10___4__,3,-0.5,3.0,6.4,13,22
19_1___4__,0,-1.4,2.4,5.9,13,20
1_10___4__,2,-1.6,1.5,4.5,13,20
3_3___4__,3,-0.9,1.8,4.4,13,18
5_3___4__,3,0.0,2.8,5.6,13,20
7_3___4__,3,-0.0,2.7,5.6,13,21
7_10___4__,2,-1.1,1.5,4.1,13,20
9_3___4__,3,-0.5,2.2,4.8,13,24
9_8___4__,3,-1.3,1.3,4.0,13,22
15_2___4__,0,0.1,2.4,4.7,13,22
15_3___4__,3,-0.3,2.1,4.5,13,22
18_3___4__,3,-0.9,2.2,5.0,13,19
20_3___4__,3,0.1,2.7,5.5,13,22
4_3___4__,3,0.1,2.7,5.4,13,22
6_3___4__,3,-1.2,1.7,4.3,13,21
8_10___4__,3,0.5,2.8,5.2,13,21
11_3___4__,2,-0.4,2.4,5.1,13,20
12_10___4__,2,-0.4,2.0,4.2,13,23
6_8___5__,3,0.0,2.1,4.2,17,27
13_8___5__,3,0.1,2.1,4.5,17,23
15_6___5__,0,-1.0,1.4,3.7,17,26
16_2___5__,0,-0.4,2.4,5.5,17,25
2_2___5__,0,0.1,2.9,5.7,17,22
2_6___5__,3,1.2,3.0,5.0,17,26
2_8___5__,3,-0.4,1.8,3.9,17,28
4_6___5__,3,-0.4,2.2,4.7,17,28
8_6___5__,3,-0.7,1.5,3.8,17,28
16_7___5__,0,-0.1,2.2,4.2,17,24
18_7___5__,3,-0.3,1.9,4.4,17,23
19_7___5__,3,-0.2,2.0,4.3,17,23
1_2___5__,0,-1.3,2.3,5.7,17,23
2_7___5__,3,-0.8,1.4,3.5,17,25
2_9___5__,3,-0.5,1.4,3.5,17,28
4_7___5__,3,0.2,2.5,4.9,17,24
4_8___5__,3,0.3,2.2,4.0,17,25
4_9___5__,3,0.0,2.0,4.2,17,27
6_6___5__,3,-0.3,2.2,4.7,17,27
6_7___5__,3,-0.9,1.8,4.7,17,22
1_8___5__,3,-1.0,3.1,6.8,17,28
20_10___5__,3,-0.8,2.5,5.5,17,26
1_10___5__,3,-1.0,2.3,5.7,17,28
3_3___5__,5,-0.8,2.3,5.3,17,24
10_9___5__,5,-0.7,1.4,3.3,17,25
11_10___5__,3,-0.6,1.8,4.3,17,27
15_1___5__,5,-1.9,1.3,4.2,17,24
19_3___5__,5,-0.5,2.2,4.7,17,25
20_9___5__,3,-0.7,1.9,4.8,17,28
1_3___5__,3,-1.4,2.0,5.5,17,26
1_7___5__,3,0.7,3.2,5.5,17,21
1_9___5__,3,-2.2,0.8,4.0,17,29
7_3___5__,3,-1.3,1.4,4.3,17,26
9_3___5__,3,-0.1,3.3,6.1,17,28
10_8___5__,5,-0.3,2.2,4.5,17,24
12_3___5__,5,-1.1,2.0,5.2,17,27
13_3___5__,3,-0.5,2.6,5.5,17,27
15_10___5__,3,-0.7,1.6,3.9,17,27
16_10___5__,3,-0.3,2.2,5.1,17,29
18_3___5__,3,-0.2,3.0,6.3,17,26
20_7___6__,1,-1.5,1.3,3.9,19,32
20_8___6__,1,-1.6,1.2,4.1,19,31
19_6___6__,1,-0.5,1.5,3.6,19,33
19_7___6__,1,-0.2,1.6,3.4,19,30
20_6___6__,1,-1.8,0.8,3.7,19,33
6_7___6__,1,-0.2,1.8,3.6,19,30
7_8___6__,1,-2.3,0.3,3.0,19,31
9_7___6__,1,-0.9,1.0,2.9,19,32
13_7___6__,1,-0.3,1.6,3.6,19,29
13_9___6__,1,-1.7,0.3,2.4,19,28
17_2___6__,1,-0.6,1.3,3.2,19,31
19_9___6__,1,-0.0,1.8,3.6,19,31
20_9___6__,1,-0.3,2.2,4.5,19,31
2_7___6__,1,-1.3,0.9,3.2,19,30
3_8___6__,1,-1.0,1.4,3.7,19,32
4_9___6__,1,-0.9,1.4,3.6,19,31
5_6___6__,1,-0.9,1.1,3.2,19,31
5_7___6__,1,-0.2,1.7,3.6,19,31
6_8___6__,1,-0.4,1.5,3.6,19,30
7_2___6__,1,-0.1,1.8,3.6,19,30
2_1___6__,1,-0.3,1.6,3.6,19,29
11_1___6__,1,-0.7,1.4,3.7,19,30
12_1___6__,1,-0.1,2.4,4.8,19,28
15_1___6__,1,-0.2,2.2,4.4,19,25
1_3___6__,1,0.1,2.7,5.3,19,30
2_8___6__,1,-0.9,1.4,3.8,19,31
4_1___6__,1,-1.6,0.9,3.4,19,29
5_1___6__,1,-0.6,1.8,4.0,19,28
18_6___6__,1,-0.4,1.8,4.1,19,32
1_6___6__,1,-0.6,1.7,4.1,19,31
1_8___6__,1,-1.6,0.7,3.1,19,29
7_1___6__,1,-0.5,1.7,3.9,19,30
8_8___6__,1,1.2,3.9,6.5,19,29
9_1___6__,1,0.4,2.2,4.0,19,30
9_6___6__,1,-0.3,2.2,4.9,19,31
10_1___6__,1,-0.7,1.7,4.0,19,30
11_3___6__,1,-0.5,1.9,4.1,19,31
12_6___6__,1,-1.4,0.8,2.7,19,30
14_1___6__,1,0.2,2.2,4.3,19,24
14_10___6__,1,-0.6,1.6,3.7,19,29
2_7___7__,2,-1.8,0.5,2.9,64,118
7_9___7__,2,-0.7,1.5,3.9,64,128
2_8___7__,2,-1.1,1.2,3.4,64,148
6_7___7__,2,-0.2,1.7,3.6,64,103
8_6___7__,1,-0.9,1.4,3.8,64,116
10_7___7__,2,-0.9,1.2,3.4,64,111
10_9___7__,2,-1.8,1.1,3.7,64,118
19_8___7__,2,-0.3,1.8,4.1,64,121
20_7___7__,2,-0.8,1.2,3.2,64,105
2_6___7__,2,-1.1,0.6,2.4,64,126
3_7___7__,1,-1.0,1.2,3.7,64,118
4_9___7__,1,-0.8,1.1,3.1,64,126
6_8___7__,2,-1.5,1.0,3.5,64,131
8_7___7__,1,-0.7,1.3,3.4,64,108
8_8___7__,1,-0.5,1.9,4.3,64,118
14_6___7__,2,-0.3,1.6,3.6,64,98
14_8___7__,2,-0.8,1.1,3.2,64,109
14_9___7__,2,0.7,2.9,5.2,64,113
15_6___7__,2,-1.3,1.2,3.8,64,110
20_9___7__,1,-1.2,1.3,4.0,64,121
14_1___7__,3,-1.6,2.1,5.9,64,86
1_1___7__,0,-1.3,3.0,7.1,64,88
8_2___7__,3,-0.2,2.8,5.6,64,111
15_3___7__,3,-0.9,2.2,5.8,64,125
19_3___7__,2,-1.4,1.5,4.4,64,119
20_3___7__,2,-1.1,2.1,5.4,64,128
1_2___7__,3,-0.3,3.0,6.4,64,99
