row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,2,4,10,16,25,29,86,31,27,29,21,26,2,6,6,9,4,2
1_2,3,6,14,17,23,29,92,32,26,29,17,31,3,8,3,6,6,7
1_3,7,12,18,20,26,30,113,37,23,38,14,38,5,6,2,6,4,8
1_4,4,10,18,21,26,29,108,33,25,36,16,39,6,8,3,5,3,8
1_5,4,9,15,19,24,28,99,32,24,33,15,34,5,6,4,5,4,9
1_6,2,4,11,15,25,31,88,33,29,29,21,26,2,7,4,10,6,12
1_7,5,8,14,17,21,27,92,32,22,29,13,31,3,6,3,4,6,6
1_8,6,9,17,19,28,29,108,35,23,37,19,36,3,8,2,9,1,4
1_9,10,12,15,20,29,29,115,39,19,41,17,35,2,3,5,9,0,8
1_10,11,14,15,20,28,30,118,41,19,42,14,35,3,1,5,8,2,10
2_1,3,7,12,19,23,29,93,32,26,30,16,31,4,5,7,4,6,7
2_2,8,9,15,18,22,29,101,37,21,31,13,33,1,6,3,4,7,11
2_3,9,13,18,22,27,31,120,40,22,40,14,40,4,5,4,5,4,10
2_4,4,11,17,22,26,30,110,34,26,37,15,39,7,6,5,4,4,8
2_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
2_6,13,12,16,20,26,33,120,46,20,38,14,36,-1,4,4,6,7,6
2_7,10,10,15,20,25,30,110,40,20,35,15,35,0,5,5,5,5,8
2_8,15,18,22,24,28,31,138,46,16,46,10,46,3,4,2,4,3,10
2_9,13,18,20,23,28,30,132,43,17,46,10,43,5,2,3,5,2,10
2_10,13,17,21,24,28,31,134,44,18,45,11,45,4,4,3,4,3,11
3_1,1,3,9,14,26,28,81,29,27,29,23,23,2,6,5,12,2,8
3_2,6,9,17,20,24,30,106,36,24,33,15,37,3,8,3,4,6,6
3_3,7,10,15,18,24,29,103,36,22,34,14,33,3,5,3,6,5,6
3_4,2,9,16,21,26,30,104,32,28,35,17,37,7,7,5,5,4,8
3_5,4,9,15,20,24,29,101,33,25,33,15,35,5,6,5,4,5,8
3_6,5,10,15,17,25,32,104,37,27,35,15,32,5,5,2,8,7,5
3_7,6,11,15,21,26,30,109,36,24,37,15,36,5,4,6,5,4,9
3_8,6,12,17,20,28,32,115,38,26,40,16,37,6,5,3,8,4,6
3_9,8,15,21,22,28,31,125,39,23,43,13,43,7,6,1,6,3,5
3_10,10,14,19,19,27,29,118,39,19,41,13,38,4,5,0,8,2,10
4_1,1,4,13,20,28,29,95,30,28,32,24,33,3,9,7,8,1,5
4_2,6,12,18,22,27,32,117,38,26,39,15,40,6,6,4,5,5,9
4_3,6,9,18,22,27,32,114,38,26,36,18,40,3,9,4,5,5,7
4_4,4,9,16,20,25,30,104,34,26,34,16,36,5,7,4,5,5,10
4_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,9
4_6,4,9,16,19,28,31,107,35,27,37,19,35,5,7,3,9,3,8
4_7,4,9,13,16,24,29,95,33,25,33,15,29,5,4,3,8,5,7
4_8,7,10,13,17,25,31,103,38,24,35,15,30,3,3,4,8,6,7
4_9,8,13,18,22,27,31,119,39,23,40,14,40,5,5,4,5,4,7
4_10,9,14,18,22,27,31,121,40,22,41,13,40,5,4,4,5,4,10
5_1,4,9,16,19,25,28,101,32,24,34,16,35,5,7,3,6,3,2
5_2,10,15,19,20,24,30,118,40,20,39,9,39,5,4,1,4,6,8
5_3,9,12,17,20,25,31,114,40,22,37,13,37,3,5,3,5,6,9
5_4,5,10,17,22,26,29,109,34,24,36,16,39,5,7,5,4,3,8
5_5,5,9,15,20,25,29,103,34,24,34,16,35,4,6,5,5,4,8
5_6,11,14,20,22,27,31,125,42,20,41,13,42,3,6,2,5,4,6
5_7,6,9,13,20,26,31,105,37,25,35,17,33,3,4,7,6,5,12
5_8,7,10,15,23,27,32,114,39,25,37,17,38,3,5,8,4,5,10
5_9,7,12,17,22,27,30,115,37,23,39,15,39,5,5,5,5,3,10
5_10,11,15,20,23,27,29,125,40,18,42,12,43,4,5,3,4,2,12
6_1,3,3,11,16,25,27,85,30,24,28,22,27,0,8,5,9,2,5
6_2,6,10,17,19,23,30,105,36,24,33,13,36,4,7,2,4,7,7
6_3,7,11,18,21,25,32,114,39,25,36,14,39,4,7,3,4,7,7
6_4,4,9,17,21,27,31,109,35,27,36,18,38,5,8,4,6,4,8
6_5,4,9,14,20,24,29,100,33,25,33,15,34,5,5,6,4,5,9
6_6,5,10,18,20,27,32,112,37,27,37,17,38,5,8,2,7,5,4
6_7,4,7,14,16,22,30,93,34,26,29,15,30,3,7,2,6,8,10
6_8,11,15,19,21,27,30,123,41,19,42,12,40,4,4,2,6,3,8
6_9,9,16,19,20,27,29,120,38,20,43,11,39,7,3,1,7,2,12
6_10,11,16,20,21,28,31,127,42,20,44,12,41,5,4,1,7,3,12
7_1,1,2,14,21,27,30,95,31,29,29,25,35,1,12,7,6,3,5
7_2,5,10,16,21,27,30,109,35,25,37,17,37,5,6,5,6,3,8
7_3,7,10,16,21,26,31,111,38,24,36,16,37,3,6,5,5,5,8
7_4,5,10,17,22,27,30,111,35,25,37,17,39,5,7,5,5,3,8
7_5,5,10,15,20,24,29,103,34,24,34,14,35,5,5,5,4,5,8
7_6,1,4,10,12,24,33,84,34,32,28,20,22,3,6,2,12,9,12
7_7,6,9,15,19,26,31,106,37,25,35,17,34,3,6,4,7,5,9
7_8,9,11,15,19,26,31,111,40,22,37,15,34,2,4,4,7,5,8
7_9,10,14,16,20,26,30,116,40,20,40,12,36,4,2,4,6,4,12
7_10,10,14,17,20,26,31,118,41,21,40,12,37,4,3,3,6,5,13
8_1,2,3,9,17,25,27,83,29,25,28,22,26,1,6,8,8,2,6
8_2,6,9,16,18,26,29,104,35,23,35,17,34,3,7,2,8,3,7
8_3,9,15,20,23,27,30,124,39,21,42,12,43,6,5,3,4,3,6
8_4,5,10,16,21,26,30,108,35,25,36,16,37,5,6,5,5,4,9
8_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
8_6,5,9,16,18,28,31,107,36,26,37,19,34,4,7,2,10,3,9
