Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230831,23101,5,12,9,3,3,26,19,2,27,25,23,13,24,4,4,6,3,8,2,8,11
20230903,23102,3,17,9,1,5,27,16,2,29,27,30,12,23,8,1,3,8,7,4,5,4
20230903,400_1,5,14,8,2,3,22,23,0,31,26,27,14,28,4,3,7,3,8,2,8,7
20230903,400_2,8,14,8,2,2,21,25,0,34,22,32,15,31,2,3,6,4,4,3,8,6
20230903,400_3,6,15,9,2,2,20,26,1,32,21,29,14,27,2,2,6,4,4,2,7,6
20230903,400_4,4,14,6,2,3,23,24,-1,29,25,28,14,29,4,4,6,2,6,2,6,5
20230903,400_5,5,15,6,1,3,22,25,-1,30,25,29,14,30,5,4,7,3,5,2,7,4
20230903,600_1,1,12,9,2,2,25,21,1,32,27,25,14,25,3,4,4,4,10,2,9,8
20230903,600_2,0,12,11,3,0,24,23,1,33,25,27,15,26,2,4,4,6,7,2,8,8
20230903,600_3,0,13,12,3,0,23,24,1,33,25,28,15,26,2,4,4,6,7,2,8,8
20230903,600_4,2,13,10,2,2,22,24,0,33,27,28,14,28,4,4,5,5,8,2,8,7
20230903,600_5,2,12,11,1,1,23,23,1,33,27,27,14,25,3,3,4,6,9,2,8,9
20230903,1000_1,4,13,7,2,2,24,21,1,34,25,27,9,28,4,2,4,2,11,2,9,7
20230903,1000_2,4,15,8,2,1,22,23,2,35,23,30,11,28,3,2,3,4,8,3,8,7
20230903,1000_3,3,16,9,2,0,19,26,3,37,23,33,11,31,3,2,3,5,8,4,9,5
20230903,1000_4,5,13,8,2,2,21,24,1,35,27,31,10,30,6,2,5,2,10,3,10,7
20230903,1000_5,5,12,8,2,2,22,22,1,35,27,30,10,29,5,2,5,3,10,3,11,7
