Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230711,23079,2,10,14,9,0,16,30,4,27,17,27,15,21,1,3,3,9,1,5,17,2
20230713,23080,17,4,0,0,10,26,13,1,32,30,27,23,13,1,2,5,16,6,3,6,1
20230713,400_1,4,15,9,2,1,26,21,0,35,25,35,20,35,2,7,7,6,2,2,8,10
20230713,400_2,5,16,8,1,1,25,21,0,34,26,34,19,35,3,7,7,6,2,2,7,11
20230713,400_3,4,16,8,1,1,23,23,1,34,27,36,20,35,4,6,8,7,1,2,8,12
20230713,400_4,5,16,7,1,1,24,22,1,34,27,34,20,34,4,6,7,6,2,2,7,11
20230713,400_5,6,15,7,1,1,26,21,0,33,26,31,19,32,3,6,7,5,3,2,7,10
20230713,600_1,4,16,10,3,0,26,20,1,35,21,35,19,30,1,2,8,7,1,3,6,10
20230713,600_2,5,15,8,2,1,26,19,2,35,23,35,18,29,2,2,7,8,2,3,6,9
20230713,600_3,5,16,8,0,2,23,20,4,36,24,37,17,31,3,1,8,7,2,3,7,10
20230713,600_4,6,14,7,0,2,23,20,4,35,24,35,18,30,3,2,8,7,2,3,6,9
20230713,600_5,6,14,9,1,1,23,20,3,34,25,32,18,28,2,3,8,7,4,3,7,10
20230713,1000_1,6,14,8,2,1,27,17,3,34,26,40,19,35,6,5,2,10,0,3,5,3
20230713,1000_2,6,15,7,1,2,25,17,4,34,27,40,18,37,7,6,2,9,1,3,6,4
20230713,1000_3,8,14,6,0,3,25,15,5,33,29,40,18,37,8,5,4,8,1,3,5,6
20230713,1000_4,7,13,5,0,2,26,15,5,33,29,39,19,36,8,6,4,8,2,2,4,5
20230713,1000_5,6,14,8,1,1,23,18,5,34,28,39,18,36,7,6,2,9,2,3,6,3
