19_3: 0, [3, 8, 12, 18, 23, 29] [4, 2, 1, 1, 1, 0, 2, 1, 0, 0, 2, 1, 3, 1, 0, 1, 0, 0, 3, 2]
20_7: 3, [14, 22, 27, 28, 30, 32] [3, 0, 3, 1, 2, 2, 0, 1, 0, 3, 0, 1, 0, 1, 0, 2, 1, 1, 0, 2]
14_1: 2, [2, 10, 13, 13, 17, 30] [3, 3, 2, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 1, 1, 2, 1, 0, 2]
5_1: 0, [3, 7, 9, 12, 16, 28] [3, 1, 1, 1, 0, 2, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0]
20_9: 1, [8, 16, 24, 24, 27, 31] [3, 1, 1, 1, 0, 1, 0, 1, 1, 3, 0, 2, 1, 2, 3, 1, 0, 2, 1, 0]
3_3: 1, [4, 8, 11, 18, 25, 30] [3, 1, 1, 1, 4, 0, 1, 1, 2, 0, 2, 0, 2, 1, 2, 1, 2, 2, 2, 2]
4_7: 2, [17, 21, 23, 27, 30, 31] [4, 2, 1, 0, 1, 2, 1, 0, 1, 1, 2, 1, 1, 1, 1, 2, 0, 1, 0, 1]
10_1: 0, [2, 10, 11, 17, 18, 25] [3, 2, 0, 2, 2, 0, 2, 2, 1, 1, 1, 1, 2, 0, 1, 0, 1, 2, 1, 2]
7_1: 1, [2, 9, 11, 14, 17, 29] [3, 0, 1, 0, 1, 2, 3, 1, 1, 0, 2, 2, 0, 2, 2, 1, 2, 2, 3, 1]
10_6: 2, [7, 13, 12, 16, 24, 30] [3, 1, 0, 4, 0, 1, 1, 2, 1, 0, 0, 1, 1, 1, 1, 1, 2, 3, 2, 1]
14_7: 0, [18, 21, 22, 25, 28, 34] [3, 1, 0, 1, 2, 1, 1, 1, 1, 1, 2, 2, 0, 1, 1, 0, 2, 2, 2, 1]
