Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230822,23097,4,14,8,4,0,1,9,40,31,29,38,20,33,8,5,5,10,1,4,18,15
20230824,23098,0,13,15,8,2,24,21,3,29,25,31,11,25,8,1,3,7,6,4,16,11
20230824,400_1,13,6,8,1,3,21,8,18,35,30,31,17,32,5,5,5,6,7,2,11,10
20230824,400_2,13,6,8,2,2,22,7,18,35,29,32,16,33,5,4,4,5,7,2,11,10
20230824,400_3,14,5,8,2,2,28,13,7,36,24,36,12,34,6,1,4,4,6,2,9,10
20230824,400_4,10,10,7,2,2,31,16,0,33,22,31,11,30,4,2,3,3,7,2,7,6
20230824,400_5,9,11,8,2,2,31,16,0,33,22,31,10,30,4,2,4,3,7,2,6,6
20230824,600_1,17,6,5,0,0,20,13,14,32,27,39,20,39,7,5,7,6,0,2,10,9
20230824,600_2,15,8,6,0,1,20,14,12,32,27,40,19,40,8,6,7,6,0,2,9,12
20230824,600_3,13,10,6,0,1,25,17,4,33,25,38,18,40,6,6,6,5,0,2,9,10
20230824,600_4,9,10,6,0,4,25,17,1,31,23,36,16,37,6,5,6,4,1,2,8,8
20230824,600_5,9,11,7,0,2,24,21,0,30,24,36,15,37,7,4,6,4,1,2,8,7
20230824,1000_1,11,9,5,3,1,22,3,22,35,30,39,23,33,6,2,11,9,1,2,8,9
20230824,1000_2,11,9,5,3,1,22,3,21,35,30,40,22,34,6,2,11,8,1,2,8,9
20230824,1000_3,13,9,4,3,2,25,2,18,36,28,42,22,37,6,3,10,8,0,2,8,8
20230824,1000_4,17,9,4,2,4,33,1,9,34,27,41,21,37,6,3,10,8,0,1,9,6
20230824,1000_5,15,10,5,3,4,32,2,10,34,27,41,21,36,6,2,10,7,0,1,9,6
