key,gap,pro1,pro2,pro3,range1,range2
2_1___1__,1,-0.3,1.8,3.7,1,8
2_6___1__,0,-1.0,1.1,3.3,4,8
3_6___1__,1,-0.2,1.8,3.9,5,8
4_1___1__,1,-1.8,0.5,2.9,3,8
4_2___1__,1,-0.3,1.8,3.7,1,8
9_10___1__,1,-0.8,1.2,3.1,4,8
10_8___1__,0,-0.4,1.3,3.0,3,8
12_6___1__,1,-0.5,1.3,3.2,1,8
12_7___1__,0,-0.5,1.7,3.6,1,8
3_1___1__,1,-1.0,1.6,4.1,1,8
6_6___1__,1,-0.8,1.1,2.9,4,8
7_8___1__,1,-1.0,1.0,3.1,4,8
9_2___1__,1,-0.2,1.6,3.4,3,8
9_8___1__,1,-1.0,1.1,3.4,2,8
10_9___1__,1,-0.8,1.1,2.9,2,8
11_1___1__,1,-1.8,0.3,2.3,2,8
12_1___1__,1,-0.7,2.0,4.5,1,8
12_2___1__,1,-1.2,0.8,2.9,3,8
12_8___1__,0,-1.1,0.9,2.8,1,8
12_10___1__,1,-0.7,1.0,2.9,2,8
14_9___1__,1,-0.1,2.5,5.0,1,8
15_8___1__,1,-0.5,1.9,4.2,2,8
19_3___1__,1,-0.5,2.4,5.0,3,8
1_3___1__,1,-1.1,1.7,4.5,2,8
3_3___1__,1,-0.2,3.1,6.3,3,8
4_10___1__,1,0.6,3.1,5.3,3,8
5_3___1__,1,-0.7,2.4,5.3,3,8
5_7___1__,1,-0.6,2.1,4.8,6,8
7_3___1__,1,-1.5,1.7,5.0,5,8
15_3___1__,1,-1.0,2.1,5.3,3,8
15_7___1__,1,-0.7,1.6,3.9,5,8
16_3___1__,1,-0.4,2.1,4.8,3,8
17_3___1__,1,-0.7,2.3,5.0,3,8
18_3___1__,1,-2.2,0.8,3.9,2,8
18_7___1__,0,-0.4,1.5,3.4,4,8
18_10___1__,1,0.6,2.6,4.7,2,8
19_7___1__,0,-0.9,1.3,3.7,3,8
19_8___1__,0,-0.9,1.7,4.4,1,8
19_10___1__,1,-0.1,2.1,4.3,2,8
20_3___1__,1,-0.9,2.4,5.4,3,8
4_1___2__,0,-1.7,0.8,3.6,5,13
12_6___2__,0,-1.4,0.7,2.7,5,13
14_7___2__,1,-2.7,-0.4,2.0,8,13
8_7___2__,0,-0.4,1.3,3.1,5,13
9_8___2__,0,-0.9,1.5,4.0,10,13
12_1___2__,0,-2.7,0.5,3.9,6,13
14_6___2__,0,-0.2,1.7,3.5,10,13
15_8___2__,0,-0.7,1.1,3.0,9,13
16_8___2__,0,-1.5,0.8,3.2,6,13
5_8___2__,3,-0.7,1.2,3.1,10,13
8_9___2__,0,0.1,2.3,4.6,4,13
9_6___2__,0,-1.0,0.8,2.6,8,13
12_7___2__,2,-1.2,0.8,2.8,7,13
16_10___2__,0,-0.7,0.9,2.8,7,13
17_8___2__,0,-1.5,0.5,2.3,13,14
2_7___2__,2,-0.5,1.4,3.3,7,13
2_8___2__,2,-0.2,1.6,3.2,7,13
3_1___2__,0,-1.3,1.3,4.2,5,13
3_2___2__,0,-1.3,1.0,3.4,4,13
3_6___2__,0,-1.5,1.0,3.4,9,13
6_2___2__,0,-0.7,2.7,6.1,4,13
4_2___2__,0,-0.7,2.0,4.7,3,13
4_6___2__,0,-0.9,1.4,3.8,7,13
7_3___2__,0,0.1,3.4,7.0,10,13
14_3___2__,0,-0.2,3.5,7.1,9,13
