5_8: 1, [1, 5, 10, 14, 16, 23] [3, 2, 1, 1, 1, 0, 0, 0, 2, 0, 0, 0, 2, 1, 1, 0, 2, 1, 1, 0]
2_10: 0, [5, 6, 8, 14, 20, 27] [3, 2, 0, 2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 2, 1, 0, 0]
5_6: 1, [0, 7, 9, 20, 21, 25] [3, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 2, 0, 1]
5_10: 0, [3, 5, 7, 16, 21, 29] [3, 1, 1, 1, 0, 1, 2, 0, 0, 1, 0, 1, 0, 1, 2, 1, 1, 0, 0, 0]
6_3: 2, [4, 9, 13, 17, 23, 28] [3, 0, 1, 0, 2, 1, 1, 0, 0, 0, 2, 2, 0, 1, 1, 0, 1, 1, 0, 2]
1_4: 2, [4, 9, 13, 18, 23, 28] [3, 0, 1, 0, 1, 1, 1, 0, 2, 0, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2]
5_7: 2, [0, 8, 10, 18, 19, 25] [3, 1, 1, 1, 2, 3, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2]
14_3: 3, [5, 9, 13, 18, 24, 29] [3, 0, 1, 2, 1, 0, 3, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 2, 0, 1]
3_1: 1, [3, 7, 10, 17, 26, 31] [3, 1, 0, 0, 1, 0, 1, 1, 1, 3, 1, 1, 2, 1, 0, 1, 1, 1, 1, 0]
10_3: 3, [5, 10, 13, 17, 24, 28] [3, 0, 1, 1, 1, 1, 2, 0, 2, 1, 2, 2, 1, 0, 1, 2, 2, 0, 1, 2]
13_6: 1, [2, 13, 15, 20, 25, 29] [3, 2, 3, 2, 3, 2, 2, 0, 2, 2, 1, 0, 1, 1, 1, 1, 1, 1, 2, 1]
