Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230509,23052,0,7,21,18,1,18,26,5,20,14,16,8,13,1,1,3,4,5,5,27,7
20230511,23053,8,8,4,3,4,27,15,3,31,29,34,20,34,6,7,6,7,3,2,7,15
20230511,400_1,9,7,5,0,1,36,11,0,46,17,44,8,46,2,4,2,2,5,3,8,7
20230511,400_2,10,7,5,1,2,34,12,1,44,20,42,10,45,4,4,3,2,6,3,8,7
20230511,400_3,10,8,5,2,3,33,11,0,43,21,42,9,43,5,3,3,2,6,2,7,7
20230511,400_4,9,10,5,1,3,33,12,0,44,25,43,11,43,6,4,3,3,7,3,10,6
20230511,400_5,10,10,4,2,5,30,12,0,40,25,36,9,37,5,4,1,3,9,2,7,6
20230511,600_1,2,15,8,4,0,33,14,1,42,21,37,14,41,1,6,5,2,5,3,13,2
20230511,600_2,3,16,7,3,0,36,11,1,38,24,35,15,37,2,6,5,3,5,3,12,3
20230511,600_3,4,14,7,3,0,34,14,1,38,27,36,16,40,5,6,7,2,6,3,9,10
20230511,600_4,4,13,8,5,0,31,16,1,41,24,38,12,42,4,6,2,3,7,3,11,8
20230511,600_5,3,15,8,7,0,29,17,1,41,20,39,10,43,4,7,0,2,6,2,9,4
20230511,1000_1,5,10,9,2,1,34,13,1,45,16,43,10,44,1,3,4,3,3,2,6,7
20230511,1000_2,7,12,6,2,3,34,10,1,43,23,39,10,40,4,4,2,2,8,3,6,8
20230511,1000_3,6,9,7,1,2,38,9,0,45,21,45,10,45,5,3,3,3,5,2,5,10
20230511,1000_4,7,11,6,1,3,36,10,0,42,20,44,12,46,5,5,3,3,2,2,9,8
20230511,1000_5,7,11,6,2,3,35,11,0,41,21,44,10,46,6,4,3,2,3,2,8,8
