8: [3.8|5.5|7.6] [7, 6, 8, 4, 6, 8, 7, 8, 6, 8, 10, 6, 6, 6, 6, 7, 8, 4, 6, 9]
6: [4.0|6.0|8.0] [4, 7, 8, 5, 9, 6, 6, 9, 6, 5, 7, 7, 5, 3, 4, 4, 6, 8, 6, 8]
10: [4.0|6.1|8.3] [3, 6, 7, 2, 9, 7, 5, 7, 9, 5, 10, 8, 8, 8, 8, 5, 8, 6, 8, 6]
14: [4.2|6.2|8.6] [8, 8, 4, 5, 10, 7, 8, 8, 7, 6, 8, 8, 7, 6, 9, 9, 9, 8, 8, 8]
17: [4.2|6.2|8.3] [9, 7, 9, 5, 7, 5, 7, 7, 4, 4, 7, 5, 7, 5, 7, 4, 8, 4, 7, 7]
2: [4.2|6.3|8.3] [3, 5, 8, 6, 8, 7, 9, 9, 6, 8, 5, 7, 5, 5, 6, 6, 9, 3, 6, 8]
15: [4.8|6.4|8.2] [5, 8, 8, 5, 8, 6, 7, 9, 4, 7, 8, 7, 7, 6, 7, 4, 7, 4, 7, 9]
13: [4.4|6.5|8.6] [8, 5, 9, 5, 10, 4, 7, 9, 6, 7, 10, 9, 8, 4, 8, 5, 7, 7, 10, 7]
16: [4.5|6.6|8.4] [8, 6, 7, 8, 8, 5, 8, 10, 8, 8, 6, 5, 7, 6, 9, 4, 9, 8, 7, 6]
5: [4.6|6.6|8.6] [7, 8, 10, 4, 10, 9, 7, 8, 5, 7, 9, 10, 9, 7, 7, 6, 8, 9, 6, 8]
20: [4.9|6.6|8.4] [7, 7, 9, 6, 6, 8, 7, 9, 7, 6, 8, 5, 5, 8, 7, 6, 8, 6, 10, 8]
12: [4.7|6.7|8.7] [9, 9, 4, 3, 8, 8, 7, 10, 7, 7, 6, 4, 8, 6, 9, 5, 8, 7, 8, 6]
4: [4.9|6.7|8.5] [7, 8, 8, 6, 9, 7, 5, 6, 6, 8, 6, 10, 8, 5, 7, 3, 9, 5, 10, 8]
9: [4.9|6.7|8.3] [7, 9, 8, 3, 7, 6, 6, 8, 10, 6, 5, 9, 10, 7, 9, 4, 7, 7, 8, 5]
11: [4.9|6.9|8.8] [8, 6, 10, 3, 7, 10, 6, 7, 8, 8, 10, 4, 10, 3, 8, 6, 7, 8, 8, 8]
7: [4.9|7.0|9.0] [7, 7, 6, 6, 9, 7, 7, 8, 5, 7, 8, 5, 8, 5, 7, 5, 7, 7, 8, 8]
18: [5.0|7.1|9.2] [4, 7, 4, 5, 9, 5, 9, 8, 10, 5, 9, 6, 8, 7, 9, 7, 8, 6, 10, 8]
19: [5.5|7.3|9.1] [8, 4, 9, 7, 7, 9, 7, 6, 6, 9, 6, 8, 6, 7, 9, 6, 8, 8, 10, 10]
1: [5.4|7.5|9.5] [7, 7, 6, 5, 10, 8, 6, 9, 7, 6, 7, 8, 8, 9, 10, 5, 9, 6, 9, 9]
3: [5.7|7.6|9.7] [5, 5, 7, 5, 7, 7, 8, 7, 7, 6, 7, 8, 10, 4, 8, 8, 9, 9, 10, 8]
