row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,4,13,18,21,23,29,108,33,25,36,10,39,9,5,3,2,6,8
1_2,7,11,12,17,22,29,98,36,22,33,11,29,4,1,5,5,7,11
1_3,8,13,16,23,25,29,114,37,21,38,12,39,5,3,7,2,4,10
1_4,6,13,18,23,26,29,115,35,23,39,13,41,7,5,5,3,3,10
1_5,5,9,13,19,24,28,98,33,23,33,15,32,4,4,6,5,4,8
1_6,2,8,11,17,23,27,88,29,25,31,15,28,6,3,6,6,4,2
1_7,3,6,12,19,23,27,90,30,24,29,17,31,3,6,7,4,4,2
1_8,3,9,13,19,25,27,96,30,24,34,16,32,6,4,6,6,2,4
1_9,3,9,14,20,25,25,96,28,22,34,16,34,6,5,6,5,0,3
1_10,4,8,13,19,25,27,96,31,23,33,17,32,4,5,6,6,2,1
2_1,2,12,17,21,22,29,103,31,27,34,10,38,10,5,4,1,7,8
2_2,6,11,12,18,22,28,97,34,22,33,11,30,5,1,6,4,6,10
2_3,6,11,16,21,24,29,107,35,23,35,13,37,5,5,5,3,5,8
2_4,5,12,17,22,26,29,111,34,24,38,14,39,7,5,5,4,3,10
2_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
2_6,1,3,6,13,17,26,66,27,25,20,14,19,2,3,7,4,9,6
2_7,1,5,8,15,19,27,75,28,26,24,14,23,4,3,7,4,8,5
2_8,1,6,12,15,19,27,80,28,26,25,13,27,5,6,3,4,8,5
2_9,4,11,14,20,23,26,98,30,22,34,12,34,7,3,6,3,3,4
2_10,4,10,14,22,24,26,100,30,22,34,14,36,6,4,8,2,2,3
3_1,4,13,18,24,25,30,114,34,26,38,12,42,9,5,6,1,5,12
3_2,6,9,10,16,22,27,90,33,21,31,13,26,3,1,6,6,5,8
3_3,7,12,17,23,25,29,113,36,22,37,13,40,5,5,6,2,4,8
3_4,6,12,17,22,25,29,111,35,23,37,13,39,6,5,5,3,4,10
3_5,5,9,14,19,24,28,99,33,23,33,15,33,4,5,5,5,4,8
3_6,1,3,4,10,15,24,57,25,23,18,12,14,2,1,6,5,9,4
3_7,2,6,8,14,20,25,75,27,23,26,14,22,4,2,6,6,5,3
3_8,0,8,13,17,22,26,86,26,26,30,14,30,8,5,4,5,4,4
3_9,2,10,13,18,24,27,94,29,25,34,14,31,8,3,5,6,3,5
3_10,3,9,14,20,25,27,98,30,24,34,16,34,6,5,6,5,2,5
4_1,2,16,20,24,27,30,119,32,28,43,11,44,14,4,4,3,3,10
4_2,3,8,10,14,22,30,87,33,27,30,14,24,5,2,4,8,8,9
4_3,4,11,16,21,24,29,105,33,25,35,13,37,7,5,5,3,5,9
4_4,5,12,17,22,26,29,111,34,24,38,14,39,7,5,5,4,3,10
4_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
4_6,2,5,5,13,23,27,75,29,25,28,18,18,3,0,8,10,4,5
4_7,2,7,9,16,22,26,82,28,24,29,15,25,5,2,7,6,4,5
4_8,1,7,12,17,20,23,80,24,22,27,13,29,6,5,5,3,3,7
4_9,0,9,13,19,23,25,89,25,25,32,14,32,9,4,6,4,2,8
4_10,2,10,15,20,25,27,99,29,25,35,15,35,8,5,5,5,2,6
5_1,3,15,17,23,25,30,113,33,27,40,10,40,12,2,6,2,5,11
5_2,4,11,13,21,21,29,99,33,25,32,10,34,7,2,8,0,8,10
5_3,7,12,17,23,24,29,112,36,22,36,12,40,5,5,6,1,5,10
5_4,5,12,17,22,26,29,111,34,24,38,14,39,7,5,5,4,3,10
5_5,5,9,14,19,24,28,99,33,23,33,15,33,4,5,5,5,4,8
5_6,0,4,6,17,25,28,80,28,28,29,21,23,4,2,11,8,3,5
5_7,2,9,10,18,25,28,92,30,26,34,16,28,7,1,8,7,3,7
5_8,0,4,7,16,24,28,79,28,28,28,20,23,4,3,9,8,4,5
5_9,2,6,12,20,27,29,96,31,27,33,21,32,4,6,8,7,2,6
5_10,3,8,13,19,25,27,95,30,24,33,17,32,5,5,6,6,2,4
6_1,2,13,15,21,19,26,96,28,24,32,6,36,11,2,6,-2,7,13
6_2,5,9,10,16,19,28,87,33,23,28,10,26,4,1,6,3,9,8
6_3,6,11,15,21,24,29,106,35,23,35,13,36,5,4,6,3,5,8
6_4,6,13,17,23,26,29,114,35,23,39,13,40,7,4,6,3,3,9
6_5,5,9,14,19,24,28,99,33,23,33,15,33,4,5,5,5,4,8
6_6,3,6,10,17,23,26,85,29,23,29,17,27,3,4,7,6,3,11
6_7,6,7,13,20,27,29,102,35,23,34,20,33,1,6,7,7,2,9
6_8,4,8,12,20,26,27,97,31,23,34,18,32,4,4,8,6,1,10
6_9,2,7,13,21,26,27,96,29,25,33,19,34,5,6,8,5,1,10
6_10,3,10,14,22,26,26,101,29,23,36,16,36,7,4,8,4,0,6
7_1,3,13,15,19,22,29,101,32,26,35,9,34,10,2,4,3,7,11
7_2,5,15,16,19,26,30,111,35,25,41,11,35,10,1,3,7,4,12
7_3,5,12,15,21,24,28,105,33,23,36,12,36,7,3,6,3,4,8
7_4,5,13,17,22,26,29,112,34,24,39,13,39,8,4,5,4,3,10
7_5,5,10,14,19,24,28,100,33,23,34,14,33,5,4,5,5,4,8
7_6,3,4,5,14,23,28,77,31,25,27,19,19,1,1,9,9,5,2
7_7,3,8,8,17,26,29,91,32,26,34,18,25,5,0,9,9,3,3
7_8,3,8,8,18,27,31,95,34,28,35,19,26,5,0,10,9,4,5
7_9,3,8,10,18,25,27,91,30,24,33,17,28,5,2,8,7,2,6
7_10,4,8,11,18,25,28,94,32,24,33,17,29,4,3,7,7,3,4
8_1,2,16,17,26,24,30,115,32,28,40,8,43,14,1,9,-2,6,10
8_2,8,14,16,21,22,26,107,34,18,36,8,37,6,2,5,1,4,8
8_3,6,13,17,23,24,29,112,35,23,37,11,40,7,4,6,1,5,10
8_4,6,13,18,23,26,30,116,36,24,39,13,41,7,5,5,3,4,11
8_5,5,10,14,19,24,28,100,33,23,34,14,33,5,4,5,5,4,9
8_6,4,8,11,15,18,24,80,28,20,26,10,26,4,3,4,3,6,4
8_7,6,10,12,16,18,26,88,32,20,28,8,28,4,2,4,2,8,5
8_8,4,9,13,17,18,23,84,27,19,27,9,30,5,4,4,1,5,4
8_9,4,11,16,21,24,24,100,28,20,35,13,37,7,5,5,3,0,6
8_10,3,9,13,21,24,26,96,29,23,33,15,34,6,4,8,3,2,5
9_1,2,11,16,22,23,29,103,31,27,34,12,38,9,5,6,1,6,12
9_2,6,13,14,20,23,28,104,34,22,36,10,34,7,1,6,3,5,10
9_3,5,10,16,23,26,31,111,36,26,36,16,39,5,6,7,3,5,8
9_4,5,14,19,25,28,31,122,36,26,42,14,44,9,5,6,3,3,10
9_5,5,10,14,20,24,29,102,34,24,34,14,34,5,4,6,4,5,9
9_6,5,7,13,19,25,29,98,34,24,32,18,32,2,6,6,6,4,1
9_7,3,8,13,19,24,29,96,32,26,32,16,32,5,5,6,5,5,3
9_8,4,6,13,20,26,28,97,32,24,32,20,33,2,7,7,6,2,4
9_9,5,10,15,22,27,29,108,34,24,37,17,37,5,5,7,5,2,1
9_10,5,10,16,21,27,29,108,34,24,37,17,37,5,6,5,6,2,1
10_1,6,12,16,22,24,28,108,34,22,36,12,38,6,4,6,2,4,8
10_2,2,7,10,18,19,25,81,27,23,26,12,28,5,3,8,1,6,11
10_3,3,8,12,19,22,27,91,30,24,30,14,31,5,4,7,3,5,9
10_4,5,12,17,22,26,29,111,34,24,38,14,39,7,5,5,4,3,9
10_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
10_6,1,8,9,14,18,24,74,25,23,26,10,23,7,1,5,4,6,0
10_7,0,4,9,17,21,29,80,29,29,25,17,26,4,5,8,4,8,4
10_8,0,5,12,17,22,28,84,28,28,27,17,29,5,7,5,5,6,2
10_9,5,12,17,20,24,24,102,29,19,36,12,37,7,5,3,4,0,2
10_10,5,12,17,22,25,26,107,31,21,37,13,39,7,5,5,3,1,2
11_1,4,11,16,24,24,31,110,35,27,35,13,40,7,5,8,0,7,10
11_2,4,10,12,19,22,29,96,33,25,32,12,31,6,2,7,3,7,9
11_3,4,10,15,23,24,29,105,33,25,34,14,38,6,5,8,1,5,9
11_4,6,12,17,24,26,30,115,36,24,38,14,41,6,5,7,2,4,10
11_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
11_6,2,5,8,13,19,28,75,30,26,24,14,21,3,3,5,6,9,8
11_7,3,5,7,19,24,29,87,32,26,29,19,26,2,2,12,5,5,5
11_8,3,5,7,16,23,31,85,34,28,28,18,23,2,2,9,7,8,5
11_9,2,6,10,19,25,28,90,30,26,31,19,29,4,4,9,6,3,3
11_10,3,9,13,21,24,28,98,31,25,33,15,34,6,4,8,3,4,3
12_1,4,11,16,21,25,31,108,35,27,36,14,37,7,5,5,4,6,12
12_2,6,10,12,20,24,28,100,34,22,34,14,32,4,2,8,4,4,11
12_3,6,9,14,21,24,29,103,35,23,33,15,35,3,5,7,3,5,10
12_4,5,11,16,21,25,29,107,34,24,36,14,37,6,5,5,4,4,9
12_5,5,9,14,18,24,29,99,34,24,33,15,32,4,5,4,6,5,9
12_6,4,3,7,14,23,25,76,29,21,26,20,21,-1,4,7,9,2,4
12_7,2,3,9,14,20,25,73,27,23,23,17,23,1,6,5,6,5,8
12_8,2,4,9,13,20,25,73,27,23,24,16,22,2,5,4,7,5,9
12_9,3,5,10,16,23,27,84,30,24,28,18,26,2,5,6,7,4,6
12_10,5,7,12,18,24,28,94,33,23,31,17,30,2,5,6,6,4,3
13_1,1,8,12,18,23,28,90,29,27,31,15,30,7,4,6,5,5,10
13_2,4,10,13,19,23,29,98,33,25,33,13,32,6,3,6,4,6,9
13_3,5,9,14,20,24,29,101,34,24,33,15,34,4,5,6,4,5,8
13_4,6,12,17,22,26,29,112,35,23,38,14,39,6,5,5,4,3,9
13_5,5,9,13,19,24,28,98,33,23,33,15,32,4,4,6,5,4,8
13_6,4,7,12,11,21,26,81,30,22,28,14,23,3,5,-1,10,5,4
13_7,5,7,13,18,25,30,98,35,25,32,18,31,2,6,5,7,5,2
13_8,2,7,11,13,21,26,80,28,24,28,14,24,5,4,2,8,5,6
13_9,4,10,15,18,23,26,96,30,22,33,13,33,6,5,3,5,3,4
13_10,3,8,17,21,25,28,102,31,25,33,17,38,5,9,4,4,3,4
14_1,2,14,17,21,22,29,105,31,27,36,8,38,12,3,4,1,7,10
14_2,4,9,12,19,21,27,92,31,23,30,12,31,5,3,7,2,6,9
14_3,6,10,16,23,26,29,110,35,23,36,16,39,4,6,7,3,3,8
14_4,5,11,16,22,25,29,108,34,24,36,14,38,6,5,6,3,4,10
14_5,4,8,14,19,23,28,96,32,24,31,15,33,4,6,5,4,5,8
14_6,5,7,11,15,20,27,85,32,22,27,13,26,2,4,4,5,7,7
14_7,3,8,9,16,21,25,82,28,22,29,13,25,5,1,7,5,4,3
14_8,2,8,13,18,24,27,92,29,25,32,16,31,6,5,5,6,3,5
14_9,5,12,20,24,27,27,115,32,22,39,15,44,7,8,4,3,0,4
14_10,6,9,20,26,26,28,115,34,22,35,17,46,3,11,6,0,2,5
15_1,5,14,19,22,24,29,113,34,24,38,10,41,9,5,3,2,5,12
15_2,5,8,10,14,17,26,80,31,21,25,9,24,3,2,4,3,9,12
15_3,7,12,16,22,24,30,111,37,23,36,12,38,5,4,6,2,6,9
15_4,6,12,17,22,25,30,112,36,24,37,13,39,6,5,5,3,5,10
15_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5,8
15_6,1,5,9,12,18,25,70,26,24,23,13,21,4,4,3,6,7,7
15_7,3,6,11,15,22,23,80,26,20,28,16,26,3,5,4,7,1,5
15_8,2,5,12,17,24,26,86,28,24,29,19,29,3,7,5,7,2,6
15_9,2,5,11,17,23,23,81,25,21,28,18,28,3,6,6,6,0,5
15_10,3,6,12,19,23,26,89,29,23,29,17,31,3,6,7,4,3,3
16_1,1,14,14,21,22,29,101,30,28,36,8,35,13,0,7,1,7,12
16_2,4,8,11,16,17,27,83,31,23,25,9,27,4,3,5,1,10,14
16_3,7,12,16,22,24,30,111,37,23,36,12,38,5,4,6,2,6,10
16_4,5,12,16,22,25,30,110,35,25,37,13,38,7,4,6,3,5,10
16_5,5,9,14,19,24,28,99,33,23,33,15,33,4,5,5,5,4,8
16_6,0,6,7,15,24,29,81,29,29,30,18,22,6,1,8,9,5,9
16_7,1,5,9,16,25,32,88,33,31,30,20,25,4,4,7,9,7,8
16_8,0,5,10,17,26,30,88,30,30,31,21,27,5,5,7,9,4,10
16_9,1,6,11,16,26,27,87,28,26,32,20,27,5,5,5,10,1,7
16_10,3,7,13,20,26,28,97,31,25,33,19,33,4,6,7,6,2,7
17_1,3,12,16,23,23,28,105,31,25,35,11,39,9,4,7,0,5,9
17_2,5,9,12,20,22,27,95,32,22,31,13,32,4,3,8,2,5,9
17_3,7,11,17,22,23,28,108,35,21,34,12,39,4,6,5,1,5,9
17_4,6,11,17,23,26,30,113,36,24,37,15,40,5,6,6,3,4,9
17_5,5,9,14,19,24,28,99,33,23,33,15,33,4,5,5,5,4,8
17_6,3,10,7,13,23,25,81,28,22,33,13,20,7,-3,6,10,2,4
17_7,4,7,10,13,20,23,77,27,19,27,13,23,3,3,3,7,3,2
17_8,2,7,7,13,22,25,76,27,23,29,15,20,5,0,6,9,3,3
17_9,2,8,10,15,24,24,83,26,22,32,16,25,6,2,5,9,0,2
17_10,4,10,13,20,27,27,101,31,23,37,17,33,6,3,7,7,0,3
18_1,3,15,17,26,28,31,120,34,28,43,13,43,12,2,9,2,3,12
